Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 24, , 8.3
2022-06-15, -4.9, fallend, 29, -0.1885, 3.4
2022-06-22, 6.9, fallend, 29, 0.1667, 10.3
2022-06-29, 3.5, fallend, 29, 0.0845, 13.8
2022-07-06, -6.9, fallend, 29, -0.2654, 6.9
2022-07-13, 13.8, fallend, 29, 0.3333, 20.7
2022-07-20, -6.9, fallend, 29, -0.2654, 13.8
2022-07-27, 41.4, fallend, 29, 1, 55.2
2022-08-03, 31, fallend, 29, 0.7488, 86.2
2022-08-10, -10.3, fallend, 29, -0.3962, 75.9
2022-08-17, -10.4, fallend, 29, -0.4, 65.5
2022-08-24, -17.2, fallend, 29, -0.6615, 48.3
2022-08-31, -17.3, fallend, 29, -0.6654, 31
2022-09-07, -20.7, fallend, 29, -0.7962, 10.3
2022-09-14, 3.5, fallend, 29, 0.0845, 13.8
2022-09-21, -10.4, fallend, 29, -0.4, 3.4
2022-09-28, , fallend, 29, , 3.4
2022-10-05, 10.4, fallend, 29, 0.2512, 13.8
2022-10-12, -4.3, fallend, 42, -0.1654, 9.5
2022-10-19, 18.4, fallend, 43, 0.4444, 27.9
2022-10-26, 15.3, fallend, 44, 0.3696, 43.2
2022-11-02, 3.5, fallend, 45, 0.0845, 46.7
2022-11-09, , fallend, 45, , 46.7
2022-11-16, -11.9, fallend, 46, -0.4577, 34.8
2022-11-23, -5, fallend, 47, -0.1923, 29.8
2022-11-30, -23.4, fallend, 47, -0.9, 6.4
2022-12-07, -0.2, fallend, 48, -0.0077, 6.2
2022-12-14, -2.1, fallend, 49, -0.0808, 4.1
2022-12-21, 2, fallend, 49, 0.0483, 6.1
2022-12-28, 17.9, fallend, 50, 0.4324, 24
2023-01-04, 30, fallend, 50, 0.7246, 54
2023-01-11, 2, fallend, 50, 0.0483, 56
2023-01-18, -20, fallend, 50, -0.7692, 36
2023-01-25, -26, fallend, 50, -1, 10
2023-02-01, -8, fallend, 50, -0.3077, 2
2023-02-08, 8, fallend, 50, 0.1932, 10
2023-02-15, -2, fallend, 50, -0.0769, 8
2023-02-22, 2, fallend, 50, 0.0483, 10
2023-03-01, 7.4, fallend, 46, 0.1787, 17.4
2023-03-08, -1.5, fallend, 44, -0.0577, 15.9
2023-03-15, 4.8, fallend, 29, 0.1159, 20.7
