Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 24, , 25
2022-06-15, 6, gleichbleibend, 29, 0.249, 31
2022-06-22, -3.4, gleichbleibend, 29, -0.1232, 27.6
2022-06-29, 3.4, gleichbleibend, 29, 0.1411, 31
2022-07-06, 10.4, gleichbleibend, 29, 0.4315, 41.4
2022-07-13, , gleichbleibend, 29, , 41.4
2022-07-20, 24.1, gleichbleibend, 29, 1, 65.5
2022-07-27, -27.6, gleichbleibend, 29, -1, 37.9
2022-08-03, -24.1, gleichbleibend, 29, -0.8732, 13.8
2022-08-10, 10.3, gleichbleibend, 29, 0.4274, 24.1
2022-08-17, 3.5, gleichbleibend, 29, 0.1452, 27.6
2022-08-24, 10.3, gleichbleibend, 29, 0.4274, 37.9
2022-08-31, 6.9, gleichbleibend, 29, 0.2863, 44.8
2022-09-07, 6.9, gleichbleibend, 29, 0.2863, 51.7
2022-09-14, -17.2, gleichbleibend, 29, -0.6232, 34.5
2022-09-21, -6.9, gleichbleibend, 29, -0.25, 27.6
2022-09-28, 3.4, gleichbleibend, 29, 0.1411, 31
2022-10-05, , gleichbleibend, 29, , 31
2022-10-12, 21.4, gleichbleibend, 42, 0.888, 52.4
2022-10-19, -5.9, gleichbleibend, 43, -0.2138, 46.5
2022-10-26, 1.2, gleichbleibend, 44, 0.0498, 47.7
2022-11-02, 1.2, gleichbleibend, 45, 0.0498, 48.9
2022-11-09, -13.3, gleichbleibend, 45, -0.4819, 35.6
2022-11-16, 16.6, gleichbleibend, 46, 0.6888, 52.2
2022-11-23, 7.4, gleichbleibend, 47, 0.3071, 59.6
2022-11-30, 6.4, gleichbleibend, 47, 0.2656, 66
2022-12-07, -24.3, gleichbleibend, 48, -0.8804, 41.7
2022-12-14, -7, gleichbleibend, 49, -0.2536, 34.7
2022-12-21, 22.4, gleichbleibend, 49, 0.9295, 57.1
2022-12-28, -1.1, gleichbleibend, 50, -0.0399, 56
2023-01-04, -16, gleichbleibend, 50, -0.5797, 40
2023-01-11, , gleichbleibend, 50, , 40
2023-01-18, 6, gleichbleibend, 50, 0.249, 46
2023-01-25, 8, gleichbleibend, 50, 0.332, 54
2023-02-01, -18, gleichbleibend, 50, -0.6522, 36
2023-02-08, -2, gleichbleibend, 50, -0.0725, 34
2023-02-15, 2, gleichbleibend, 50, 0.083, 36
2023-02-22, 12, gleichbleibend, 50, 0.4979, 48
2023-03-01, -0.2, gleichbleibend, 46, -0.0072, 47.8
2023-03-08, -4.6, gleichbleibend, 44, -0.1667, 43.2
2023-03-15, -12.2, gleichbleibend, 29, -0.442, 31
