Meldedatum, value, difference, trend
2022-10-03, 551.3, 177.4869, 0.4292
2022-10-04, 471.2, 39.0367, 0.0944
2022-10-05, 503.7, 34.4017, 0.0832
2022-10-06, 573.3, 52.5222, 0.127
2022-10-07, 650.6, 111.5091, 0.2696
2022-10-08, 700.3, 138.723, 0.3354
2022-10-09, 707.1, 130.3925, 0.3153
2022-10-10, 713.7, 127.0515, 0.3072
2022-10-11, 870, 413.5523, 1
2022-10-12, 889.6, 385.8338, 0.933
2022-10-13, 858.4, 331.4555, 0.8015
2022-10-14, 814.5, 182.6192, 0.4416
2022-10-15, 785, 96.1302, 0.2324
2022-10-16, 779.5, 89.4829, 0.2164
2022-10-17, 774.9, 82.7575, 0.2001
2022-10-18, 753.4, -100.0347, -0.2399
2022-10-19, 735.1, -129.3605, -0.3103
2022-10-20, 713.4, -132.5851, -0.318
2022-10-21, 687.5, -115.6203, -0.2773
2022-10-22, 662.6, -106.7961, -0.2561
2022-10-23, 656.5, -101.4511, -0.2433
2022-10-24, 653.4, -96.8558, -0.2323
2022-10-25, 612.2, -117.2253, -0.2812
2022-10-26, 567.7, -142.4833, -0.3417
2022-10-27, 523.8, -167.8169, -0.4025
2022-10-28, 489.7, -180.4327, -0.4328
2022-10-29, 460.3, -188.6142, -0.4524
2022-10-30, 452.6, -182.7502, -0.4383
2022-10-31, 449.2, -179.8128, -0.4313
2022-11-01, 388.2, -218.5539, -0.5242
2022-11-02, 324.2, -248.9334, -0.5971
2022-11-03, 317.6, -203.8081, -0.4888
2022-11-04, 308.7, -173.9801, -0.4173
2022-11-05, 298.9, -154.7615, -0.3712
2022-11-06, 296.2, -147.2564, -0.3532
2022-11-07, 292.6, -144.0139, -0.3454
2022-11-08, 303.2, -68.7878, -0.165
2022-11-09, 312.5, 15.045, 0.0364
2022-11-10, 279.6, -27.2979, -0.0655
2022-11-11, 258.2, -46.6114, -0.1118
2022-11-12, 245.8, -49.6053, -0.119
2022-11-13, 243, -46.9886, -0.1127
2022-11-14, 242.7, -43.483, -0.1043
2022-11-15, 228.8, -70.8674, -0.17
2022-11-16, 219.5, -90.772, -0.2177
2022-11-17, 211.7, -63.1749, -0.1515
2022-11-18, 206.8, -49.1451, -0.1179
2022-11-19, 205, -40.0386, -0.096
2022-11-20, 204.9, -37.416, -0.0897
2022-11-21, 203.8, -37.0556, -0.0889
2022-11-22, 200.9, -28.8129, -0.0691
2022-11-23, 200.9, -25.5223, -0.0612
2022-11-24, 202.6, -12.289, -0.0295
2022-11-25, 203.8, -3.5081, -0.0084
2022-11-26, 204.3, -2.4941, -0.006
2022-11-27, 204.8, -2.3739, -0.0057
2022-11-28, 204.9, -1.3347, -0.0032
2022-11-29, 208.4, 7.3813, 0.0178
2022-11-30, 213.9, 18.8017, 0.0455
2022-12-01, 217.6, 15.0257, 0.0363
2022-12-02, 219.7, 14.1415, 0.0342
2022-12-03, 221.5, 17.4922, 0.0423
2022-12-04, 221.7, 16.9744, 0.041
2022-12-05, 222, 16.7978, 0.0406
2022-12-06, 222.2, 13.5925, 0.0329
2022-12-07, 226.2, 11.0672, 0.0268
2022-12-08, 229.7, 12.295, 0.0297
2022-12-09, 234, 14.8756, 0.036
2022-12-10, 237.1, 16.2319, 0.0393
2022-12-11, 239.3, 16.0265, 0.0388
2022-12-12, 239.6, 15.6697, 0.0379
2022-12-13, 247.4, 23.8535, 0.0577
2022-12-14, 251, 23.427, 0.0566
2022-12-15, 259.6, 25.4382, 0.0615
2022-12-16, 265.1, 27.9683, 0.0676
2022-12-17, 267.5, 28.3828, 0.0686
2022-12-18, 267.2, 26.1518, 0.0632
2022-12-19, 267.8, 25.8022, 0.0624
2022-12-20, 270.5, 18.6407, 0.0451
2022-12-21, 272.5, 19.5778, 0.0473
2022-12-22, 272.6, 14.6677, 0.0355
2022-12-23, 275.3, 10.6539, 0.0258
2022-12-24, 278.1, 8.9059, 0.0215
2022-12-25, 277.7, 9.1858, 0.0222
2022-12-26, 277.2, 8.62, 0.0208
2022-12-27, 224.9, -58.8547, -0.1412
2022-12-28, 220.4, -50.9881, -0.1223
2022-12-29, 214.1, -59.5996, -0.1429
2022-12-30, 201.9, -72.7308, -0.1744
2022-12-31, 187.9, -87.2291, -0.2092
2023-01-01, 184.3, -86.4434, -0.2073
2023-01-02, 182.1, -85.6817, -0.2055
2023-01-03, 218.6, 13.8604, 0.0335
2023-01-04, 202.4, -10.7488, -0.0258
2023-01-05, 184.3, -20.128, -0.0483
2023-01-06, 172.4, -22.7999, -0.0547
2023-01-07, 159.8, -22.3266, -0.0535
2023-01-08, 157.7, -18.9699, -0.0455
2023-01-09, 156.7, -17.1198, -0.0411
2023-01-10, 145.5, -65.0911, -0.1561
2023-01-11, 131.7, -66.1544, -0.1587
2023-01-12, 121.7, -58.8175, -0.1411
2023-01-13, 111.8, -56.1865, -0.1348
2023-01-14, 108.5, -46.9094, -0.1125
2023-01-15, 107.5, -44.9343, -0.1078
2023-01-16, 107, -43.978, -0.1055
2023-01-17, 94.6, -48.7223, -0.1169
2023-01-18, 85.7, -42.7826, -0.1026
2023-01-19, 79.5, -40.9048, -0.0981
2023-01-20, 77, -34.1386, -0.0819
2023-01-21, 75.8, -32.3798, -0.0777
2023-01-22, 75.5, -31.4355, -0.0754
2023-01-23, 75.5, -30.9633, -0.0743
2023-01-24, 75.1, -19.5622, -0.0469
2023-01-25, 77.7, -8.8686, -0.0213
2023-01-26, 80.9, -0.4914, -0.0012
2023-01-27, 84.5, 5.8616, 0.0142
2023-01-28, 87.4, 9.7949, 0.0237
2023-01-29, 87.7, 10.0676, 0.0243
2023-01-30, 88.1, 10.0929, 0.0244
2023-01-31, 91.9, 14.4154, 0.0349
2023-02-01, 96.5, 17.1126, 0.0414
2023-02-02, 99.1, 17.7649, 0.043
2023-02-03, 99.8, 14.5957, 0.0353
2023-02-04, 101.2, 13.2189, 0.032
2023-02-05, 101.3, 12.9305, 0.0313
2023-02-06, 101.2, 12.5677, 0.0304
2023-02-07, 101.9, 9.0897, 0.022
2023-02-08, 101.2, 2.6743, 0.0065
2023-02-09, 101.4, 1.0945, 0.0026
2023-02-10, 102.2, 1.8874, 0.0046
2023-02-11, 103.4, 1.9967, 0.0048
2023-02-12, 103.7, 1.9042, 0.0046
2023-02-13, 104, 2.0351, 0.0049
2023-02-14, 106.9, 3.9009, 0.0094
2023-02-15, 109.1, 5.9877, 0.0145
2023-02-16, 112.2, 9.6387, 0.0233
2023-02-17, 115.7, 10.5554, 0.0255
2023-02-18, 116.8, 11.8937, 0.0288
2023-02-19, 117.2, 11.6426, 0.0282
2023-02-20, 117.5, 11.3807, 0.0275
2023-02-21, 114.6, 1.2062, 0.0029
2023-02-22, 116.6, 4.9041, 0.0119
2023-02-23, 121.8, 6.4022, 0.0155
2023-02-24, 128.3, 9.0693, 0.0219
2023-02-25, 134.4, 13.9709, 0.0338
2023-02-26, 136, 13.5264, 0.0327
2023-02-27, 136.1, 13.2273, 0.032
2023-02-28, 145.5, 36.0044, 0.0871
2023-03-01, 146.7, 31.9581, 0.0773
2023-03-02, 139.4, 21.8064, 0.0527
2023-03-03, 123.6, 4.2685, 0.0103
2023-03-04, 109.2, -17.3865, -0.0417
2023-03-05, 105.4, -18.8389, -0.0452
2023-03-06, 103.7, -18.9975, -0.0456
2023-03-07, 83.4, -54.4469, -0.1306
2023-03-08, 66.3, -72.4208, -0.1737
2023-03-09, 55.7, -78.7858, -0.189
2023-03-10, 53.6, -68.6064, -0.1645
2023-03-11, 52.5, -55.5762, -0.1333
2023-03-12, 52.6, -51.9468, -0.1246
2023-03-13, 52.5, -50.2744, -0.1206
2023-03-14, 52.5, -29.8677, -0.0716
2023-03-15, 51.6, -13.2909, -0.0319
2023-03-16, 50.8, -4.9017, -0.0118
2023-03-17, 49.7, -3.2209, -0.0077
2023-03-18, 48.4, -3.7027, -0.0089
2023-03-19, 48.4, -3.7675, -0.009
2023-03-20, 48.4, -3.7231, -0.0089
2023-03-21, 47, -4.9161, -0.0118
2023-03-22, 44.6, -7.0041, -0.0168
2023-03-23, 42.9, -6.9885, -0.0168
2023-03-24, 41.3, -8.0229, -0.0192
2023-03-25, 39.9, -8.2211, -0.0197
2023-03-26, 39.3, -8.1538, -0.0196
2023-03-27, 39.1, -8.1742, -0.0196
2023-03-28, 36.4, -9.6483, -0.0231
2023-03-29, 33.6, -9.5102, -0.0228
2023-03-30, 31, -10.7716, -0.0258
2023-03-31, 28.9, -11.1897, -0.0268
2023-04-01, 26.3, -11.4132, -0.0274
2023-04-02, 25.5, -10.8389, -0.026
2023-04-03, 24.9, -10.6611, -0.0256
