Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 7.1
2022-06-16, -7.1, fallend, -0.1825, 
2022-06-23, 11.8, fallend, 0.236, 11.8
2022-06-30, -5.6, fallend, -0.144, 6.2
2022-07-07, -0.3, fallend, -0.0077, 5.9
2022-07-14, 12.9, fallend, 0.258, 18.8
2022-07-21, -2.1, fallend, -0.054, 16.7
2022-07-28, 50, fallend, 1, 66.7
2022-08-04, 11.1, fallend, 0.222, 77.8
2022-08-11, -1.3, fallend, -0.0334, 76.5
2022-08-18, -9.8, fallend, -0.2519, 66.7
2022-08-25, , fallend, , 66.7
2022-09-01, -38.9, fallend, -1, 27.8
2022-09-08, -4.3, fallend, -0.1105, 23.5
2022-09-15, 1.5, fallend, 0.03, 25
2022-09-22, -25, fallend, -0.6427, 
2022-09-29, , fallend, , 
2022-10-06, 5.9, fallend, 0.118, 5.9
2022-10-13, 7.4, fallend, 0.148, 13.3
2022-10-20, 16.7, fallend, 0.334, 30
