Altersgruppe, Meldedatum, difference, trend, value
>=80, 2022-10-27, -16.5094, -1, 61.08
>=80, 2022-10-26, -13.057, -0.7909, 72.98
>=80, 2022-10-25, -5.285, -0.3201, 85.3
>=80, 2022-10-24, -1.538, -0.0932, 96.41
>=80, 2022-10-23, -1.8817, -0.114, 97.31
>=80, 2022-10-22, -1.6362, -0.0991, 99.22
>=80, 2022-10-21, 1.4562, 0.0321, 104.52
>=80, 2022-10-20, 4.7778, 0.1055, 109.64
>=80, 2022-10-19, 5.6286, 0.1242, 113.96
>=80, 2022-10-18, -2.667, -0.1615, 114.09
>=80, 2022-10-17, 14.9387, 0.3297, 115.01
>=80, 2022-10-16, 15.6913, 0.3463, 115.68
>=80, 2022-10-15, 16.5258, 0.3648, 115.47
>=80, 2022-10-14, 20.1582, 0.4449, 114.55
>=80, 2022-10-13, 26.6867, 0.589, 115.21
>=80, 2022-10-12, 34.7042, 0.766, 117.32
>=80, 2022-10-11, 45.3069, 1, 126.61
>=80, 2022-10-10, 14.9714, 0.3304, 100.91
>=80, 2022-10-09, 15.675, 0.346, 100.14
>=80, 2022-10-08, 16.0349, 0.3539, 99.24
>=80, 2022-10-07, 13.8424, 0.3055, 95.36
>=80, 2022-10-06, 9.6537, 0.2131, 88.31
>=80, 2022-10-05, 0.9326, 0.0206, 78.62
>=80, 2022-10-04, -0.4418, -0.0268, 60.47
>=80, 2022-10-03, 17.5075, 0.3864, 72.3
>=80, 2022-10-02, 18.4729, 0.4077, 71.45
>=80, 2022-10-01, 19.651, 0.4337, 70.96
>=80, 2022-09-30, 19.111, 0.4218, 66.33
>=80, 2022-09-29, 15.3968, 0.3398, 61.69
>=80, 2022-09-28, 14.8405, 0.3276, 56.92
>=80, 2022-09-27, 10.39, 0.2293, 50.84
>=80, 2022-09-26, 7.3303, 0.1618, 43.77
>=80, 2022-09-25, 7.7066, 0.1701, 42.49
>=80, 2022-09-24, 7.8211, 0.1726, 41.22
>=80, 2022-09-23, 5.9067, 0.1304, 38.39
>=80, 2022-09-22, 3.9924, 0.0881, 35.85
>=80, 2022-09-21, 2.6343, 0.0581, 33.13
>=80, 2022-09-20, 1.9798, 0.0437, 31.1
>=80, 2022-09-19, 1.3253, 0.0293, 28.72
>=80, 2022-09-18, 1.2108, 0.0267, 28.29
>=80, 2022-09-17, 1.3417, 0.0296, 28.01
>=80, 2022-09-16, 0.2782, 0.0061, 27.6
>=80, 2022-09-15, 0.3927, 0.0087, 27.03
>=80, 2022-09-14, 0.4909, 0.0108, 26.96
>=80, 2022-09-13, 0.6708, 0.0148, 26.85
>=80, 2022-09-12, 0.1309, 0.0029, 26.23
>=80, 2022-09-11, 0.18, 0.004, 26.36
>=80, 2022-09-10, -0.0327, -0.002, 26.29
>=80, 2022-09-09, 0.2782, 0.0061, 26.15
>=80, 2022-09-08, -1.0308, -0.0624, 25.67
>=80, 2022-09-07, -2.8307, -0.1715, 24.67
>=80, 2022-09-06, -3.0106, -0.1824, 24.54
>=80, 2022-09-05, -3.8124, -0.2309, 25.07
>=80, 2022-09-04, -4.1233, -0.2498, 25.02
>=80, 2022-09-03, -4.336, -0.2626, 25.28
>=80, 2022-09-02, -4.7287, -0.2864, 25.66
