Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 7.1
2022-06-16, -7.1, fallend, -0.2011, 
2022-06-23, 13.3, fallend, 0.3228, 13.3
2022-06-30, , fallend, , 13.3
2022-07-07, -6.2, fallend, -0.1756, 7.1
2022-07-14, 12.9, fallend, 0.3131, 20
2022-07-21, 3.5, fallend, 0.085, 23.5
2022-07-28, 41.2, fallend, 1, 64.7
2022-08-04, 17.7, fallend, 0.4296, 82.4
2022-08-11, -19.9, fallend, -0.5637, 62.5
2022-08-18, 8.1, fallend, 0.1966, 70.6
2022-08-25, -35.3, fallend, -1, 35.3
2022-09-01, -5.9, fallend, -0.1671, 29.4
2022-09-08, -10.6, fallend, -0.3003, 18.8
2022-09-15, 1.2, fallend, 0.0291, 20
2022-09-22, -13.3, fallend, -0.3768, 6.7
2022-09-29, -0.5, fallend, -0.0142, 6.2
2022-10-06, 1.5, fallend, 0.0364, 7.7
