Meldedatum, difference, group, trend, value
2022-06-09, , gleichbleibend, , 14.3
2022-06-16, 8.8, gleichbleibend, 0.2493, 23.1
2022-06-23, -3.1, gleichbleibend, -0.0845, 20
2022-06-30, 26.7, gleichbleibend, 0.7564, 46.7
2022-07-07, 10.4, gleichbleibend, 0.2946, 57.1
2022-07-14, -17.1, gleichbleibend, -0.4659, 40
2022-07-21, 18.8, gleichbleibend, 0.5326, 58.8
2022-07-28, -29.4, gleichbleibend, -0.8011, 29.4
2022-08-04, -11.8, gleichbleibend, -0.3215, 17.6
2022-08-11, 13.6, gleichbleibend, 0.3853, 31.2
2022-08-18, -13.6, gleichbleibend, -0.3706, 17.6
2022-08-25, 35.3, gleichbleibend, 1, 52.9
2022-09-01, -5.8, gleichbleibend, -0.158, 47.1
2022-09-08, 2.9, gleichbleibend, 0.0822, 50
2022-09-15, -36.7, gleichbleibend, -1, 13.3
2022-09-22, 13.4, gleichbleibend, 0.3796, 26.7
2022-09-29, -1.7, gleichbleibend, -0.0463, 25
2022-10-06, -1.9, gleichbleibend, -0.0518, 23.1
