Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 14, , 7.1
2022-06-15, -1.2, fallend, 17, -0.0308, 5.9
2022-06-22, 5.2, fallend, 18, 0.1557, 11.1
2022-06-29, -5.5, fallend, 18, -0.1414, 5.6
2022-07-06, 5.5, fallend, 18, 0.1647, 11.1
2022-07-13, 11.1, fallend, 18, 0.3323, 22.2
2022-07-20, , fallend, 18, , 22.2
2022-07-27, 33.4, fallend, 18, 1, 55.6
2022-08-03, 22.2, fallend, 18, 0.6647, 77.8
2022-08-10, -5.6, fallend, 18, -0.144, 72.2
2022-08-17, -5.5, fallend, 18, -0.1414, 66.7
2022-08-24, -5.6, fallend, 18, -0.144, 61.1
2022-08-31, -38.9, fallend, 18, -1, 22.2
2022-09-07, , fallend, 18, , 22.2
2022-09-14, 5.6, fallend, 18, 0.1677, 27.8
2022-09-21, -27.8, fallend, 18, -0.7147, 
2022-09-28, , fallend, 18, , 
2022-10-05, 11.1, fallend, 18, 0.3323, 11.1
2022-10-12, 2.2, fallend, 15, 0.0659, 13.3
2022-10-19, 17.5, fallend, 13, 0.524, 30.8
2022-10-26, 14.7, fallend, 11, 0.4401, 45.5
