Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 13, , 69.2
2022-06-15, 4.1, trend, 15, 0.0995, 73.3
2022-06-22, 3.2, trend, 17, 0.0777, 76.5
2022-06-29, , trend, 17, , 76.5
2022-07-06, -23.6, trend, 17, -0.8906, 52.9
2022-07-13, -11.7, trend, 17, -0.4415, 41.2
2022-07-20, -17.7, trend, 17, -0.6679, 23.5
2022-07-27, -11.7, trend, 17, -0.4415, 11.8
2022-08-03, -11.8, trend, 17, -0.4453, 
2022-08-10, , trend, 17, , 
2022-08-17, 5.9, trend, 17, 0.1432, 5.9
2022-08-24, 11.7, trend, 17, 0.284, 17.6
2022-08-31, , trend, 17, , 17.6
2022-09-07, 23.6, trend, 17, 0.5728, 41.2
2022-09-14, 41.2, trend, 17, 1, 82.4
2022-09-21, 11.7, trend, 17, 0.284, 94.1
2022-09-28, -5.9, trend, 17, -0.2226, 88.2
2022-10-05, -11.7, trend, 17, -0.4415, 76.5
2022-10-12, -26.5, trend, 30, -1, 50
2022-10-19, -21, trend, 31, -0.7925, 29
2022-10-26, -22.8, trend, 32, -0.8604, 6.2
2022-11-02, -0.1, trend, 33, -0.0038, 6.1
2022-11-09, 6, trend, 33, 0.1456, 12.1
2022-11-16, -3.3, trend, 34, -0.1245, 8.8
2022-11-23, 14.1, trend, 35, 0.3422, 22.9
2022-11-30, 14.2, trend, 35, 0.3447, 37.1
2022-12-07, 14.3, trend, 35, 0.3471, 51.4
2022-12-14, 6.9, trend, 36, 0.1675, 58.3
2022-12-21, -22.2, trend, 36, -0.8377, 36.1
2022-12-28, -11.8, trend, 37, -0.4453, 24.3
2023-01-04, -16.2, trend, 37, -0.6113, 8.1
2023-01-11, -2.7, trend, 37, -0.1019, 5.4
2023-01-18, 5.4, trend, 37, 0.1311, 10.8
2023-01-25, 29.7, trend, 37, 0.7209, 40.5
2023-02-01, 8.1, trend, 37, 0.1966, 48.6
2023-02-08, 16.3, trend, 37, 0.3956, 64.9
2023-02-15, -2.7, trend, 37, -0.1019, 62.2
2023-02-22, -21.7, trend, 37, -0.8189, 40.5
2023-03-01, -18.9, trend, 37, -0.7132, 21.6
2023-03-08, , trend, 37, , 21.6
2023-03-15, -13.5, trend, 37, -0.5094, 8.1
2023-03-22, -5.4, trend, 37, -0.2038, 2.7
2023-03-29, -0.1, trend, 39, -0.0038, 2.6
2023-04-05, 2.5, trend, 39, 0.0607, 5.1
2023-04-12, 2.6, trend, 39, 0.0631, 7.7
2023-04-19, 12.8, trend, 39, 0.3107, 20.5
2023-04-26, -5.1, trend, 39, -0.1925, 15.4
2023-05-03, -9.5, trend, 34, -0.3585, 5.9
2023-05-10, 4.4, trend, 29, 0.1068, 10.3
