Altersgruppe, Week, difference, trend, value
0-4, 2021-46, 1.8, 0.3396, 11.9
0-4, 2021-47, 1.4, 0.2642, 13.3
0-4, 2021-48, 0.7, 0.1321, 14
0-4, 2021-49, 0.4, 0.0755, 14.4
0-4, 2021-50, -0.7, -0.1111, 13.7
0-4, 2021-51, 0.1, 0.0189, 13.8
0-4, 2021-52, 9.7, 1.8302, 23.5
0-4, 2022-01, -5.5, -0.873, 18
0-4, 2022-02, 3.1, 0.5849, 21.1
0-4, 2022-03, 8.7, 1.6415, 29.8
0-4, 2022-04, 2.6, 0.4906, 32.4
0-4, 2022-05, 3.7, 0.6981, 36.1
0-4, 2022-06, -2, -0.3175, 34.1
0-4, 2022-07, 1.8, 0.3396, 35.9
0-4, 2022-08, 1.7, 0.3208, 37.6
0-4, 2022-09, 1.9, 0.3585, 39.5
0-4, 2022-10, -2, -0.3175, 37.5
0-4, 2022-11, 3.3, 0.6226, 40.8
0-4, 2022-12, -1.5, -0.2381, 39.3
0-4, 2022-13, -3.4, -0.5397, 35.9
0-4, 2022-14, 4.4, 0.8302, 40.3
0-4, 2022-15, 1.6, 0.3019, 41.9
0-4, 2022-16, -3.5, -0.5556, 38.4
0-4, 2022-17, -8.3, -1.3175, 30.1
0-4, 2022-18, 6, 1.1321, 36.1
0-4, 2022-19, -7.5, -1.1905, 28.6
0-4, 2022-20, -6.1, -0.9683, 22.5
0-4, 2022-21, -4.5, -0.7143, 18
0-4, 2022-22, 3.1, 0.5849, 21.1
0-4, 2022-23, 5.3, 1, 26.4
0-4, 2022-24, 4.4, 0.8302, 30.8
0-4, 2022-25, 4.1, 0.7736, 34.9
0-4, 2022-26, 0.8, 0.1509, 35.7
0-4, 2022-27, 1.1, 0.2075, 36.8
0-4, 2022-28, 1.8, 0.3396, 38.6
0-4, 2022-29, -1.2, -0.1905, 37.4
0-4, 2022-30, -5.2, -0.8254, 32.2
0-4, 2022-31, -2.9, -0.4603, 29.3
0-4, 2022-32, -1.3, -0.2063, 28
0-4, 2022-33, 1.8, 0.3396, 29.8
0-4, 2022-34, -5.1, -0.8095, 24.7
0-4, 2022-35, -3.9, -0.619, 20.8
0-4, 2022-36, -0.6, -0.0952, 20.2
0-4, 2022-37, 0.9, 0.1698, 21.1
0-4, 2022-38, 0.6, 0.1132, 21.7
0-4, 2022-39, 0.7, 0.1321, 22.4
0-4, 2022-40, 4.4, 0.8302, 26.8
0-4, 2022-41, -0.8, -0.127, 26
0-4, 2022-42, -2.4, -0.381, 23.6
0-4, 2022-43, -2.8, -0.4444, 20.8
0-4, 2022-44, -6.3, -1, 14.5
0-4, 2022-45, -2.6, -0.4127, 11.9
0-4, 2022-46, -1.6, -0.254, 10.3
0-4, 2022-47, -1.4, -0.2222, 8.9
0-4, 2022-48, -0.9, -0.1429, 8
0-4, 2022-49, -0.4, -0.0635, 7.6
0-4, 2022-50, 0.9, 0.1698, 8.5
0-4, 2022-51, 2.4, 0.4528, 10.9
0-4, 2022-52, 1.7, 0.3208, 12.6
0-4, 2023-01, -2.5, -0.3968, 10.1
0-4, 2023-02, -0.6, -0.0952, 9.5
0-4, 2023-03, 0.1, 0.0189, 9.6
0-4, 2023-04, -0.9, -0.1429, 8.7
0-4, 2023-05, -0.3, -0.0476, 8.4
0-4, 2023-06, 0.5, 0.0943, 8.9
0-4, 2023-07, -0.3, -0.0476, 8.6
0-4, 2023-08, 2.4, 0.4528, 11
0-4, 2023-09, 0.1, 0.0189, 11.1
0-4, 2023-10, 0.9, 0.1698, 12
0-4, 2023-11, -0.2, -0.0317, 11.8
0-4, 2023-12, -2.9, -0.4603, 8.9
0-4, 2023-13, -0.8, -0.127, 8.1
0-4, 2023-14, -1.5, -0.2381, 6.6
0-4, 2023-15, -0.7, -0.1111, 5.9
0-4, 2023-16, -0.6, -0.0952, 5.3
0-4, 2023-17, 2.6, 0.4906, 7.9
0-4, 2023-18, -1, -0.1587, 6.9
0-4, 2023-19, -0.9, -0.1429, 6
0-4, 2023-20, -1.4, -0.2222, 4.6
