Meldedatum, difference, frozen, region, region_id, trend, value, Lower, Prediction, Upper
2023-05-30, -0.1461, 0.828, Rheinland-Pfalz, 7, -0.0256, 0.83, , , 
2023-05-29, -0.3166, 1.0715, Rheinland-Pfalz, 7, -0.0556, 1.07, , , 
2023-05-28, -0.3166, 1.0715, Rheinland-Pfalz, 7, -0.0556, 1.07, , , 
2023-05-27, -0.3166, 1.0715, Rheinland-Pfalz, 7, -0.0556, 1.07, 1.2, 1.25, 1.29
2023-05-26, 0.0974, 1.2419, Rheinland-Pfalz, 7, 0.012, 1.36, 1.49, 1.53, 1.58
2023-05-25, -0.4627, 1.0958, Rheinland-Pfalz, 7, -0.0812, 1.27, 1.36, 1.4, 1.45
2023-05-24, -0.1218, 1.0958, Rheinland-Pfalz, 7, -0.0214, 1.36, 1.44, 1.49, 1.54
2023-05-23, -0.3166, 0.9741, Rheinland-Pfalz, 7, -0.0556, 1.34, 1.39, 1.43, 1.48
2023-05-22, -0.6331, 1.388, Rheinland-Pfalz, 7, -0.1111, 1.63, 1.68, 1.72, 1.77
2023-05-21, -0.6331, 1.388, Rheinland-Pfalz, 7, -0.1111, 1.63, 1.68, 1.72, 1.77
2023-05-20, -0.6331, 1.388, Rheinland-Pfalz, 7, -0.1111, 1.63, 1.68, 1.72, 1.77
2023-05-19, -1.0471, 1.1445, Rheinland-Pfalz, 7, -0.1838, 1.39, 1.43, 1.46, 1.5
2023-05-18, -0.7306, 1.5585, Rheinland-Pfalz, 7, -0.1282, 1.83, 1.88, 1.91, 1.96
2023-05-17, -1.388, 1.2176, Rheinland-Pfalz, 7, -0.2436, 1.88, 1.92, 1.95, 2
2023-05-16, -1.8751, 1.2906, Rheinland-Pfalz, 7, -0.3291, 1.85, 1.89, 1.91, 1.96
2023-05-15, -0.5844, 2.0212, Rheinland-Pfalz, 7, -0.1026, 2.46, 2.5, 2.53, 2.59
2023-05-14, -0.5844, 2.0212, Rheinland-Pfalz, 7, -0.1026, 2.46, 2.5, 2.53, 2.59
2023-05-13, -0.5844, 2.0212, Rheinland-Pfalz, 7, -0.1026, 2.46, 2.5, 2.53, 2.59
