Meldedatum, difference, frozen, region, region_id, trend, value, Lower, Prediction, Upper
2023-01-04, 2.2655, 6.1491, Hamburg, 2, 0.6176, 6.15, , , 
2023-01-03, 2.2115, 5.7715, Hamburg, 2, 0.6029, 7.23, , , 
2023-01-02, -1.8879, 4.477, Hamburg, 2, -0.3933, 7.12, , , 
2023-01-01, -2.1576, 4.8545, Hamburg, 2, -0.4494, 7.61, 10.17, 10.46, 10.89
2022-12-31, -2.2655, 5.0703, Hamburg, 2, -0.4719, 7.77, 10.03, 10.4, 10.93
2022-12-30, -3.5061, 4.1533, Hamburg, 2, -0.7303, 9.01, 11.02, 11.37, 11.89
2022-12-29, -3.7758, 4.2073, Hamburg, 2, -0.7865, 8.04, 9.18, 9.39, 9.73
2022-12-28, -4.8006, 3.8836, Hamburg, 2, -1, 8.14, 8.91, 9.09, 9.27
2022-12-27, -3.3982, 3.56, Hamburg, 2, -0.7079, 9.76, 10.42, 10.59, 10.76
2022-12-26, 0.5394, 6.3648, Hamburg, 2, 0.1471, 12.46, 13.17, 13.36, 13.55
2022-12-25, 0.7012, 7.0121, Hamburg, 2, 0.1912, 12.68, 13.36, 13.53, 13.71
2022-12-24, 0.3776, 7.3357, Hamburg, 2, 0.1029, 13.38, 14.07, 14.24, 14.42
2022-12-23, 1.1327, 7.6594, Hamburg, 2, 0.3088, 12.73, 13.32, 13.45, 13.62
2022-12-22, 1.6721, 7.983, Hamburg, 2, 0.4559, 13.32, 13.87, 14, 14.15
2022-12-21, 1.8879, 8.6842, Hamburg, 2, 0.5147, 14.4, 14.92, 15.05, 15.2
2022-12-20, -0.917, 6.9582, Hamburg, 2, -0.191, 13.59, 14.01, 14.13, 14.27
2022-12-19, -2.7509, 5.8254, Hamburg, 2, -0.573, 13.22, 13.55, 13.65, 13.77
2022-12-18, -3.1824, 6.3109, Hamburg, 2, -0.6629, 13.05, 13.37, 13.47, 13.58
2022-12-17, -3.0745, 6.9582, Hamburg, 2, -0.6404, 13.27, 13.57, 13.67, 13.78
2022-12-16, -2.3194, 6.5267, Hamburg, 2, -0.4831, 13.43, 13.72, 13.81, 13.91
2022-12-15, -0.917, 6.3109, Hamburg, 2, -0.191, 13.32, 13.58, 13.66, 13.76
2022-12-14, -0.5394, 6.7964, Hamburg, 2, -0.1124, 13.22, 13.43, 13.5, 13.58
2022-12-13, 0.9709, 7.8751, Hamburg, 2, 0.2647, 14.35, 14.55, 14.62, 14.7
2022-12-12, 1.1867, 8.5764, Hamburg, 2, 0.3235, 14.62, 14.79, 14.85, 14.92
2022-12-11, 1.2945, 9.4933, Hamburg, 2, 0.3529, 15.21, 15.38, 15.44, 15.51
2022-12-10, 1.3485, 10.0327, Hamburg, 2, 0.3676, 14.62, 14.77, 14.82, 14.89
