Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 23, , 4.3
2022-06-15, -4.3, fallend, 28, -0.1387, 
2022-06-22, 3.4, fallend, 29, 0.0897, 3.4
2022-06-29, 3.5, fallend, 29, 0.0923, 6.9
2022-07-06, 6.9, fallend, 29, 0.1821, 13.8
2022-07-13, -3.5, fallend, 29, -0.1129, 10.3
2022-07-20, 3.5, fallend, 29, 0.0923, 13.8
2022-07-27, 37.9, fallend, 29, 1, 51.7
2022-08-03, 27.6, fallend, 29, 0.7282, 79.3
2022-08-10, -6.9, fallend, 29, -0.2226, 72.4
2022-08-17, -10.3, fallend, 29, -0.3323, 62.1
2022-08-24, -17.3, fallend, 29, -0.5581, 44.8
2022-08-31, -13.8, fallend, 29, -0.4452, 31
2022-09-07, -10.3, fallend, 29, -0.3323, 20.7
2022-09-14, -6.9, fallend, 29, -0.2226, 13.8
2022-09-21, -13.8, fallend, 29, -0.4452, 
2022-09-28, , fallend, 29, , 
2022-10-05, 6.9, fallend, 29, 0.1821, 6.9
2022-10-12, 13.8, fallend, 29, 0.3641, 20.7
2022-10-19, 20.7, fallend, 29, 0.5462, 41.4
2022-10-26, 13.8, fallend, 29, 0.3641, 55.2
2022-11-02, -13.8, fallend, 29, -0.4452, 41.4
2022-11-09, -10.4, fallend, 29, -0.3355, 31
2022-11-16, 6.9, fallend, 29, 0.1821, 37.9
2022-11-23, -31, fallend, 29, -1, 6.9
2022-11-30, -3.5, fallend, 29, -0.1129, 3.4
2022-12-07, -3.4, fallend, 28, -0.1097, 
2022-12-14, , fallend, 24, , 
2022-12-21, , fallend, 13, , 
