Altersgruppe, Meldedatum, difference, trend, value
35-59, 2022-10-14, 1.1301, 0.4068, 4.97
35-59, 2022-10-13, 1.623, 0.5843, 5.66
35-59, 2022-10-12, 2.2779, 0.82, 6.32
35-59, 2022-10-11, 2.7778, 1, 7.09
35-59, 2022-10-10, 0.602, 0.2167, 5.78
35-59, 2022-10-09, 0.6337, 0.2281, 5.79
35-59, 2022-10-08, 0.6548, 0.2357, 5.78
35-59, 2022-10-07, 0.5351, 0.1926, 5.58
35-59, 2022-10-06, 0.3063, 0.1103, 5.27
35-59, 2022-10-05, -0.1303, -0.0864, 4.67
35-59, 2022-10-04, -0.0352, -0.0234, 4
35-59, 2022-10-03, 1.4012, 0.5044, 4.94
35-59, 2022-10-02, 1.4435, 0.5196, 4.9
35-59, 2022-10-01, 1.4857, 0.5349, 4.87
35-59, 2022-09-30, 1.3766, 0.4956, 4.68
35-59, 2022-09-29, 1.0456, 0.3764, 4.35
35-59, 2022-09-28, 1.0139, 0.365, 4.08
35-59, 2022-09-27, 0.6689, 0.2408, 3.61
35-59, 2022-09-26, 0.3415, 0.1229, 3.11
35-59, 2022-09-25, 0.3485, 0.1255, 3.07
35-59, 2022-09-24, 0.3873, 0.1394, 3.03
35-59, 2022-09-23, 0.338, 0.1217, 2.92
35-59, 2022-09-22, 0.2993, 0.1077, 2.87
35-59, 2022-09-21, 0.2359, 0.0849, 2.68
35-59, 2022-09-20, -0.0176, -0.0117, 2.55
35-59, 2022-09-19, 0.2112, 0.076, 2.48
35-59, 2022-09-18, 0.2183, 0.0786, 2.49
35-59, 2022-09-17, 0.1796, 0.0646, 2.44
35-59, 2022-09-16, 0.0387, 0.0139, 2.34
35-59, 2022-09-15, -0.0317, -0.021, 2.28
35-59, 2022-09-14, -0.1338, -0.0888, 2.25
35-59, 2022-09-13, 0.1056, 0.038, 2.2
35-59, 2022-09-12, -0.1408, -0.0935, 2.17
35-59, 2022-09-11, -0.1373, -0.0911, 2.14
35-59, 2022-09-10, -0.1725, -0.1145, 2.19
35-59, 2022-09-09, -0.1303, -0.0864, 2.23
35-59, 2022-09-08, -0.0704, -0.0467, 2.2
35-59, 2022-09-07, -0.1584, -0.1051, 2.28
35-59, 2022-09-06, -0.2605, -0.1729, 2.34
35-59, 2022-09-05, -0.3908, -0.2593, 2.31
35-59, 2022-09-04, -0.4225, -0.2804, 2.31
35-59, 2022-09-03, -0.4225, -0.2804, 2.35
35-59, 2022-09-02, -0.514, -0.3411, 2.4
35-59, 2022-09-01, -0.595, -0.3949, 2.43
35-59, 2022-08-31, -0.4859, -0.3224, 2.53
35-59, 2022-08-30, -0.4436, -0.2944, 2.64
35-59, 2022-08-29, -0.1936, -0.1285, 2.8
35-59, 2022-08-28, -0.1725, -0.1145, 2.82
35-59, 2022-08-27, -0.162, -0.1075, 2.8
35-59, 2022-08-26, 0.0282, 0.0101, 2.91
35-59, 2022-08-25, 0.0387, 0.0139, 3.11
35-59, 2022-08-24, 0.1549, 0.0558, 3.19
35-59, 2022-08-23, 0.2781, 0.1001, 3.3
35-59, 2022-08-22, 0.1021, 0.0368, 3.28
35-59, 2022-08-21, 0.081, 0.0292, 3.27
35-59, 2022-08-20, 0.0739, 0.0266, 3.28
35-59, 2022-08-19, -0.088, -0.0584, 3.26
35-59, 2022-08-18, -0.1091, -0.0724, 3.28
35-59, 2022-08-17, -0.2535, -0.1682, 3.19
35-59, 2022-08-16, -0.4929, -0.3271, 3.16
35-59, 2022-08-15, -0.6302, -0.4182, 3.26
35-59, 2022-08-14, -0.6443, -0.4276, 3.28
35-59, 2022-08-13, -0.6654, -0.4416, 3.29
35-59, 2022-08-12, -0.5246, -0.3481, 3.42
35-59, 2022-08-11, -0.5211, -0.3458, 3.45
35-59, 2022-08-10, -0.602, -0.3995, 3.61
35-59, 2022-08-09, -0.338, -0.2243, 3.9
35-59, 2022-08-08, -0.2218, -0.1472, 4.19
35-59, 2022-08-07, -0.2676, -0.1776, 4.19
35-59, 2022-08-06, -0.2746, -0.1822, 4.2
35-59, 2022-08-05, -0.4119, -0.2734, 4.21
35-59, 2022-08-04, -0.4577, -0.3037, 4.42
35-59, 2022-08-03, -0.3415, -0.2266, 4.61
35-59, 2022-08-02, -0.4154, -0.2757, 4.59
35-59, 2022-08-01, -0.4401, -0.2921, 4.71
35-59, 2022-07-31, -0.3978, -0.264, 4.76
35-59, 2022-07-30, -0.3978, -0.264, 4.77
35-59, 2022-07-29, -0.3028, -0.2009, 4.96
35-59, 2022-07-28, -0.0352, -0.0234, 5.19
35-59, 2022-07-27, -0.0176, -0.0117, 5.28
35-59, 2022-07-26, 0.0035, 0.0013, 5.45
35-59, 2022-07-25, 0.0775, 0.0279, 5.56
35-59, 2022-07-24, 0.0211, 0.0076, 5.55
35-59, 2022-07-23, 0.007, 0.0025, 5.57
35-59, 2022-07-22, 0.3028, 0.109, 5.64
35-59, 2022-07-21, 0.162, 0.0583, 5.44
35-59, 2022-07-20, 0.3028, 0.109, 5.52
35-59, 2022-07-19, 0.1796, 0.0646, 5.4
35-59, 2022-07-18, 0.0352, 0.0127, 5.24
35-59, 2022-07-17, 0.1232, 0.0444, 5.3
35-59, 2022-07-16, 0.1373, 0.0494, 5.32
35-59, 2022-07-15, -0.1162, -0.0771, 5.18
35-59, 2022-07-14, -0.3169, -0.2103, 5.17
35-59, 2022-07-13, -0.3838, -0.2547, 5.05
35-59, 2022-07-12, -0.257, -0.1706, 5.03
35-59, 2022-07-11, 0.419, 0.1508, 5.13
35-59, 2022-07-10, 0.419, 0.1508, 5.1
35-59, 2022-07-09, 0.4753, 0.1711, 5.08
35-59, 2022-07-08, 0.5492, 0.1977, 5.07
35-59, 2022-07-07, 0.8485, 0.3054, 4.99
35-59, 2022-07-06, 0.9013, 0.3245, 4.9
35-59, 2022-07-05, 0.7464, 0.2687, 4.76
35-59, 2022-07-04, 0.1373, 0.0494, 4.58
35-59, 2022-07-03, 0.1338, 0.0482, 4.57
35-59, 2022-07-02, 0.0739, 0.0266, 4.51
35-59, 2022-07-01, -0.0669, -0.0444, 4.42
35-59, 2022-06-30, 0.2746, 0.0989, 4.35
35-59, 2022-06-29, 0.3978, 0.1432, 4.17
35-59, 2022-06-28, 0.7429, 0.2674, 4.24
35-59, 2022-06-27, 1.0386, 0.3739, 4.27
35-59, 2022-06-26, 1.0738, 0.3866, 4.22
35-59, 2022-06-25, 1.1196, 0.403, 4.26
35-59, 2022-06-24, 1.2569, 0.4525, 4.25
35-59, 2022-06-23, 0.4436, 0.1597, 3.77
35-59, 2022-06-22, 0.1796, 0.0646, 3.63
35-59, 2022-06-21, -0.1127, -0.0748, 3.36
35-59, 2022-06-20, 0.1549, 0.0558, 3.02
35-59, 2022-06-19, 0.1936, 0.0697, 3.02
35-59, 2022-06-18, 0.2148, 0.0773, 2.96
35-59, 2022-06-17, 0.2112, 0.076, 2.72
35-59, 2022-06-16, 0.7253, 0.2611, 3.04
35-59, 2022-06-15, 0.94, 0.3384, 3.13
35-59, 2022-06-14, 1.0456, 0.3764, 3.16
35-59, 2022-06-13, 0.2394, 0.0862, 2.5
35-59, 2022-06-12, 0.2077, 0.0748, 2.44
35-59, 2022-06-11, 0.2183, 0.0786, 2.43
35-59, 2022-06-10, -0.0035, -0.0023, 2.36
35-59, 2022-06-09, 0.0845, 0.0304, 2.14
35-59, 2022-06-08, 0.0141, 0.0051, 1.83
35-59, 2022-06-07, -0.1162, -0.0771, 1.53
35-59, 2022-06-06, 0.3591, 0.1293, 1.9
35-59, 2022-06-05, 0.3415, 0.1229, 1.91
35-59, 2022-06-04, 0.338, 0.1217, 1.89
35-59, 2022-06-03, 0.4295, 0.1546, 1.91
35-59, 2022-06-02, -0.1443, -0.0958, 1.73
35-59, 2022-06-01, -0.3169, -0.2103, 1.64
35-59, 2022-05-31, -0.3661, -0.243, 1.67
35-59, 2022-05-30, -0.5633, -0.3738, 1.56
35-59, 2022-05-29, -0.5633, -0.3738, 1.57
35-59, 2022-05-28, -0.5703, -0.3785, 1.59
35-59, 2022-05-27, -0.6654, -0.4416, 1.53
35-59, 2022-05-26, -0.4014, -0.2664, 1.74
35-59, 2022-05-25, -0.4119, -0.2734, 1.86
35-59, 2022-05-24, -0.3802, -0.2523, 1.92
35-59, 2022-05-23, -0.3978, -0.264, 2.2
35-59, 2022-05-22, -0.4154, -0.2757, 2.2
35-59, 2022-05-21, -0.4225, -0.2804, 2.24
35-59, 2022-05-20, -0.4506, -0.2991, 2.38
35-59, 2022-05-19, -0.4612, -0.3061, 2.46
35-59, 2022-05-18, -0.4119, -0.2734, 2.58
35-59, 2022-05-17, -0.2922, -0.1939, 2.72
35-59, 2022-05-16, 0.0739, 0.0266, 2.84
35-59, 2022-05-15, 0.0845, 0.0304, 2.86
35-59, 2022-05-14, 0.0528, 0.019, 2.89
35-59, 2022-05-13, 0.0986, 0.0355, 3.04
35-59, 2022-05-12, 0.2112, 0.076, 3.2
35-59, 2022-05-11, 0.162, 0.0583, 3.25
35-59, 2022-05-10, 0.007, 0.0025, 3.35
35-59, 2022-05-09, -0.3873, -0.257, 3.2
