Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 28, , 71.4
2022-06-15, -3.8, trend, 34, -0.1392, 67.6
2022-06-22, -8.8, trend, 34, -0.3223, 58.8
2022-06-29, -17.6, trend, 34, -0.6447, 41.2
2022-07-06, -5.9, trend, 34, -0.2161, 35.3
2022-07-13, -2.9, trend, 34, -0.1062, 32.4
2022-07-20, -9.5, trend, 35, -0.348, 22.9
2022-07-27, -17.2, trend, 35, -0.63, 5.7
2022-08-03, -5.7, trend, 35, -0.2088, 
2022-08-10, 2.9, trend, 35, 0.0921, 2.9
2022-08-17, 2.8, trend, 35, 0.0889, 5.7
2022-08-24, 5.7, trend, 35, 0.181, 11.4
2022-08-31, 2.9, trend, 35, 0.0921, 14.3
2022-09-07, 8.6, trend, 35, 0.273, 22.9
2022-09-14, 28.5, trend, 35, 0.9048, 51.4
2022-09-21, 31.5, trend, 35, 1, 82.9
2022-09-28, -11.5, trend, 35, -0.4212, 71.4
2022-10-05, -11.4, trend, 35, -0.4176, 60
2022-10-12, -24.6, trend, 48, -0.9011, 35.4
2022-10-19, -10.9, trend, 49, -0.3993, 24.5
2022-10-26, -16.5, trend, 50, -0.6044, 8
2022-11-02, 5.7, trend, 51, 0.181, 13.7
2022-11-09, , trend, 51, , 13.7
2022-11-16, -4.1, trend, 52, -0.1502, 9.6
2022-11-23, 13, trend, 53, 0.4127, 22.6
2022-11-30, 15.1, trend, 53, 0.4794, 37.7
2022-12-07, 19.7, trend, 54, 0.6254, 57.4
2022-12-14, 4.4, trend, 55, 0.1397, 61.8
2022-12-21, -27.3, trend, 55, -1, 34.5
2022-12-28, -22, trend, 56, -0.8059, 12.5
2023-01-04, -7.1, trend, 56, -0.2601, 5.4
2023-01-11, , trend, 56, , 5.4
2023-01-18, 7.8, trend, 53, 0.2476, 13.2
2023-01-25, 20.1, trend, 48, 0.6381, 33.3
2023-02-01, 29.5, trend, 43, 0.9365, 62.8
