Altersgruppe, Meldedatum, difference, trend, value
>=80, 2022-11-18, -2.8961, -0.103, 34.97
>=80, 2022-11-17, -6.9867, -0.2484, 38.61
>=80, 2022-11-16, -9.4246, -0.3351, 42.02
>=80, 2022-11-15, -8.6883, -0.3089, 44.21
>=80, 2022-11-14, -4.6632, -0.1658, 47.14
>=80, 2022-11-13, -5.4159, -0.1926, 47.25
>=80, 2022-11-12, -5.6777, -0.2019, 47.86
>=80, 2022-11-11, -4.4832, -0.1594, 49.43
>=80, 2022-11-10, 0.6054, 0.0134, 53.1
>=80, 2022-11-09, 9.7028, 0.2142, 58.1
>=80, 2022-11-08, 1.2926, 0.0285, 59.2
>=80, 2022-11-07, -13.2861, -0.4724, 57.38
>=80, 2022-11-06, -14.0224, -0.4985, 58.36
>=80, 2022-11-05, -14.6605, -0.5212, 58.64
>=80, 2022-11-04, -17.9657, -0.6387, 60.39
>=80, 2022-11-03, -21.6472, -0.7696, 62.08
>=80, 2022-11-02, -28.1266, -1, 61.42
>=80, 2022-11-01, -24.3633, -0.8662, 67.18
>=80, 2022-10-31, -17.9493, -0.6382, 79.78
>=80, 2022-10-30, -17.9493, -0.6382, 80.89
>=80, 2022-10-29, -18.9474, -0.6736, 81.83
>=80, 2022-10-28, -18.2275, -0.6481, 86.43
>=80, 2022-10-27, -16.5094, -0.587, 90.79
>=80, 2022-10-26, -13.057, -0.4642, 96.29
>=80, 2022-10-25, -5.285, -0.1879, 105.52
>=80, 2022-10-24, -1.538, -0.0547, 114.73
>=80, 2022-10-23, -1.8817, -0.0669, 114.93
>=80, 2022-10-22, -1.6362, -0.0582, 116.35
>=80, 2022-10-21, 1.4562, 0.0321, 120.34
>=80, 2022-10-20, 4.7778, 0.1055, 124.17
>=80, 2022-10-19, 5.6286, 0.1242, 127.89
>=80, 2022-10-18, -2.667, -0.0948, 126.41
>=80, 2022-10-17, 14.9387, 0.3297, 125.02
>=80, 2022-10-16, 15.6913, 0.3463, 125.51
>=80, 2022-10-15, 16.5258, 0.3648, 125.19
>=80, 2022-10-14, 20.1582, 0.4449, 123.24
>=80, 2022-10-13, 26.6867, 0.589, 123.03
>=80, 2022-10-12, 34.7042, 0.766, 124.32
>=80, 2022-10-11, 45.3069, 1, 132.96
>=80, 2022-10-10, 14.9714, 0.3304, 105.73
>=80, 2022-10-09, 15.675, 0.346, 104.67
>=80, 2022-10-08, 16.0349, 0.3539, 103.64
>=80, 2022-10-07, 13.8424, 0.3055, 99.3
