Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 16, , 81.2
2022-06-15, -7.5, trend, 19, -0.1899, 73.7
2022-06-22, -13.7, trend, 20, -0.3468, 60
2022-06-29, -25, trend, 20, -0.6329, 35
2022-07-06, -5, trend, 20, -0.1266, 30
2022-07-13, 5, trend, 20, 0.1667, 35
2022-07-20, -10, trend, 20, -0.2532, 25
2022-07-27, -25, trend, 20, -0.6329, 
2022-08-03, , trend, 20, , 
2022-08-10, , trend, 20, , 
2022-08-17, 10, trend, 20, 0.3333, 10
2022-08-24, , trend, 20, , 10
2022-08-31, 10, trend, 20, 0.3333, 20
2022-09-07, 15, trend, 20, 0.5, 35
2022-09-14, 10, trend, 20, 0.3333, 45
2022-09-21, 30, trend, 20, 1, 75
2022-09-28, -5, trend, 20, -0.1266, 70
2022-10-05, -20, trend, 20, -0.5063, 50
2022-10-12, -39.5, trend, 19, -1, 10.5
2022-10-19, -10.5, trend, 19, -0.2658, 
2022-10-26, , trend, 19, , 
2022-11-02, 16.7, trend, 18, 0.5567, 16.7
2022-11-09, 3.3, trend, 10, 0.11, 20
