Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-06, , , 1400
15-34, 2020-03-07, , , 678.5714
15-34, 2020-03-08, , , 750
15-34, 2020-03-09, , , 433.3333
15-34, 2020-03-10, , , 278.5714
15-34, 2020-03-11, , , 365.4545
15-34, 2020-03-12, , , 471.831
15-34, 2020-03-13, -951.1111, -7.4982, 448.8889
15-34, 2020-03-14, -196.0026, -1.5452, 482.5688
15-34, 2020-03-15, -181.9328, -1.4343, 568.0672
15-34, 2020-03-16, 311.9792, 2.707, 745.3125
15-34, 2020-03-17, 513.2525, 4.4534, 791.8239
15-34, 2020-03-18, 143.9205, 1.2488, 509.375
15-34, 2020-03-19, -47.2004, -0.3721, 424.6305
15-34, 2020-03-20, 2.5281, 0.0219, 451.417
15-34, 2020-03-21, -91.0727, -0.718, 391.4961
15-34, 2020-03-22, -245.6773, -1.9368, 322.3899
15-34, 2020-03-23, -455.2016, -3.5886, 290.1109
15-34, 2020-03-24, -538.5094, -4.2454, 253.3145
15-34, 2020-03-25, -270.0801, -2.1292, 239.2949
15-34, 2020-03-26, -257.7761, -2.0322, 166.8545
15-34, 2020-03-27, -328.6196, -2.5907, 122.7974
15-34, 2020-03-28, -282.4285, -2.2266, 109.0676
15-34, 2020-03-29, -226.1124, -1.7826, 96.2775
15-34, 2020-03-30, -220.4592, -1.738, 69.6517
15-34, 2020-03-31, -207.0271, -1.6321, 46.2874
15-34, 2020-04-01, -200.9801, -1.5844, 38.3148
15-34, 2020-04-02, -137.6849, -1.0855, 29.1696
15-34, 2020-04-03, -101.5912, -0.8009, 21.2061
15-34, 2020-04-04, -98.876, -0.7795, 10.1916
15-34, 2020-04-05, -84.7467, -0.6681, 11.5309
15-34, 2020-04-06, -66.4399, -0.5238, 3.2118
15-34, 2020-04-07, -47.3926, -0.3736, -1.1052
15-34, 2020-04-08, -45.4176, -0.3581, -7.1029
15-34, 2020-04-09, -40.7604, -0.3213, -11.5908
15-34, 2020-04-10, -36.4454, -0.2873, -15.2393
15-34, 2020-04-11, -29.6352, -0.2336, -19.4437
15-34, 2020-04-12, -36.6431, -0.2889, -25.1122
15-34, 2020-04-13, -28.4723, -0.2245, -25.2605
15-34, 2020-04-14, -28.0891, -0.2214, -29.1943
15-34, 2020-04-15, -26.5981, -0.2097, -33.7009
15-34, 2020-04-16, -25.784, -0.2033, -37.3748
15-34, 2020-04-17, -25.1296, -0.1981, -40.3689
15-34, 2020-04-18, -14.8105, -0.1168, -34.2541
15-34, 2020-04-19, -6.9859, -0.0551, -32.0981
15-34, 2020-04-20, -5.7859, -0.0456, -31.0463
15-34, 2020-04-21, 4.8957, 0.0425, -24.2985
15-34, 2020-04-22, 18.4426, 0.16, -15.2584
15-34, 2020-04-23, 28.6171, 0.2483, -8.7577
15-34, 2020-04-24, 31.7083, 0.2751, -8.6606
15-34, 2020-04-25, 16.6333, 0.1443, -17.6208
15-34, 2020-04-26, 14.2008, 0.1232, -17.8973
15-34, 2020-04-27, 10.2797, 0.0892, -20.7666
15-34, 2020-04-28, -0.103, -0.0008, -24.4015
15-34, 2020-04-29, -13.2158, -0.1042, -28.4742
15-34, 2020-04-30, -25.2407, -0.199, -33.9984
15-34, 2020-05-01, -20.9036, -0.1648, -29.5642
15-34, 2020-05-02, -16.0738, -0.1267, -33.6946
15-34, 2020-05-03, -19.4439, -0.1533, -37.3412
15-34, 2020-05-04, -13.7927, -0.1087, -34.5593
15-34, 2020-05-05, -12.8814, -0.1016, -37.2829
15-34, 2020-05-06, -10.0915, -0.0796, -38.5657
15-34, 2020-05-07, -0.3562, -0.0028, -34.3546
15-34, 2020-05-08, -6.4726, -0.051, -36.0368
15-34, 2020-05-09, 13.8869, 0.1205, -19.8077
15-34, 2020-05-10, 22.7286, 0.1972, -14.6126
15-34, 2020-05-11, 17.7998, 0.1544, -16.7595
15-34, 2020-05-12, 25.6108, 0.2222, -11.6721
15-34, 2020-05-13, 30.8825, 0.268, -7.6831
15-34, 2020-05-14, 25.9538, 0.2252, -8.4007
15-34, 2020-05-15, 23.7492, 0.2061, -12.2876
15-34, 2020-05-16, -6.3913, -0.0504, -26.199
15-34, 2020-05-17, -10.6615, -0.0841, -25.2741
15-34, 2020-05-18, -8.9096, -0.0702, -25.6691
15-34, 2020-05-19, -18.2603, -0.144, -29.9324
15-34, 2020-05-20, -14.7685, -0.1164, -22.4516
15-34, 2020-05-21, -12.7949, -0.1009, -21.1957
15-34, 2020-05-22, -5.2236, -0.0412, -17.5112
15-34, 2020-05-23, 14.5012, 0.1258, -11.6978
15-34, 2020-05-24, 13.7011, 0.1189, -11.5729
15-34, 2020-05-25, 13.3941, 0.1162, -12.275
15-34, 2020-05-26, 18.2657, 0.1585, -11.6667
15-34, 2020-05-27, -3.5051, -0.0276, -25.9567
15-34, 2020-05-28, -1.8216, -0.0144, -23.0172
15-34, 2020-05-29, 2.5157, 0.0218, -14.9955
15-34, 2020-05-30, -3.1136, -0.0245, -14.8114
15-34, 2020-05-31, -4.8326, -0.0381, -16.4055
15-34, 2020-06-01, 1.4541, 0.0126, -10.8209
15-34, 2020-06-02, 2.0341, 0.0176, -9.6326
15-34, 2020-06-03, 18.3163, 0.1589, -7.6404
15-34, 2020-06-04, 5.66, 0.0491, -17.3572
15-34, 2020-06-05, -5.6209, -0.0443, -20.6164
15-34, 2020-06-06, -0.8473, -0.0067, -15.6587
15-34, 2020-06-07, -2.3376, -0.0184, -18.7431
15-34, 2020-06-08, -11.6686, -0.092, -22.4895
15-34, 2020-06-09, -3.1147, -0.0246, -12.7473
15-34, 2020-06-10, 5.9373, 0.0515, -1.7032
15-34, 2020-06-11, 30.3654, 0.2635, 13.0081
15-34, 2020-06-12, 19.2777, 0.1673, -1.3387
15-34, 2020-06-13, 7.9763, 0.0692, -7.6825
15-34, 2020-06-14, 15.758, 0.1367, -2.9851
15-34, 2020-06-15, 21.4099, 0.1858, -1.0796
15-34, 2020-06-16, 7.2057, 0.0625, -5.5416
15-34, 2020-06-17, -10.5493, -0.0832, -12.2525
15-34, 2020-06-18, -25.3582, -0.1999, -12.3501
15-34, 2020-06-19, 23.4554, 0.2035, 22.1167
15-34, 2020-06-20, 42.2178, 0.3663, 34.5354
15-34, 2020-06-21, 60.3277, 0.5235, 57.3427
15-34, 2020-06-22, 72.5667, 0.6296, 71.487
15-34, 2020-06-23, 83.0082, 0.7202, 77.4667
15-34, 2020-06-24, 95.6093, 0.8296, 83.3568
15-34, 2020-06-25, 69.8057, 0.6057, 57.4555
15-34, 2020-06-26, -1.5611, -0.0123, 20.5556
15-34, 2020-06-27, -28.2467, -0.2227, 6.2887
15-34, 2020-06-28, -72.7204, -0.5733, -15.3778
15-34, 2020-06-29, -94.2396, -0.7429, -22.7526
15-34, 2020-06-30, -104.8145, -0.8263, -27.3479
15-34, 2020-07-01, -109.203, -0.8609, -25.8462
15-34, 2020-07-02, -74.5711, -0.5879, -17.1156
15-34, 2020-07-03, -33.2744, -0.2623, -12.7189
15-34, 2020-07-04, -19.2857, -0.152, -12.9971
15-34, 2020-07-05, 5.819, 0.0505, -9.5588
15-34, 2020-07-06, 13.8957, 0.1206, -8.8568
15-34, 2020-07-07, 16.0759, 0.1395, -11.272
15-34, 2020-07-08, 12.1532, 0.1055, -13.6929
15-34, 2020-07-09, 1.3923, 0.0121, -15.7233
15-34, 2020-07-10, -5.7605, -0.0454, -18.4794
15-34, 2020-07-11, -0.0464, -0.0004, -13.0435
15-34, 2020-07-12, -2.0556, -0.0162, -11.6144
15-34, 2020-07-13, -2.5556, -0.0201, -11.4124
15-34, 2020-07-14, 7.3093, 0.0634, -3.9627
15-34, 2020-07-15, 10.9285, 0.0948, -2.7644
15-34, 2020-07-16, 21.6934, 0.1882, 5.9701
15-34, 2020-07-17, 35.9665, 0.3121, 17.487
15-34, 2020-07-18, 34.3255, 0.2978, 21.2821
15-34, 2020-07-19, 29.8798, 0.2593, 18.2654
15-34, 2020-07-20, 31.5655, 0.2739, 20.1531
15-34, 2020-07-21, 27.5064, 0.2387, 23.5437
