Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 27, , 66.7
2022-06-15, , steigend, 33, , 66.7
2022-06-22, -6.1, steigend, 33, -0.2392, 60.6
2022-06-29, -9.1, steigend, 33, -0.3569, 51.5
2022-07-06, -9.1, steigend, 33, -0.3569, 42.4
2022-07-13, -12.1, steigend, 33, -0.4745, 30.3
2022-07-20, -12.1, steigend, 33, -0.4745, 18.2
2022-07-27, -15.2, steigend, 33, -0.5961, 3
2022-08-03, -3, steigend, 33, -0.1176, 
2022-08-10, , steigend, 33, , 
2022-08-17, 9.1, steigend, 33, 0.3138, 9.1
2022-08-24, 3, steigend, 33, 0.1034, 12.1
2022-08-31, 12.1, steigend, 33, 0.4172, 24.2
2022-09-07, 6.1, steigend, 33, 0.2103, 30.3
2022-09-14, 12.1, steigend, 33, 0.4172, 42.4
2022-09-21, 29, steigend, 35, 1, 71.4
2022-09-28, , steigend, 35, , 71.4
2022-10-05, -17.1, steigend, 35, -0.6706, 54.3
2022-10-12, -23.1, steigend, 48, -0.9059, 31.2
2022-10-19, -4.7, steigend, 49, -0.1843, 26.5
2022-10-26, -20.5, steigend, 50, -0.8039, 6
2022-11-02, -4, steigend, 51, -0.1569, 2
2022-11-09, 13.7, steigend, 51, 0.4724, 15.7
2022-11-16, -0.3, steigend, 52, -0.0118, 15.4
2022-11-23, 3.5, steigend, 53, 0.1207, 18.9
2022-11-30, 13.2, steigend, 53, 0.4552, 32.1
2022-12-07, 19.8, steigend, 54, 0.6828, 51.9
2022-12-14, 8.1, steigend, 55, 0.2793, 60
2022-12-21, -25.5, steigend, 55, -1, 34.5
2022-12-28, -16.6, steigend, 56, -0.651, 17.9
2023-01-04, -10.8, steigend, 56, -0.4235, 7.1
2023-01-11, -3.5, steigend, 56, -0.1373, 3.6
2023-01-18, 12.5, steigend, 56, 0.431, 16.1
2023-01-25, 23.2, steigend, 56, 0.8, 39.3
2023-02-01, 23.2, steigend, 56, 0.8, 62.5
2023-02-08, 1.8, steigend, 56, 0.0621, 64.3
2023-02-15, , steigend, 56, , 64.3
2023-02-22, -21.4, steigend, 56, -0.8392, 42.9
2023-03-01, -8.9, steigend, 53, -0.349, 34
2023-03-08, -0.7, steigend, 51, -0.0275, 33.3
2023-03-15, -6, steigend, 44, -0.2353, 27.3
2023-03-22, -19, steigend, 12, -0.7451, 8.3
