Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 19, , 26.3
2022-06-15, 2.9, gleichbleibend, 24, 0.145, 29.2
2022-06-22, -9.2, gleichbleibend, 25, -0.3286, 20
2022-06-29, 8, gleichbleibend, 25, 0.4, 28
2022-07-06, 20, gleichbleibend, 25, 1, 48
2022-07-13, , gleichbleibend, 25, , 48
2022-07-20, 12, gleichbleibend, 25, 0.6, 60
2022-07-27, -16, gleichbleibend, 25, -0.5714, 44
2022-08-03, -24, gleichbleibend, 25, -0.8571, 20
2022-08-10, -4, gleichbleibend, 25, -0.1429, 16
2022-08-17, 12, gleichbleibend, 25, 0.6, 28
2022-08-24, , gleichbleibend, 25, , 28
2022-08-31, 20, gleichbleibend, 25, 1, 48
2022-09-07, 12, gleichbleibend, 25, 0.6, 60
2022-09-14, -28, gleichbleibend, 25, -1, 32
2022-09-21, -12, gleichbleibend, 25, -0.4286, 20
2022-09-28, , gleichbleibend, 25, , 20
2022-10-05, 12, gleichbleibend, 25, 0.6, 32
2022-10-12, 2.2, gleichbleibend, 38, 0.11, 34.2
2022-10-19, 4.3, gleichbleibend, 39, 0.215, 38.5
2022-10-26, -1.9, gleichbleibend, 41, -0.0679, 36.6
2022-11-02, 2.4, gleichbleibend, 41, 0.12, 39
2022-11-09, , gleichbleibend, 41, , 39
2022-11-16, 14.7, gleichbleibend, 41, 0.735, 53.7
2022-11-23, 12.2, gleichbleibend, 41, 0.61, 65.9
2022-11-30, , gleichbleibend, 41, , 65.9
2022-12-07, -18.4, gleichbleibend, 40, -0.6571, 47.5
2022-12-14, -0.3, gleichbleibend, 36, -0.0107, 47.2
2022-12-21, 12.2, gleichbleibend, 32, 0.61, 59.4
2022-12-28, -13.6, gleichbleibend, 24, -0.4857, 45.8
2023-01-04, -0.3, gleichbleibend, 11, -0.0107, 45.5
