Altersgruppe, Week, difference, trend, value
>=80, 2021-W45, 268, 0.7657, 757
>=80, 2021-W46, 104, 0.2971, 861
>=80, 2021-W47, 261, 0.7457, 1122
>=80, 2021-W48, 200, 0.5714, 1322
>=80, 2021-W49, 265, 0.7571, 1587
>=80, 2021-W50, -141, -0.6558, 1446
>=80, 2021-W51, -240, -1.1163, 1206
>=80, 2021-W52, -261, -1.214, 945
>=80, 2022-W01, 90, 0.2571, 1035
>=80, 2022-W02, -139, -0.6465, 896
>=80, 2022-W03, -343, -1.5953, 553
>=80, 2022-W04, 26, 0.0743, 579
>=80, 2022-W05, -22, -0.1023, 557
>=80, 2022-W06, 201, 0.5743, 758
>=80, 2022-W07, 133, 0.38, 891
>=80, 2022-W08, 37, 0.1057, 928
>=80, 2022-W09, 21, 0.06, 949
>=80, 2022-W10, 59, 0.1686, 1008
>=80, 2022-W11, -106, -0.493, 902
>=80, 2022-W12, 156, 0.4457, 1058
>=80, 2022-W13, 12, 0.0343, 1070
>=80, 2022-W14, 33, 0.0943, 1103
>=80, 2022-W15, -260, -1.2093, 843
>=80, 2022-W16, -14, -0.0651, 829
>=80, 2022-W17, 60, 0.1714, 889
>=80, 2022-W18, -152, -0.707, 737
>=80, 2022-W19, -93, -0.4326, 644
>=80, 2022-W20, -82, -0.3814, 562
>=80, 2022-W21, -215, -1, 347
>=80, 2022-W22, -17, -0.0791, 330
>=80, 2022-W23, -68, -0.3163, 262
>=80, 2022-W24, -33, -0.1535, 229
>=80, 2022-W25, 122, 0.3486, 351
>=80, 2022-W26, 10, 0.0286, 361
>=80, 2022-W27, 8, 0.0229, 369
>=80, 2022-W28, 74, 0.2114, 443
>=80, 2022-W29, 8, 0.0229, 451
>=80, 2022-W30, 98, 0.28, 549
>=80, 2022-W31, 62, 0.1771, 611
>=80, 2022-W32, -18, -0.0837, 593
>=80, 2022-W33, 2, 0.0057, 595
>=80, 2022-W34, -178, -0.8279, 417
>=80, 2022-W35, 22, 0.0629, 439
>=80, 2022-W36, -79, -0.3674, 360
>=80, 2022-W37, 62, 0.1771, 422
>=80, 2022-W38, -66, -0.307, 356
>=80, 2022-W39, 66, 0.1886, 422
>=80, 2022-W40, -88, -0.4093, 334
>=80, 2022-W41, 296, 0.8457, 630
>=80, 2022-W42, 101, 0.2886, 731
>=80, 2022-W43, 27, 0.0771, 758
>=80, 2022-W44, -85, -0.3953, 673
>=80, 2022-W45, 59, 0.1686, 732
>=80, 2022-W46, -2, -0.0093, 730
>=80, 2022-W47, -110, -0.5116, 620
>=80, 2022-W48, -152, -0.707, 468
>=80, 2022-W49, 89, 0.2543, 557
>=80, 2022-W50, 79, 0.2257, 636
>=80, 2022-W51, -42, -0.1953, 594
>=80, 2022-W52, -109, -0.507, 485
>=80, 2023-W01, 350, 1, 835
>=80, 2023-W02, -88, -0.4093, 747
>=80, 2023-W03, -103, -0.4791, 644
>=80, 2023-W04, -152, -0.707, 492
>=80, 2023-W05, -71, -0.3302, 421
>=80, 2023-W06, 8, 0.0229, 429
>=80, 2023-W07, -58, -0.2698, 371
>=80, 2023-W08, -11, -0.0512, 360
>=80, 2023-W09, 37, 0.1057, 397
>=80, 2023-W10, 69, 0.1971, 466
>=80, 2023-W11, -62, -0.2884, 404
>=80, 2023-W12, 39, 0.1114, 443
>=80, 2023-W13, 18, 0.0514, 461
>=80, 2023-W14, -188, -0.8744, 273
>=80, 2023-W15, 122, 0.3486, 395
>=80, 2023-W16, -18, -0.0837, 377
>=80, 2023-W17, -31, -0.1442, 346
