Altersgruppe, Meldedatum, value
5-14, 2023-03-29, 0.31
5-14, 2023-03-28, 0.39
5-14, 2023-03-27, 0.5
5-14, 2023-03-26, 0.5
5-14, 2023-03-25, 0.55
5-14, 2023-03-24, 0.55
5-14, 2023-03-23, 0.62
5-14, 2023-03-22, 0.55
5-14, 2023-03-21, 0.6
5-14, 2023-03-20, 0.62
5-14, 2023-03-19, 0.64
5-14, 2023-03-18, 0.62
5-14, 2023-03-17, 0.69
5-14, 2023-03-16, 0.66
5-14, 2023-03-15, 0.67
5-14, 2023-03-14, 0.66
5-14, 2023-03-13, 0.77
5-14, 2023-03-12, 0.75
5-14, 2023-03-11, 0.77
5-14, 2023-03-10, 0.75
5-14, 2023-03-09, 0.84
5-14, 2023-03-08, 0.83
5-14, 2023-03-07, 0.89
5-14, 2023-03-06, 0.8
5-14, 2023-03-05, 0.83
5-14, 2023-03-04, 0.83
5-14, 2023-03-03, 0.77
5-14, 2023-03-02, 0.72
5-14, 2023-03-01, 0.77
5-14, 2023-02-28, 0.72
5-14, 2023-02-27, 0.69
5-14, 2023-02-26, 0.68
5-14, 2023-02-25, 0.67
5-14, 2023-02-24, 0.69
5-14, 2023-02-23, 0.64
5-14, 2023-02-22, 0.67
5-14, 2023-02-21, 0.66
5-14, 2023-02-20, 0.72
5-14, 2023-02-19, 0.72
5-14, 2023-02-18, 0.72
5-14, 2023-02-17, 0.8
5-14, 2023-02-16, 0.94
5-14, 2023-02-15, 0.93
5-14, 2023-02-14, 0.98
5-14, 2023-02-13, 0.98
5-14, 2023-02-12, 1
5-14, 2023-02-11, 0.97
5-14, 2023-02-10, 1
5-14, 2023-02-09, 0.92
5-14, 2023-02-08, 0.93
5-14, 2023-02-07, 0.84
5-14, 2023-02-06, 0.85
5-14, 2023-02-05, 0.89
5-14, 2023-02-04, 0.9
5-14, 2023-02-03, 0.9
5-14, 2023-02-02, 0.92
5-14, 2023-02-01, 0.9
5-14, 2023-01-31, 1.01
5-14, 2023-01-30, 1.02
5-14, 2023-01-29, 0.98
5-14, 2023-01-28, 1
5-14, 2023-01-27, 0.88
5-14, 2023-01-26, 0.81
5-14, 2023-01-25, 0.77
5-14, 2023-01-24, 0.68
5-14, 2023-01-23, 0.58
5-14, 2023-01-22, 0.6
5-14, 2023-01-21, 0.6
5-14, 2023-01-20, 0.66
5-14, 2023-01-19, 0.64
5-14, 2023-01-18, 0.6
5-14, 2023-01-17, 0.55
5-14, 2023-01-16, 0.58
5-14, 2023-01-15, 0.55
5-14, 2023-01-14, 0.56
5-14, 2023-01-13, 0.48
5-14, 2023-01-12, 0.5
5-14, 2023-01-11, 0.51
5-14, 2023-01-10, 0.54
5-14, 2023-01-09, 0.48
5-14, 2023-01-08, 0.48
5-14, 2023-01-07, 0.45
5-14, 2023-01-06, 0.51
5-14, 2023-01-05, 0.5
5-14, 2023-01-04, 0.6
5-14, 2023-01-03, 0.71
5-14, 2023-01-02, 0.58
5-14, 2023-01-01, 0.55
5-14, 2022-12-31, 0.54
5-14, 2022-12-30, 0.51
5-14, 2022-12-29, 0.54
5-14, 2022-12-28, 0.56
5-14, 2022-12-27, 0.55
5-14, 2022-12-26, 0.76
5-14, 2022-12-25, 0.77
5-14, 2022-12-24, 0.84
5-14, 2022-12-23, 0.8
5-14, 2022-12-22, 0.76
5-14, 2022-12-21, 0.72
5-14, 2022-12-20, 0.67
5-14, 2022-12-19, 0.62
5-14, 2022-12-18, 0.62
5-14, 2022-12-17, 0.59
5-14, 2022-12-16, 0.6
5-14, 2022-12-15, 0.68
5-14, 2022-12-14, 0.58
5-14, 2022-12-13, 0.56
5-14, 2022-12-12, 0.62
5-14, 2022-12-11, 0.6
5-14, 2022-12-10, 0.58
5-14, 2022-12-09, 0.6
5-14, 2022-12-08, 0.55
5-14, 2022-12-07, 0.64
5-14, 2022-12-06, 0.66
5-14, 2022-12-05, 0.68
5-14, 2022-12-04, 0.72
5-14, 2022-12-03, 0.73
5-14, 2022-12-02, 0.76
5-14, 2022-12-01, 0.77
5-14, 2022-11-30, 0.72
5-14, 2022-11-29, 0.8
5-14, 2022-11-28, 0.73
5-14, 2022-11-27, 0.73
5-14, 2022-11-26, 0.75
5-14, 2022-11-25, 0.8
5-14, 2022-11-24, 0.81
5-14, 2022-11-23, 0.8
5-14, 2022-11-22, 0.72
5-14, 2022-11-21, 0.63
5-14, 2022-11-20, 0.6
5-14, 2022-11-19, 0.56
5-14, 2022-11-18, 0.52
5-14, 2022-11-17, 0.56
5-14, 2022-11-16, 0.54
5-14, 2022-11-15, 0.47
5-14, 2022-11-14, 0.55
5-14, 2022-11-13, 0.55
5-14, 2022-11-12, 0.58
5-14, 2022-11-11, 0.63
5-14, 2022-11-10, 0.66
5-14, 2022-11-09, 0.76
5-14, 2022-11-08, 0.85
5-14, 2022-11-07, 0.85
5-14, 2022-11-06, 0.85
5-14, 2022-11-05, 0.89
5-14, 2022-11-04, 0.85
5-14, 2022-11-03, 0.79
5-14, 2022-11-02, 0.85
5-14, 2022-11-01, 0.86
5-14, 2022-10-31, 1.11
5-14, 2022-10-30, 1.18
5-14, 2022-10-29, 1.14
5-14, 2022-10-28, 1.14
5-14, 2022-10-27, 1.24
5-14, 2022-10-26, 1.22
5-14, 2022-10-25, 1.35
5-14, 2022-10-24, 1.34
5-14, 2022-10-23, 1.32
5-14, 2022-10-22, 1.31
5-14, 2022-10-21, 1.3
5-14, 2022-10-20, 1.28
5-14, 2022-10-19, 1.26
5-14, 2022-10-18, 1.17
5-14, 2022-10-17, 1.15
5-14, 2022-10-16, 1.13
5-14, 2022-10-15, 1.15
5-14, 2022-10-14, 1.19
5-14, 2022-10-13, 1.27
5-14, 2022-10-12, 1.26
5-14, 2022-10-11, 1.31
5-14, 2022-10-10, 0.97
5-14, 2022-10-09, 1.01
5-14, 2022-10-08, 1
5-14, 2022-10-07, 0.97
5-14, 2022-10-06, 0.84
5-14, 2022-10-05, 0.86
5-14, 2022-10-04, 0.85
5-14, 2022-10-03, 1.15
5-14, 2022-10-02, 1.1
5-14, 2022-10-01, 1.09
5-14, 2022-09-30, 1.13
5-14, 2022-09-29, 1.21
5-14, 2022-09-28, 1.17
5-14, 2022-09-27, 1
5-14, 2022-09-26, 0.92
5-14, 2022-09-25, 0.94
5-14, 2022-09-24, 0.94
5-14, 2022-09-23, 0.88
5-14, 2022-09-22, 0.86
5-14, 2022-09-21, 0.89
5-14, 2022-09-20, 0.92
5-14, 2022-09-19, 0.79
5-14, 2022-09-18, 0.77
5-14, 2022-09-17, 0.76
5-14, 2022-09-16, 0.77
5-14, 2022-09-15, 0.66
5-14, 2022-09-14, 0.63
5-14, 2022-09-13, 0.64
5-14, 2022-09-12, 0.79
5-14, 2022-09-11, 0.84
5-14, 2022-09-10, 0.85
5-14, 2022-09-09, 0.84
5-14, 2022-09-08, 0.8
5-14, 2022-09-07, 0.79
5-14, 2022-09-06, 0.83
5-14, 2022-09-05, 0.73
5-14, 2022-09-04, 0.67
5-14, 2022-09-03, 0.67
5-14, 2022-09-02, 0.71
5-14, 2022-09-01, 0.77
5-14, 2022-08-31, 0.73
5-14, 2022-08-30, 0.79
5-14, 2022-08-29, 0.88
5-14, 2022-08-28, 0.89
5-14, 2022-08-27, 0.94
5-14, 2022-08-26, 0.97
5-14, 2022-08-25, 1.06
5-14, 2022-08-24, 1.17
5-14, 2022-08-23, 1.09
5-14, 2022-08-22, 1.04
5-14, 2022-08-21, 1.04
5-14, 2022-08-20, 1
5-14, 2022-08-19, 0.98
5-14, 2022-08-18, 1
5-14, 2022-08-17, 1.04
5-14, 2022-08-16, 1.09
5-14, 2022-08-15, 1.07
5-14, 2022-08-14, 1.1
5-14, 2022-08-13, 1.15
5-14, 2022-08-12, 1.15
5-14, 2022-08-11, 1.11
5-14, 2022-08-10, 1.01
5-14, 2022-08-09, 1.07
5-14, 2022-08-08, 1.06
5-14, 2022-08-07, 1.02
5-14, 2022-08-06, 0.96
5-14, 2022-08-05, 0.98
5-14, 2022-08-04, 0.93
5-14, 2022-08-03, 1.09
5-14, 2022-08-02, 1.07
5-14, 2022-08-01, 1.27
5-14, 2022-07-31, 1.35
5-14, 2022-07-30, 1.4
5-14, 2022-07-29, 1.44
5-14, 2022-07-28, 1.68
5-14, 2022-07-27, 1.68
5-14, 2022-07-26, 1.82
