Altersgruppe, Week, difference, trend, value
5-14, 2022-21, -6, -0.3061, 41.5
5-14, 2022-22, -2.6, -0.1327, 38.9
5-14, 2022-23, 14, 0.7865, 52.9
5-14, 2022-24, 5.8, 0.3258, 58.7
5-14, 2022-25, 1, 0.0562, 59.7
5-14, 2022-26, 1.4, 0.0787, 61.1
5-14, 2022-27, 0.8, 0.0449, 61.9
5-14, 2022-28, 0.9, 0.0506, 62.8
5-14, 2022-29, -2.4, -0.1224, 60.4
5-14, 2022-30, -7.1, -0.3622, 53.3
5-14, 2022-31, -7, -0.3571, 46.3
5-14, 2022-32, 4.7, 0.264, 51
5-14, 2022-33, 3.2, 0.1798, 54.2
5-14, 2022-34, -4.4, -0.2245, 49.8
5-14, 2022-35, -5.7, -0.2908, 44.1
5-14, 2022-36, -2, -0.102, 42.1
5-14, 2022-37, 1, 0.0562, 43.1
5-14, 2022-38, , , 43.1
5-14, 2022-39, 3.4, 0.191, 46.5
5-14, 2022-40, 0.8, 0.0449, 47.3
5-14, 2022-41, -3.2, -0.1633, 44.1
5-14, 2022-42, 2.2, 0.1236, 46.3
5-14, 2022-43, -1, -0.051, 45.3
5-14, 2022-44, -2.9, -0.148, 42.4
5-14, 2022-45, -7.3, -0.3724, 35.1
5-14, 2022-46, -4.8, -0.2449, 30.3
5-14, 2022-47, -4.6, -0.2347, 25.7
