Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 17, , 5.9
2022-06-15, -5.9, fallend, 21, -0.3242, 
2022-06-22, 9.1, fallend, 22, 0.2862, 9.1
2022-06-29, -4.6, fallend, 22, -0.2527, 4.5
2022-07-06, 4.6, fallend, 22, 0.1447, 9.1
2022-07-13, 9.1, fallend, 22, 0.2862, 18.2
2022-07-20, -4.6, fallend, 22, -0.2527, 13.6
2022-07-27, 27.3, fallend, 22, 0.8585, 40.9
2022-08-03, 31.8, fallend, 22, 1, 72.7
2022-08-10, 4.6, fallend, 22, 0.1447, 77.3
2022-08-17, -4.6, fallend, 22, -0.2527, 72.7
2022-08-24, -18.2, fallend, 22, -1, 54.5
2022-08-31, -18.1, fallend, 22, -0.9945, 36.4
2022-09-07, -18.2, fallend, 22, -1, 18.2
2022-09-14, , fallend, 22, , 18.2
2022-09-21, -13.7, fallend, 22, -0.7527, 4.5
2022-09-28, -4.5, fallend, 22, -0.2473, 
2022-10-05, 9.1, fallend, 22, 0.2862, 9.1
2022-10-12, 0.4, fallend, 21, 0.0126, 9.5
2022-10-19, 25.5, fallend, 20, 0.8019, 35
2022-10-26, 20, fallend, 20, 0.6289, 55
2022-11-02, -10, fallend, 20, -0.5495, 45
2022-11-09, 5, fallend, 20, 0.1572, 50
2022-11-16, -2.9, fallend, 17, -0.1593, 47.1
2022-11-23, -16.3, fallend, 13, -0.8956, 30.8
