Altersgruppe, Meldedatum, difference, trend, value
15-34, 2020-03-03, , , 0.4
15-34, 2020-03-04, , , 0.5
15-34, 2020-03-05, , , 0.8
15-34, 2020-03-06, , , 1.1
15-34, 2020-03-07, , , 1.2
15-34, 2020-03-08, , , 1.3
15-34, 2020-03-09, , , 1.4
15-34, 2020-03-10, 0.6225, 0.0013, 1.8
15-34, 2020-03-11, 1.0694, 0.0022, 2.4
15-34, 2020-03-12, 1.7823, 0.0036, 3.2
15-34, 2020-03-13, 2.1494, 0.0044, 4
15-34, 2020-03-14, 2.7985, 0.0057, 5.6
15-34, 2020-03-15, 3.5965, 0.0074, 7.3
15-34, 2020-03-16, 5.0756, 0.0104, 8.5
15-34, 2020-03-17, 6.6983, 0.0137, 10.8
15-34, 2020-03-18, 6.9377, 0.0142, 14.3
15-34, 2020-03-19, 9.1722, 0.0188, 18.5
15-34, 2020-03-20, 11.8643, 0.0243, 23.2
15-34, 2020-03-21, 13.2263, 0.027, 27.3
15-34, 2020-03-22, 13.636, 0.0279, 30.3
15-34, 2020-03-23, 16.7005, 0.0341, 32.1
15-34, 2020-03-24, 19.1106, 0.0391, 34.5
15-34, 2020-03-25, 19.8608, 0.0406, 36.8
15-34, 2020-03-26, 18.9084, 0.0387, 39.1
15-34, 2020-03-27, 17.7965, 0.0364, 41.2
15-34, 2020-03-28, 18.1104, 0.037, 43
15-34, 2020-03-29, 17.2006, 0.0352, 44.4
15-34, 2020-03-30, 15.6418, 0.032, 45.4
15-34, 2020-03-31, 12.3378, 0.0252, 45.4
15-34, 2020-04-01, 10.7896, 0.0221, 46
15-34, 2020-04-02, 8.8211, 0.018, 46.2
15-34, 2020-04-03, 6.8473, 0.014, 46.2
15-34, 2020-04-04, 3.538, 0.0072, 45.9
15-34, 2020-04-05, 4.0434, 0.0083, 44.7
15-34, 2020-04-06, 1.2237, 0.0025, 43.7
15-34, 2020-04-07, -0.4309, -0.0008, 43.1
15-34, 2020-04-08, -2.7666, -0.0052, 42
15-34, 2020-04-09, -4.5276, -0.0085, 40.6
15-34, 2020-04-10, -5.9641, -0.0112, 38.9
15-34, 2020-04-11, -7.4378, -0.014, 35.6
15-34, 2020-04-12, -9.8213, -0.0185, 34.2
15-34, 2020-04-13, -9.933, -0.0187, 33.3
15-34, 2020-04-14, -11.2578, -0.0212, 30.7
15-34, 2020-04-15, -12.1942, -0.023, 27.5
15-34, 2020-04-16, -12.9071, -0.0243, 25.3
15-34, 2020-04-17, -13.3913, -0.0253, 23.8
15-34, 2020-04-18, -10.5555, -0.0199, 24.1
15-34, 2020-04-19, -9.401, -0.0177, 23.3
15-34, 2020-04-20, -9.1244, -0.0172, 22.8
15-34, 2020-04-21, -6.6344, -0.0125, 23.1
15-34, 2020-04-22, -3.6604, -0.0069, 23
15-34, 2020-04-23, -1.894, -0.0036, 22.6
15-34, 2020-04-24, -1.7131, -0.0032, 20.6
15-34, 2020-04-25, -3.5699, -0.0067, 19.2
15-34, 2020-04-26, -3.5593, -0.0067, 18
15-34, 2020-04-27, -4.2084, -0.0079, 17.3
15-34, 2020-04-28, -5.0437, -0.0095, 16.9
15-34, 2020-04-29, -5.7885, -0.0109, 16.1
15-34, 2020-04-30, -6.7089, -0.0127, 14.6
15-34, 2020-05-01, -5.3416, -0.0101, 13.9
15-34, 2020-05-02, -5.6236, -0.0106, 12.2
15-34, 2020-05-03, -6.0971, -0.0115, 11.4
15-34, 2020-05-04, -5.5491, -0.0105, 11.2
15-34, 2020-05-05, -5.8258, -0.011, 10.6
15-34, 2020-05-06, -5.6076, -0.0106, 10.1
15-34, 2020-05-07, -4.4744, -0.0084, 9.7
15-34, 2020-05-08, -4.5861, -0.0087, 9.4
15-34, 2020-05-09, -2.192, -0.0041, 9.6
15-34, 2020-05-10, -1.495, -0.0028, 9.7
15-34, 2020-05-11, -1.761, -0.0033, 9.5
15-34, 2020-05-12, -1.1439, -0.0022, 9.4
15-34, 2020-05-13, -0.6863, -0.0013, 9
15-34, 2020-05-14, -0.7182, -0.0014, 8.6
15-34, 2020-05-15, -1.0002, -0.0019, 7.8
15-34, 2020-05-16, -2.325, -0.0044, 7.5
15-34, 2020-05-17, -2.2079, -0.0042, 7.3
15-34, 2020-05-18, -2.2452, -0.0042, 7.4
15-34, 2020-05-19, -2.591, -0.0049, 7.2
15-34, 2020-05-20, -1.8515, -0.0035, 7.1
15-34, 2020-05-21, -1.6599, -0.0031, 7.1
15-34, 2020-05-22, -1.2503, -0.0024, 6.8
15-34, 2020-05-23, -0.7661, -0.0014, 6.5
15-34, 2020-05-24, -0.7555, -0.0014, 6.2
15-34, 2020-05-25, -0.798, -0.0015, 6
15-34, 2020-05-26, -0.7076, -0.0013, 5.6
15-34, 2020-05-27, -1.6599, -0.0031, 5.5
15-34, 2020-05-28, -1.4205, -0.0027, 5.3
15-34, 2020-05-29, -0.8832, -0.0017, 5.5
15-34, 2020-05-30, -0.8566, -0.0016, 5.3
15-34, 2020-05-31, -0.947, -0.0018, 5.5
15-34, 2020-06-01, -0.6172, -0.0012, 5.5
15-34, 2020-06-02, -0.5161, -0.001, 5.1
15-34, 2020-06-03, -0.3618, -0.0007, 4.7
15-34, 2020-06-04, -0.8247, -0.0016, 4.5
15-34, 2020-06-05, -1.0321, -0.0019, 4.6
15-34, 2020-06-06, -0.7714, -0.0015, 4.7
15-34, 2020-06-07, -0.9045, -0.0017, 4.4
15-34, 2020-06-08, -1.1439, -0.0022, 4.3
15-34, 2020-06-09, -0.6172, -0.0012, 4.6
15-34, 2020-06-10, -0.0745, -0.0001, 4.9
15-34, 2020-06-11, 0.5108, 0.001, 4.9
15-34, 2020-06-12, -0.0532, -0.0001, 4.4
15-34, 2020-06-13, -0.3192, -0.0006, 4.2
15-34, 2020-06-14, -0.117, -0.0002, 4.3
15-34, 2020-06-15, -0.0426, -0.0001, 4.4
15-34, 2020-06-16, -0.2341, -0.0004, 4.3
15-34, 2020-06-17, -0.5267, -0.001, 4.4
15-34, 2020-06-18, -0.548, -0.001, 4.9
15-34, 2020-06-19, 0.8672, 0.0018, 5.9
15-34, 2020-06-20, 1.3248, 0.0027, 7.1
15-34, 2020-06-21, 2.1813, 0.0045, 7.7
15-34, 2020-06-22, 2.7879, 0.0057, 7.7
15-34, 2020-06-23, 3.0911, 0.0063, 8
15-34, 2020-06-24, 3.1443, 0.0064, 7.9
15-34, 2020-06-25, 2.2345, 0.0046, 7.4
15-34, 2020-06-26, 0.9843, 0.002, 7
15-34, 2020-06-27, 0.3245, 0.0007, 6.2
15-34, 2020-06-28, -0.9204, -0.0017, 5.7
15-34, 2020-06-29, -1.5216, -0.0029, 5.7
15-34, 2020-06-30, -1.9366, -0.0037, 5.7
15-34, 2020-07-01, -1.7876, -0.0034, 5.7
15-34, 2020-07-02, -1.0481, -0.002, 5.7
15-34, 2020-07-03, -0.7342, -0.0014, 5.7
15-34, 2020-07-04, -0.7129, -0.0013, 5.4
15-34, 2020-07-05, -0.4841, -0.0009, 5.3
15-34, 2020-07-06, -0.4575, -0.0009, 5.2
15-34, 2020-07-07, -0.5799, -0.0011, 4.9
15-34, 2020-07-08, -0.7023, -0.0013, 4.7
15-34, 2020-07-09, -0.798, -0.0015, 4.6
15-34, 2020-07-10, -0.9311, -0.0018, 4.5
15-34, 2020-07-11, -0.6225, -0.0012, 4.6
15-34, 2020-07-12, -0.532, -0.001, 4.6
15-34, 2020-07-13, -0.5374, -0.001, 4.6
15-34, 2020-07-14, -0.1809, -0.0003, 4.7
