Altersgruppe, Meldedatum, difference, trend, value
35-59, 2020-03-03, , , 0.3
35-59, 2020-03-04, , , 0.4
35-59, 2020-03-05, , , 0.6
35-59, 2020-03-06, , , 0.9
35-59, 2020-03-07, , , 1.3
35-59, 2020-03-08, , , 1.5
35-59, 2020-03-09, , , 1.6
35-59, 2020-03-10, 0.7253, 0.0019, 2.2
35-59, 2020-03-11, 1.3766, 0.0036, 3.2
35-59, 2020-03-12, 2.5137, 0.0066, 4.3
35-59, 2020-03-13, 3.4643, 0.0091, 6.1
35-59, 2020-03-14, 4.7775, 0.0126, 8.6
35-59, 2020-03-15, 5.9534, 0.0157, 10.9
35-59, 2020-03-16, 7.9884, 0.0211, 12.6
35-59, 2020-03-17, 10.6183, 0.028, 15.8
35-59, 2020-03-18, 11.002, 0.029, 20.4
35-59, 2020-03-19, 13.7869, 0.0364, 25.7
35-59, 2020-03-20, 16.1915, 0.0427, 30.9
35-59, 2020-03-21, 16.9942, 0.0448, 35
35-59, 2020-03-22, 16.6245, 0.0439, 38
35-59, 2020-03-23, 19.5748, 0.0516, 39.8
35-59, 2020-03-24, 21.0887, 0.0556, 42.1
35-59, 2020-03-25, 21.6133, 0.057, 44.4
35-59, 2020-03-26, 19.4657, 0.0514, 47.4
35-59, 2020-03-27, 18.2229, 0.0481, 49.3
35-59, 2020-03-28, 19.0151, 0.0502, 51.4
35-59, 2020-03-29, 18.7792, 0.0495, 52.7
35-59, 2020-03-30, 16.8745, 0.0445, 53.6
35-59, 2020-03-31, 13.3609, 0.0353, 53.5
35-59, 2020-04-01, 11.8857, 0.0314, 54.5
35-59, 2020-04-02, 9.4072, 0.0248, 53.7
35-59, 2020-04-03, 7.0061, 0.0185, 53.7
35-59, 2020-04-04, 3.3763, 0.0089, 53.1
35-59, 2020-04-05, 3.9044, 0.0103, 52.5
35-59, 2020-04-06, 1.1794, 0.0031, 51.4
35-59, 2020-04-07, -0.4823, -0.0011, 50.1
35-59, 2020-04-08, -3.672, -0.0081, 48.6
35-59, 2020-04-09, -4.7388, -0.0104, 47.2
35-59, 2020-04-10, -6.5132, -0.0143, 44.6
35-59, 2020-04-11, -9.1291, -0.0201, 40.5
35-59, 2020-04-12, -12.7096, -0.028, 38
35-59, 2020-04-13, -13.294, -0.0292, 36.8
