Meldedatum, difference, frozen, region, region_id, trend, value, Lower, Prediction, Upper
2020-03-03, , 0.0112, Nordrhein-Westfalen, 5, , 0.0502, , , 
2020-03-04, , 0.0112, Nordrhein-Westfalen, 5, , 0.0725, , , 
2020-03-05, , 0.0056, Nordrhein-Westfalen, 5, , 0.0893, , , 
2020-03-06, , 0.0167, Nordrhein-Westfalen, 5, , 0.1004, , , 
2020-03-07, , 0.0167, Nordrhein-Westfalen, 5, , 0.1562, , , 
2020-03-08, , 0.0223, Nordrhein-Westfalen, 5, , 0.1897, , , 
2020-03-09, , 0.0223, Nordrhein-Westfalen, 5, , 0.2343, , , 
2020-03-10, 0.0335, 0.0446, Nordrhein-Westfalen, 5, 0.0096, 0.3236, , , 
2020-03-11, 0.0669, 0.0781, Nordrhein-Westfalen, 5, 0.0193, 0.4128, , , 
2020-03-12, 0.1729, 0.1785, Nordrhein-Westfalen, 5, 0.0498, 0.5133, , , 
2020-03-13, 0.212, 0.2287, Nordrhein-Westfalen, 5, 0.061, 0.6695, , , 
2020-03-14, 0.2566, 0.2734, Nordrhein-Westfalen, 5, 0.0738, 0.8424, , , 
2020-03-15, 0.2622, 0.2845, Nordrhein-Westfalen, 5, 0.0754, 0.9205, , , 
2020-03-16, 0.2845, 0.3068, Nordrhein-Westfalen, 5, 0.0819, 1.0321, , , 
2020-03-17, 0.3347, 0.3794, Nordrhein-Westfalen, 5, 0.0963, 1.272, , , 
2020-03-18, 0.2511, 0.3292, Nordrhein-Westfalen, 5, 0.0722, 1.5342, , , 
2020-03-19, 0.1953, 0.3738, Nordrhein-Westfalen, 5, 0.0562, 1.8522, , , 
2020-03-20, 0.2622, 0.4909, Nordrhein-Westfalen, 5, 0.0754, 2.1925, , , 
2020-03-21, 0.1283, 0.4017, Nordrhein-Westfalen, 5, 0.0369, 2.4547, , , 
2020-03-22, 0.0893, 0.3738, Nordrhein-Westfalen, 5, 0.0257, 2.7839, , , 
2020-03-23, 0.781, 1.0879, Nordrhein-Westfalen, 5, 0.2247, 2.9066, , , 
2020-03-24, 0.8313, 1.2106, Nordrhein-Westfalen, 5, 0.2392, 3.1019, , , 
2020-03-25, 1.0042, 1.3334, Nordrhein-Westfalen, 5, 0.2889, 3.325, , , 
2020-03-26, 1.0433, 1.417, Nordrhein-Westfalen, 5, 0.3002, 3.7992, , , 
2020-03-27, 1.1995, 1.6904, Nordrhein-Westfalen, 5, 0.3451, 4.0391, , , 
2020-03-28, 1.6625, 2.0642, Nordrhein-Westfalen, 5, 0.4783, 4.4241, , , 
2020-03-29, 1.8299, 2.2037, Nordrhein-Westfalen, 5, 0.5265, 4.7254, , , 
2020-03-30, 1.4561, 2.544, Nordrhein-Westfalen, 5, 0.4189, 5.0601, , , 
2020-03-31, 1.7295, 2.9401, Nordrhein-Westfalen, 5, 0.4976, 5.2665, , , 
2020-04-01, 1.9526, 3.286, Nordrhein-Westfalen, 5, 0.5618, 5.7686, , , 
2020-04-02, 1.8857, 3.3027, Nordrhein-Westfalen, 5, 0.5425, 5.8635, , , 
2020-04-03, 1.841, 3.5315, Nordrhein-Westfalen, 5, 0.5297, 5.9639, , , 
2020-04-04, 1.417, 3.4813, Nordrhein-Westfalen, 5, 0.4077, 5.9973, , , 
2020-04-05, 1.2553, 3.4589, Nordrhein-Westfalen, 5, 0.3612, 5.7575, , , 
2020-04-06, 0.8145, 3.3585, Nordrhein-Westfalen, 5, 0.2343, 5.6347, , , 
2020-04-07, 0.3571, 3.2971, Nordrhein-Westfalen, 5, 0.1027, 5.8523, , , 
2020-04-08, -0.0558, 3.2302, Nordrhein-Westfalen, 5, -0.0172, 5.6291, , , 
2020-04-09, -0.0446, 3.2581, Nordrhein-Westfalen, 5, -0.0138, 5.6849, , , 
2020-04-10, -0.3403, 3.1911, Nordrhein-Westfalen, 5, -0.1052, 5.618, , , 
2020-04-11, -0.6137, 2.8676, Nordrhein-Westfalen, 5, -0.1897, 5.233, , , 
2020-04-12, -0.5356, 2.9234, Nordrhein-Westfalen, 5, -0.1655, 5.3558, , , 
2020-04-13, -0.2008, 3.1577, Nordrhein-Westfalen, 5, -0.0621, 5.3111, , , 
2020-04-14, -0.4909, 2.8062, Nordrhein-Westfalen, 5, -0.1517, 4.7254, , , 
