Meldedatum, difference, group, trend, value
2022-06-10, , steigend, , 44
2022-06-17, 0.898, steigend, 0.0161, 44.898
2022-06-24, 30.6122, steigend, 0.5478, 75.5102
2022-07-01, -28.5714, steigend, -1, 46.9388
2022-07-08, 8.1633, steigend, 0.1461, 55.102
2022-07-15, -6.9539, steigend, -0.2434, 48.1481
2022-07-22, -3.5053, steigend, -0.1227, 44.6429
2022-07-29, -25, steigend, -0.875, 19.6429
2022-08-05, -7.8782, steigend, -0.2757, 11.7647
2022-08-12, 14.7659, steigend, 0.2642, 26.5306
2022-08-19, -16.3265, steigend, -0.5714, 10.2041
2022-08-26, 24.4898, steigend, 0.4382, 34.6939
2022-09-02, 9.4238, steigend, 0.1686, 44.1176
