Week, difference, trend, value
2021-24, -73, -0.257, 552
2021-25, -181, -0.6373, 371
2021-26, -91, -0.3204, 280
2021-27, -72, -0.2535, 208
2021-28, -74, -0.2606, 134
2021-29, 31, 0.0589, 165
2021-30, -28, -0.0986, 137
2021-31, -17, -0.0599, 120
2021-32, -27, -0.0951, 93
2021-33, 23, 0.0437, 116
2021-34, 39, 0.0741, 155
2021-35, 83, 0.1578, 238
2021-36, 35, 0.0665, 273
2021-37, 119, 0.2262, 392
2021-38, -10, -0.0352, 382
2021-39, 12, 0.0228, 394
2021-40, 18, 0.0342, 412
2021-41, 6, 0.0114, 418
2021-42, 74, 0.1407, 492
2021-43, 134, 0.2548, 626
2021-44, 168, 0.3194, 794
2021-45, 352, 0.6692, 1146
2021-46, 238, 0.4525, 1384
2021-47, 419, 0.7966, 1803
2021-48, 354, 0.673, 2157
2021-49, 438, 0.8327, 2595
2021-50, 4, 0.0076, 2599
2021-51, -476, -1.6761, 2123
2021-52, -335, -1.1796, 1788
2022-01, 33, 0.0627, 1821
2022-02, -186, -0.6549, 1635
2022-03, -558, -1.9648, 1077
2022-04, -72, -0.2535, 1005
2022-05, -32, -0.1127, 973
2022-06, 247, 0.4696, 1220
2022-07, 132, 0.251, 1352
2022-08, 47, 0.0894, 1399
2022-09, 25, 0.0475, 1424
2022-10, 47, 0.0894, 1471
2022-11, -139, -0.4894, 1332
2022-12, 192, 0.365, 1524
2022-13, 63, 0.1198, 1587
2022-14, 76, 0.1445, 1663
2022-15, -427, -1.5035, 1236
2022-16, -3, -0.0106, 1233
2022-17, 52, 0.0989, 1285
2022-18, -204, -0.7183, 1081
2022-19, -118, -0.4155, 963
2022-20, -128, -0.4507, 835
2022-21, -284, -1, 551
2022-22, -27, -0.0951, 524
2022-23, -110, -0.3873, 414
2022-24, -35, -0.1232, 379
2022-25, 183, 0.3479, 562
2022-26, , , 562
2022-27, 7, 0.0133, 569
2022-28, 93, 0.1768, 662
2022-29, 12, 0.0228, 674
2022-30, 126, 0.2395, 800
2022-31, 88, 0.1673, 888
2022-32, -44, -0.1549, 844
2022-33, 19, 0.0361, 863
2022-34, -258, -0.9085, 605
2022-35, 50, 0.0951, 655
2022-36, -109, -0.3838, 546
2022-37, 97, 0.1844, 643
2022-38, -115, -0.4049, 528
2022-39, 80, 0.1521, 608
2022-40, -133, -0.4683, 475
2022-41, 423, 0.8042, 898
2022-42, 170, 0.3232, 1068
2022-43, 19, 0.0361, 1087
2022-44, -95, -0.3345, 992
2022-45, 71, 0.135, 1063
2022-46, -16, -0.0563, 1047
2022-47, -166, -0.5845, 881
2022-48, -183, -0.6444, 698
2022-49, 84, 0.1597, 782
2022-50, 148, 0.2814, 930
2022-51, -56, -0.1972, 874
2022-52, -174, -0.6127, 700
2023-01, 526, 1, 1226
2023-02, -138, -0.4859, 1088
2023-03, -155, -0.5458, 933
2023-04, -186, -0.6549, 747
2023-05, -65, -0.2289, 682
2023-06, -51, -0.1796, 631
2023-07, -86, -0.3028, 545
2023-08, -17, -0.0599, 528
2023-09, 62, 0.1179, 590
2023-10, 69, 0.1312, 659
2023-11, -53, -0.1866, 606
2023-12, 79, 0.1502, 685
2023-13, -50, -0.1761, 635
2023-14, -190, -0.669, 445
2023-15, 131, 0.249, 576
2023-16, -34, -0.1197, 542
