Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 25, , 28
2022-06-15, -1.3, gleichbleibend, 30, -0.0504, 26.7
2022-06-22, -4.1, gleichbleibend, 31, -0.1589, 22.6
2022-06-29, 16.1, gleichbleibend, 31, 0.624, 38.7
2022-07-06, 9.7, gleichbleibend, 31, 0.376, 48.4
2022-07-13, -9.7, gleichbleibend, 31, -0.376, 38.7
2022-07-20, 25.8, gleichbleibend, 31, 1, 64.5
2022-07-27, -25.8, gleichbleibend, 31, -1, 38.7
2022-08-03, -25.8, gleichbleibend, 31, -1, 12.9
2022-08-10, 6.5, gleichbleibend, 31, 0.2519, 19.4
2022-08-17, 3.2, gleichbleibend, 31, 0.124, 22.6
2022-08-24, 9.7, gleichbleibend, 31, 0.376, 32.3
2022-08-31, 19.3, gleichbleibend, 31, 0.7481, 51.6
2022-09-07, 9.7, gleichbleibend, 31, 0.376, 61.3
2022-09-14, -22.6, gleichbleibend, 31, -0.876, 38.7
2022-09-21, -16.1, gleichbleibend, 31, -0.624, 22.6
2022-09-28, , gleichbleibend, 31, , 22.6
2022-10-05, 6.4, gleichbleibend, 31, 0.2481, 29
2022-10-12, 18.7, gleichbleibend, 44, 0.7248, 47.7
2022-10-19, -7.7, gleichbleibend, 45, -0.2984, 40
2022-10-26, 7.8, gleichbleibend, 46, 0.3023, 47.8
2022-11-02, -5.2, gleichbleibend, 47, -0.2016, 42.6
2022-11-09, -8.6, gleichbleibend, 47, -0.3333, 34
2022-11-16, 5.6, gleichbleibend, 48, 0.2171, 39.6
2022-11-23, 11.4, gleichbleibend, 49, 0.4419, 51
2022-11-30, 8.2, gleichbleibend, 49, 0.3178, 59.2
2022-12-07, -19.2, gleichbleibend, 50, -0.7442, 40
2022-12-14, -4.7, gleichbleibend, 51, -0.1822, 35.3
2022-12-21, 19.6, gleichbleibend, 51, 0.7597, 54.9
2022-12-28, 0.9, gleichbleibend, 52, 0.0349, 55.8
2023-01-04, -21.2, gleichbleibend, 52, -0.8217, 34.6
2023-01-11, , gleichbleibend, 52, , 34.6
2023-01-18, 13.5, gleichbleibend, 52, 0.5233, 48.1
2023-01-25, , gleichbleibend, 52, , 48.1
2023-02-01, -11.6, gleichbleibend, 52, -0.4496, 36.5
2023-02-08, -5.7, gleichbleibend, 52, -0.2209, 30.8
2023-02-15, -5.3, gleichbleibend, 51, -0.2054, 25.5
2023-02-22, 10.5, gleichbleibend, 50, 0.407, 36
2023-03-01, -10.4, gleichbleibend, 43, -0.4031, 25.6
2023-03-08, -17.9, gleichbleibend, 13, -0.6938, 7.7
