Meldedatum, difference, group, trend, value
2022-06-09, , gleichbleibend, , 35.7
2022-06-16, -7.1, gleichbleibend, -0.2554, 28.6
2022-06-23, 0.8, gleichbleibend, 0.024, 29.4
2022-06-30, 26.8, gleichbleibend, 0.8048, 56.2
2022-07-07, 2.6, gleichbleibend, 0.0781, 58.8
2022-07-14, -8.8, gleichbleibend, -0.3165, 50
2022-07-21, 11.1, gleichbleibend, 0.3333, 61.1
2022-07-28, -11.1, gleichbleibend, -0.3993, 50
2022-08-04, -27.8, gleichbleibend, -1, 22.2
2022-08-11, 1.3, gleichbleibend, 0.039, 23.5
2022-08-18, 9.8, gleichbleibend, 0.2943, 33.3
2022-08-25, -5.5, gleichbleibend, -0.1978, 27.8
2022-09-01, 33.3, gleichbleibend, 1, 61.1
2022-09-08, -22.2, gleichbleibend, -0.7986, 38.9
2022-09-15, -16.7, gleichbleibend, -0.6007, 22.2
2022-09-22, 9.4, gleichbleibend, 0.2823, 31.6
2022-09-29, 7.3, gleichbleibend, 0.2192, 38.9
2022-10-06, 5.5, gleichbleibend, 0.1652, 44.4
2022-10-13, 8.5, gleichbleibend, 0.2553, 52.9
2022-10-20, 11.4, gleichbleibend, 0.3423, 64.3
2022-10-27, -14.3, gleichbleibend, -0.5144, 50
