Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 
2022-06-16, 7.1, fallend, 0.2554, 7.1
2022-06-23, 4.7, fallend, 0.1691, 11.8
2022-06-30, -5.6, fallend, -0.144, 6.2
2022-07-07, 5.6, fallend, 0.2014, 11.8
2022-07-14, 7, fallend, 0.2518, 18.8
2022-07-21, 3.4, fallend, 0.1223, 22.2
2022-07-28, 27.8, fallend, 1, 50
2022-08-04, 27.8, fallend, 1, 77.8
2022-08-11, -1.3, fallend, -0.0334, 76.5
2022-08-18, -15.4, fallend, -0.3959, 61.1
2022-08-25, , fallend, , 61.1
2022-09-01, -38.9, fallend, -1, 22.2
2022-09-08, -5.5, fallend, -0.1414, 16.7
2022-09-15, 16.6, fallend, 0.5971, 33.3
2022-09-22, -33.3, fallend, -0.856, 
2022-09-29, , fallend, , 
2022-10-06, 11.1, fallend, 0.3993, 11.1
2022-10-13, 0.7, fallend, 0.0252, 11.8
2022-10-20, 16.8, fallend, 0.6043, 28.6
2022-10-27, 13.1, fallend, 0.4712, 41.7
