Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 18, , 33.3
2022-06-15, -2.9, gleichbleibend, 23, -0.0841, 30.4
2022-06-22, -4.3, gleichbleibend, 23, -0.1246, 26.1
2022-06-29, 8.7, gleichbleibend, 23, 0.3425, 34.8
2022-07-06, , gleichbleibend, 23, , 34.8
2022-07-13, 21.7, gleichbleibend, 23, 0.8543, 56.5
2022-07-20, 1.8, gleichbleibend, 24, 0.0709, 58.3
2022-07-27, -20.8, gleichbleibend, 24, -0.6029, 37.5
2022-08-03, -20.8, gleichbleibend, 24, -0.6029, 16.7
2022-08-10, -4.2, gleichbleibend, 24, -0.1217, 12.5
2022-08-17, 12.5, gleichbleibend, 24, 0.4921, 25
2022-08-24, 16.7, gleichbleibend, 24, 0.6575, 41.7
2022-08-31, 4.1, gleichbleibend, 24, 0.1614, 45.8
2022-09-07, 12.5, gleichbleibend, 24, 0.4921, 58.3
2022-09-14, -20.8, gleichbleibend, 24, -0.6029, 37.5
2022-09-21, -16.7, gleichbleibend, 24, -0.4841, 20.8
2022-09-28, , gleichbleibend, 24, , 20.8
2022-10-05, -4.1, gleichbleibend, 24, -0.1188, 16.7
2022-10-12, 25.4, gleichbleibend, 38, 1, 42.1
2022-10-19, -6.2, gleichbleibend, 39, -0.1797, 35.9
2022-10-26, 8, gleichbleibend, 41, 0.315, 43.9
2022-11-02, -4.9, gleichbleibend, 41, -0.142, 39
2022-11-09, -7.3, gleichbleibend, 41, -0.2116, 31.7
2022-11-16, 22, gleichbleibend, 41, 0.8661, 53.7
2022-11-23, 4.8, gleichbleibend, 41, 0.189, 58.5
2022-11-30, -4.8, gleichbleibend, 41, -0.1391, 53.7
2022-12-07, -7.4, gleichbleibend, 41, -0.2145, 46.3
2022-12-14, -2.4, gleichbleibend, 41, -0.0696, 43.9
2022-12-21, 17.1, gleichbleibend, 41, 0.6732, 61
2022-12-28, 0.5, gleichbleibend, 39, 0.0197, 61.5
2023-01-04, -34.5, gleichbleibend, 37, -1, 27
2023-01-11, -9.8, gleichbleibend, 29, -0.2841, 17.2
