Meldedatum, difference, group, trend, value
2022-06-09, , gleichbleibend, , 28.6
2022-06-16, , gleichbleibend, , 28.6
2022-06-23, 0.8, gleichbleibend, 0.0206, 29.4
2022-06-30, 20.6, gleichbleibend, 0.5296, 50
2022-07-07, 14.7, gleichbleibend, 0.3779, 64.7
2022-07-14, -20.9, gleichbleibend, -0.4707, 43.8
2022-07-21, 28.4, gleichbleibend, 0.7301, 72.2
2022-07-28, -44.4, gleichbleibend, -1, 27.8
2022-08-04, -5.6, gleichbleibend, -0.1261, 22.2
2022-08-11, 1.3, gleichbleibend, 0.0334, 23.5
2022-08-18, 4.3, gleichbleibend, 0.1105, 27.8
2022-08-25, -11.1, gleichbleibend, -0.25, 16.7
2022-09-01, 38.9, gleichbleibend, 1, 55.6
2022-09-08, -20.3, gleichbleibend, -0.4572, 35.3
2022-09-15, -4.1, gleichbleibend, -0.0923, 31.2
2022-09-22, -1.8, gleichbleibend, -0.0405, 29.4
2022-09-29, , gleichbleibend, , 29.4
2022-10-06, 11.8, gleichbleibend, 0.3033, 41.2
2022-10-13, 12.1, gleichbleibend, 0.3111, 53.3
2022-10-20, -13.3, gleichbleibend, -0.2995, 40
