Altersgruppe, Meldedatum, value, difference, trend
60-79, 2020-05-06, 6.2, -3.9195, -0.0144
60-79, 2020-05-07, 5.9, -3.4227, -0.0125
60-79, 2020-05-08, 5.6, -3.3517, -0.0123
60-79, 2020-05-09, 5.5, -2.2873, -0.0084
60-79, 2020-05-10, 5.6, -1.7796, -0.0065
60-79, 2020-05-11, 5.6, -1.5176, -0.0056
60-79, 2020-05-12, 5.4, -0.9498, -0.0035
60-79, 2020-05-13, 5.2, -0.9389, -0.0034
60-79, 2020-05-14, 4.8, -0.8134, -0.003
60-79, 2020-05-15, 4.4, -0.8898, -0.0033
60-79, 2020-05-16, 4.2, -1.2501, -0.0046
60-79, 2020-05-17, 3.9, -1.4575, -0.0053
60-79, 2020-05-18, 3.8, -1.6922, -0.0062
60-79, 2020-05-19, 3.6, -1.7687, -0.0065
60-79, 2020-05-20, 3.3, -1.7032, -0.0062
60-79, 2020-05-21, 3.3, -1.5994, -0.0059
60-79, 2020-05-22, 2.9, -1.4739, -0.0054
60-79, 2020-05-23, 2.7, -1.2719, -0.0047
60-79, 2020-05-24, 2.8, -1.0972, -0.004
60-79, 2020-05-25, 2.7, -0.9553, -0.0035
60-79, 2020-05-26, 2.7, -0.7369, -0.0027
60-79, 2020-05-27, 2.7, -0.4585, -0.0017
60-79, 2020-05-28, 2.6, -0.5295, -0.0019
60-79, 2020-05-29, 2.7, -0.0764, -0.0003
60-79, 2020-05-30, 2.6, -0.0218, -0.0001
60-79, 2020-05-31, 2.4, -0.1528, -0.0006
60-79, 2020-06-01, 2.4, -0.1419, -0.0005
60-79, 2020-06-02, 2.2, -0.4149, -0.0015
60-79, 2020-06-03, 1.9, -0.6168, -0.0023
60-79, 2020-06-04, 1.6, -0.7915, -0.0029
60-79, 2020-06-05, 1.5, -1.0372, -0.0038
60-79, 2020-06-06, 1.5, -1.1136, -0.0041
60-79, 2020-06-07, 1.5, -0.9608, -0.0035
60-79, 2020-06-08, 1.5, -1.0263, -0.0038
60-79, 2020-06-09, 1.5, -0.7369, -0.0027
60-79, 2020-06-10, 1.5, -0.4367, -0.0016
60-79, 2020-06-11, 1.6, -0.0218, -0.0001
60-79, 2020-06-12, 1.5, -0.0655, -0.0002
60-79, 2020-06-13, 1.3, -0.0819, -0.0003
60-79, 2020-06-14, 1.3, -0.2129, -0.0008
60-79, 2020-06-15, 1.2, -0.2347, -0.0009
60-79, 2020-06-16, 1.2, -0.2893, -0.0011
60-79, 2020-06-17, 1.2, -0.2784, -0.001
60-79, 2020-06-18, 1.3, -0.3603, -0.0013
60-79, 2020-06-19, 1.4, -0.0983, -0.0004
60-79, 2020-06-20, 1.6, 0.1747, 0.0004
60-79, 2020-06-21, 1.7, 0.393, 0.0009
60-79, 2020-06-22, 1.7, 0.4258, 0.001
60-79, 2020-06-23, 1.7, 0.4858, 0.0011
60-79, 2020-06-24, 1.8, 0.5841, 0.0013
60-79, 2020-06-25, 1.7, 0.404, 0.0009
60-79, 2020-06-26, 1.7, 0.3221, 0.0007
60-79, 2020-06-27, 1.6, 0.0328, 0.0001
60-79, 2020-06-28, 1.5, -0.1638, -0.0006
60-79, 2020-06-29, 1.5, -0.1474, -0.0005
60-79, 2020-06-30, 1.6, -0.1583, -0.0006
60-79, 2020-07-01, 1.5, -0.2238, -0.0008
60-79, 2020-07-02, 1.5, -0.0328, -0.0001
60-79, 2020-07-03, 1.4, -0.2293, -0.0008
60-79, 2020-07-04, 1.3, -0.1474, -0.0005
60-79, 2020-07-05, 1.4, -0.1092, -0.0004
60-79, 2020-07-06, 1.4, -0.071, -0.0003
60-79, 2020-07-07, 1.3, -0.2456, -0.0009
60-79, 2020-07-08, 1.2, -0.3002, -0.0011
60-79, 2020-07-09, 1.3, -0.2675, -0.001
60-79, 2020-07-10, 1.3, -0.1256, -0.0005
60-79, 2020-07-11, 1.3, -0.0491, -0.0002
60-79, 2020-07-12, 1.4, 0.0164, 
60-79, 2020-07-13, 1.4, -0.0437, -0.0002
60-79, 2020-07-14, 1.4, 0.1419, 0.0003
60-79, 2020-07-15, 1.4, 0.1419, 0.0003
60-79, 2020-07-16, 1.4, 0.0928, 0.0002
60-79, 2020-07-17, 1.5, 0.1911, 0.0004
60-79, 2020-07-18, 1.5, 0.1747, 0.0004
60-79, 2020-07-19, 1.6, 0.071, 0.0002
60-79, 2020-07-20, 1.6, 0.0928, 0.0002
60-79, 2020-07-21, 1.6, 0.0819, 0.0002
60-79, 2020-07-22, 1.8, 0.1965, 0.0005
60-79, 2020-07-23, 1.8, 0.2238, 0.0005
60-79, 2020-07-24, 1.8, 0.1965, 0.0005
60-79, 2020-07-25, 1.9, 0.3657, 0.0008
60-79, 2020-07-26, 1.9, 0.3439, 0.0008
60-79, 2020-07-27, 2, 0.3712, 0.0009
60-79, 2020-07-28, 2, 0.4149, 0.001
60-79, 2020-07-29, 2, 0.3439, 0.0008
60-79, 2020-07-30, 2.1, 0.3657, 0.0008
60-79, 2020-07-31, 2.1, 0.3494, 0.0008
60-79, 2020-08-01, 2.2, 0.1965, 0.0005
60-79, 2020-08-02, 2.1, 0.2184, 0.0005
60-79, 2020-08-03, 2.2, 0.2566, 0.0006
60-79, 2020-08-04, 2.3, 0.3112, 0.0007
60-79, 2020-08-05, 2.4, 0.3112, 0.0007
60-79, 2020-08-06, 2.5, 0.2948, 0.0007
60-79, 2020-08-07, 2.6, 0.3494, 0.0008
60-79, 2020-08-08, 2.6, 0.4367, 0.001
60-79, 2020-08-09, 2.6, 0.4858, 0.0011
60-79, 2020-08-10, 2.6, 0.3494, 0.0008
60-79, 2020-08-11, 2.6, 0.1583, 0.0004
60-79, 2020-08-12, 2.4, 0.0382, 0.0001
60-79, 2020-08-13, 2.5, 0.0218, 0.0001
60-79, 2020-08-14, 2.3, -0.1911, -0.0007
60-79, 2020-08-15, 2.4, -0.2347, -0.0009
60-79, 2020-08-16, 2.4, -0.2238, -0.0008
60-79, 2020-08-17, 2.5, -0.1146, -0.0004
60-79, 2020-08-18, 2.6, 0.0328, 0.0001
60-79, 2020-08-19, 2.7, 0.1583, 0.0004
60-79, 2020-08-20, 2.7, 0.202, 0.0005
60-79, 2020-08-21, 2.8, 0.3002, 0.0007
60-79, 2020-08-22, 2.8, 0.3876, 0.0009
60-79, 2020-08-23, 2.8, 0.3712, 0.0009
60-79, 2020-08-24, 2.9, 0.3657, 0.0008
60-79, 2020-08-25, 2.8, 0.262, 0.0006
60-79, 2020-08-26, 3, 0.3057, 0.0007
60-79, 2020-08-27, 3, 0.2456, 0.0006
60-79, 2020-08-28, 3.1, 0.3002, 0.0007
60-79, 2020-08-29, 3, 0.2293, 0.0005
60-79, 2020-08-30, 2.9, 0.2074, 0.0005
60-79, 2020-08-31, 3, 0.1747, 0.0004
60-79, 2020-09-01, 2.9, 0.0983, 0.0002
60-79, 2020-09-02, 2.7, -0.1911, -0.0007
60-79, 2020-09-03, 2.6, -0.2402, -0.0009
60-79, 2020-09-04, 2.7, -0.3057, -0.0011
60-79, 2020-09-05, 2.8, -0.3166, -0.0012
60-79, 2020-09-06, 3, -0.1037, -0.0004
60-79, 2020-09-07, 3, -0.0491, -0.0002
60-79, 2020-09-08, 3.2, 0.1583, 0.0004
60-79, 2020-09-09, 3.5, 0.524, 0.0012
60-79, 2020-09-10, 3.9, 0.9881, 0.0023
60-79, 2020-09-11, 4, 1.0481, 0.0024
60-79, 2020-09-12, 4.4, 1.332, 0.0031
60-79, 2020-09-13, 4.6, 1.2064, 0.0028
60-79, 2020-09-14, 4.7, 1.3811, 0.0032
60-79, 2020-09-15, 4.9, 1.5176, 0.0035
60-79, 2020-09-16, 5.3, 1.654, 0.0038
60-79, 2020-09-17, 5.7, 1.6977, 0.0039
60-79, 2020-09-18, 6.1, 1.9051, 0.0044
60-79, 2020-09-19, 6.4, 1.8396, 0.0042
60-79, 2020-09-20, 6.6, 1.9215, 0.0044
60-79, 2020-09-21, 6.7, 1.796, 0.0041
60-79, 2020-09-22, 6.9, 1.8615, 0.0043
60-79, 2020-09-23, 6.7, 1.332, 0.0031
60-79, 2020-09-24, 6.9, 1.0536, 0.0024
60-79, 2020-09-25, 7.1, 0.8953, 0.0021
60-79, 2020-09-26, 7.1, 0.726, 0.0017
60-79, 2020-09-27, 7.3, 0.4258, 0.001
60-79, 2020-09-28, 7.4, 0.6278, 0.0014
60-79, 2020-09-29, 7.5, 0.5022, 0.0012
60-79, 2020-09-30, 7.9, 0.9498, 0.0022
60-79, 2020-10-01, 8.2, 0.9826, 0.0023
60-79, 2020-10-02, 8.5, 0.8898, 0.002
60-79, 2020-10-03, 9, 1.1409, 0.0026
60-79, 2020-10-04, 9.6, 1.6431, 0.0038
60-79, 2020-10-05, 9.8, 1.8014, 0.0041
60-79, 2020-10-06, 10.2, 2.2218, 0.0051
60-79, 2020-10-07, 11.1, 2.451, 0.0056
60-79, 2020-10-08, 12.5, 3.5155, 0.0081
60-79, 2020-10-09, 13.7, 4.5636, 0.0105
60-79, 2020-10-10, 15.1, 5.5189, 0.0127
60-79, 2020-10-11, 15.7, 5.6881, 0.0131
60-79, 2020-10-12, 16.6, 6.1084, 0.014
60-79, 2020-10-13, 17.7, 6.6107, 0.0152
60-79, 2020-10-14, 19.1, 7.1784, 0.0165
60-79, 2020-10-15, 21.1, 7.626, 0.0175
60-79, 2020-10-16, 23.6, 8.4612, 0.0194
60-79, 2020-10-17, 26, 9.4383, 0.0217
60-79, 2020-10-18, 27.7, 10.6775, 0.0245
60-79, 2020-10-19, 28.6, 11.4254, 0.0263
60-79, 2020-10-20, 30.4, 12.1077, 0.0278
60-79, 2020-10-21, 33.6, 13.0248, 0.0299
60-79, 2020-10-22, 37.1, 14.0893, 0.0324
60-79, 2020-10-23, 41.5, 14.395, 0.0331
60-79, 2020-10-24, 45.8, 16.7095, 0.0384
60-79, 2020-10-25, 49.6, 19.1114, 0.0439
60-79, 2020-10-26, 52.7, 21.1912, 0.0487
60-79, 2020-10-27, 57.3, 23.4239, 0.0538
60-79, 2020-10-28, 62.1, 25.34, 0.0582
60-79, 2020-10-29, 67.9, 26.6173, 0.0612
60-79, 2020-10-30, 72.7, 28.4024, 0.0653
60-79, 2020-10-31, 77, 27.4798, 0.0632
60-79, 2020-11-01, 80.1, 26.5409, 0.061
60-79, 2020-11-02, 82.3, 26.066, 0.0599
60-79, 2020-11-03, 84.3, 24.4829, 0.0563
60-79, 2020-11-04, 86.9, 21.6825, 0.0498
60-79, 2020-11-05, 89, 18.5928, 0.0427
60-79, 2020-11-06, 91.5, 16.12, 0.0371
60-79, 2020-11-07, 93.6, 15.7979, 0.0363
60-79, 2020-11-08, 94.7, 14.0456, 0.0323
60-79, 2020-11-09, 94.8, 13.0248, 0.0299
60-79, 2020-11-10, 95.5, 10.7266, 0.0247
60-79, 2020-11-11, 95.5, 9.1327, 0.021
60-79, 2020-11-12, 96.1, 8.2756, 0.019
60-79, 2020-11-13, 96.7, 7.2657, 0.0167
60-79, 2020-11-14, 96.7, 4.8256, 0.0111
60-79, 2020-11-15, 96.8, 4.4162, 0.0102
60-79, 2020-11-16, 95.8, 2.3418, 0.0054
60-79, 2020-11-17, 95.5, 2.0307, 0.0047
60-79, 2020-11-18, 97, 1.8615, 0.0043
60-79, 2020-11-19, 97.8, 1.8342, 0.0042
60-79, 2020-11-20, 98.5, 1.4575, 0.0034
60-79, 2020-11-21, 99.3, 1.8069, 0.0042
60-79, 2020-11-22, 99, 1.0809, 0.0025
60-79, 2020-11-23, 99.3, 2.6312, 0.006
60-79, 2020-11-24, 99.7, 2.4674, 0.0057
60-79, 2020-11-25, 98.8, 1.4575, 0.0034
60-79, 2020-11-26, 97.8, 1.1573, 0.0027
60-79, 2020-11-27, 97.5, 0.2566, 0.0006
60-79, 2020-11-28, 96.7, -0.6933, -0.0025
60-79, 2020-11-29, 97.1, -0.6223, -0.0023
60-79, 2020-11-30, 97.2, -0.6769, -0.0025
60-79, 2020-12-01, 96.8, -0.8789, -0.0032
60-79, 2020-12-02, 97.3, 0.1092, 0.0003
60-79, 2020-12-03, 99.6, 1.3538, 0.0031
60-79, 2020-12-04, 101.4, 2.8932, 0.0067
60-79, 2020-12-05, 103.3, 5.5244, 0.0127
60-79, 2020-12-06, 103.9, 7.2002, 0.0166
60-79, 2020-12-07, 104.9, 8.5595, 0.0197
60-79, 2020-12-08, 107.6, 9.8041, 0.0225
60-79, 2020-12-09, 110.8, 11.9549, 0.0275
60-79, 2020-12-10, 114.2, 11.6219, 0.0267
60-79, 2020-12-11, 118.4, 15.3394, 0.0353
60-79, 2020-12-12, 123.2, 17.5993, 0.0405
60-79, 2020-12-13, 128.2, 19.761, 0.0454
60-79, 2020-12-14, 130.9, 22.7634, 0.0523
60-79, 2020-12-15, 133.3, 20.5744, 0.0473
60-79, 2020-12-16, 137.6, 24.139, 0.0555
60-79, 2020-12-17, 142.6, 24.8378, 0.0571
60-79, 2020-12-18, 146.7, 25.3563, 0.0583
60-79, 2020-12-19, 150.9, 25.4382, 0.0585
60-79, 2020-12-20, 153.5, 24.3956, 0.0561
60-79, 2020-12-21, 155.4, 22.9108, 0.0527
60-79, 2020-12-22, 158.1, 26.4154, 0.0607
60-79, 2020-12-23, 162.4, 21.5024, 0.0494
60-79, 2020-12-24, 167.6, 23.3802, 0.0537
60-79, 2020-12-25, 159.1, 14.4223, 0.0332
60-79, 2020-12-26, 144.8, -4.3452, -0.0159
60-79, 2020-12-27, 135.9, -13.9255, -0.0511
60-79, 2020-12-28, 132.6, -20.7491, -0.0761
60-79, 2020-12-29, 128.8, -29.1885, -0.107
60-79, 2020-12-30, 128.4, -34.358, -0.126
60-79, 2020-12-31, 126.4, -37.9936, -0.1393
60-79, 2021-01-01, 125.1, -31.3611, -0.115
60-79, 2021-01-02, 122.3, -18.107, -0.0664
60-79, 2021-01-03, 121, -13.0139, -0.0477
60-79, 2021-01-04, 120, -10.9395, -0.0401
60-79, 2021-01-05, 118.7, -8.2319, -0.0302
60-79, 2021-01-06, 117.1, -10.279, -0.0377
60-79, 2021-01-07, 112.6, -16.0163, -0.0587
60-79, 2021-01-08, 118.9, -7.1838, -0.0263
60-79, 2021-01-09, 132.4, 6.4305, 0.0148
60-79, 2021-01-10, 137.6, 13.3523, 0.0307
60-79, 2021-01-11, 136.8, 16.6604, 0.0383
60-79, 2021-01-12, 135.6, 18.4727, 0.0425
60-79, 2021-01-13, 130.6, 18.3144, 0.0421
60-79, 2021-01-14, 125.5, 20.296, 0.0467
60-79, 2021-01-15, 119.8, 3.7611, 0.0086
60-79, 2021-01-16, 113.1, -15.3557, -0.0563
60-79, 2021-01-17, 110.3, -23.2274, -0.0852
60-79, 2021-01-18, 108.9, -27.4307, -0.1006
60-79, 2021-01-19, 104.8, -28.0039, -0.1027
60-79, 2021-01-20, 101.4, -26.6392, -0.0977
60-79, 2021-01-21, 98.1, -24.9906, -0.0916
60-79, 2021-01-22, 94.7, -22.9272, -0.0841
60-79, 2021-01-23, 92.3, -18.7293, -0.0687
60-79, 2021-01-24, 90.8, -17.0316, -0.0624
60-79, 2021-01-25, 89.1, -16.18, -0.0593
60-79, 2021-01-26, 87.4, -16.0436, -0.0588
60-79, 2021-01-27, 85, -15.0555, -0.0552
60-79, 2021-01-28, 82, -14.1275, -0.0518
60-79, 2021-01-29, 79.2, -13.4561, -0.0493
60-79, 2021-01-30, 76.6, -15.1374, -0.0555
60-79, 2021-01-31, 74.9, -15.1756, -0.0556
60-79, 2021-02-01, 74, -14.7771, -0.0542
60-79, 2021-02-02, 73, -13.3032, -0.0488
60-79, 2021-02-03, 69.8, -14.0129, -0.0514
60-79, 2021-02-04, 67.7, -14.1111, -0.0517
60-79, 2021-02-05, 65.4, -12.8993, -0.0473
60-79, 2021-02-06, 62.9, -12.0913, -0.0443
60-79, 2021-02-07, 61.2, -12.7846, -0.0469
60-79, 2021-02-08, 60.2, -12.5608, -0.0461
60-79, 2021-02-09, 58.2, -14.597, -0.0535
60-79, 2021-02-10, 54.8, -12.6918, -0.0465
60-79, 2021-02-11, 51.4, -14.7989, -0.0543
60-79, 2021-02-12, 49.5, -15.1483, -0.0555
60-79, 2021-02-13, 47.9, -14.4386, -0.0529
60-79, 2021-02-14, 45.2, -15.383, -0.0564
60-79, 2021-02-15, 45.7, -14.455, -0.053
60-79, 2021-02-16, 45.8, -12.0477, -0.0442
60-79, 2021-02-17, 46.4, -8.9743, -0.0329
60-79, 2021-02-18, 45.8, -5.3933, -0.0198
60-79, 2021-02-19, 45.6, -4.6291, -0.017
60-79, 2021-02-20, 45.3, -2.4565, -0.009
60-79, 2021-02-21, 47.3, 1.5831, 0.0036
60-79, 2021-02-22, 46.9, 0.9553, 0.0022
60-79, 2021-02-23, 46.8, 1.1081, 0.0025
60-79, 2021-02-24, 47.2, 0.6824, 0.0016
60-79, 2021-02-25, 48.4, 2.6093, 0.006
60-79, 2021-02-26, 48.5, 3.5755, 0.0082
60-79, 2021-02-27, 49.1, 3.9085, 0.009
60-79, 2021-02-28, 48.5, 1.6377, 0.0038
60-79, 2021-03-01, 48.3, 2.0198, 0.0046
60-79, 2021-03-02, 48.3, 1.6158, 0.0037
60-79, 2021-03-03, 48.2, 1.1409, 0.0026
60-79, 2021-03-04, 47.3, -1.2774, -0.0047
60-79, 2021-03-05, 46.6, -1.8833, -0.0069
60-79, 2021-03-06, 46, -3.3954, -0.0124
60-79, 2021-03-07, 45.7, -3.0351, -0.0111
60-79, 2021-03-08, 45.5, -3.0078, -0.011
60-79, 2021-03-09, 45.5, -2.8768, -0.0105
60-79, 2021-03-10, 45.6, -2.9696, -0.0109
60-79, 2021-03-11, 47, -0.8134, -0.003
60-79, 2021-03-12, 48.7, 1.2337, 0.0028
60-79, 2021-03-13, 50.5, 3.9631, 0.0091
60-79, 2021-03-14, 51.9, 5.6172, 0.0129
60-79, 2021-03-15, 52.8, 6.7635, 0.0155
60-79, 2021-03-16, 54, 7.495, 0.0172
60-79, 2021-03-17, 56.8, 10.4264, 0.024
60-79, 2021-03-18, 59.9, 11.278, 0.0259
60-79, 2021-03-19, 62.6, 12.932, 0.0297
60-79, 2021-03-20, 65.5, 13.7181, 0.0315
60-79, 2021-03-21, 68.4, 15.5632, 0.0358
60-79, 2021-03-22, 69.7, 15.8361, 0.0364
60-79, 2021-03-23, 70.8, 15.8962, 0.0365
60-79, 2021-03-24, 74, 15.2902, 0.0351
60-79, 2021-03-25, 76.5, 15.4649, 0.0355
60-79, 2021-03-26, 80.2, 15.4867, 0.0356
60-79, 2021-03-27, 82.6, 15.6723, 0.036
60-79, 2021-03-28, 83.8, 14.1166, 0.0324
60-79, 2021-03-29, 84.7, 14.4332, 0.0332
60-79, 2021-03-30, 86.9, 15.2247, 0.035
60-79, 2021-03-31, 87.8, 12.8174, 0.0295
60-79, 2021-04-01, 90, 12.7573, 0.0293
60-79, 2021-04-02, 90.5, 9.7877, 0.0225
60-79, 2021-04-03, 88, 6.0539, 0.0139
60-79, 2021-04-04, 84.6, 1.8342, 0.0042
60-79, 2021-04-05, 84.3, -0.3384, -0.0012
60-79, 2021-04-06, 81.5, -4.3616, -0.016
60-79, 2021-04-07, 74.8, -10.672, -0.0391
60-79, 2021-04-08, 75.2, -15.1538, -0.0556
60-79, 2021-04-09, 78.8, -12.3643, -0.0453
60-79, 2021-04-10, 85, -4.3944, -0.0161
60-79, 2021-04-11, 90.1, 2.9478, 0.0068
60-79, 2021-04-12, 91.1, 6.5179, 0.015
60-79, 2021-04-13, 94.6, 11.9713, 0.0275
60-79, 2021-04-14, 105.6, 27.1468, 0.0624
60-79, 2021-04-15, 107.6, 32.2181, 0.0741
60-79, 2021-04-16, 105, 27.3488, 0.0629
60-79, 2021-04-17, 103.2, 18.4618, 0.0424
60-79, 2021-04-18, 102.6, 14.1985, 0.0326
60-79, 2021-04-19, 102.7, 11.5673, 0.0266
60-79, 2021-04-20, 102.5, 7.3367, 0.0169
60-79, 2021-04-21, 101.8, -2.3746, -0.0087
60-79, 2021-04-22, 101, -5.9392, -0.0218
60-79, 2021-04-23, 100.5, -3.2262, -0.0118
60-79, 2021-04-24, 100.3, -1.8997, -0.007
60-79, 2021-04-25, 100.1, -2.4237, -0.0089
60-79, 2021-04-26, 99.5, -2.2327, -0.0082
60-79, 2021-04-27, 99, -2.0471, -0.0075
60-79, 2021-04-28, 97.3, -3.0897, -0.0113
60-79, 2021-04-29, 94.4, -5.2842, -0.0194
60-79, 2021-04-30, 92, -6.9982, -0.0257
60-79, 2021-05-01, 89.3, -9.6349, -0.0353
60-79, 2021-05-02, 87.3, -11.0214, -0.0404
60-79, 2021-05-03, 86, -12.2824, -0.045
60-79, 2021-05-04, 84.1, -13.8873, -0.0509
60-79, 2021-05-05, 81.3, -14.9081, -0.0547
60-79, 2021-05-06, 78.6, -14.6734, -0.0538
60-79, 2021-05-07, 75.8, -15.3503, -0.0563
60-79, 2021-05-08, 73.2, -14.9572, -0.0548
60-79, 2021-05-09, 70.7, -15.7651, -0.0578
60-79, 2021-05-10, 69.7, -16.0217, -0.0587
60-79, 2021-05-11, 68.2, -15.1647, -0.0556
60-79, 2021-05-12, 64.6, -15.5195, -0.0569
60-79, 2021-05-13, 61.9, -15.4049, -0.0565
60-79, 2021-05-14, 56.6, -17.9432, -0.0658
60-79, 2021-05-15, 50.6, -21.0984, -0.0774
60-79, 2021-05-16, 48.6, -21.5242, -0.0789
60-79, 2021-05-17, 47.9, -21.7699, -0.0798
60-79, 2021-05-18, 46.3, -21.7208, -0.0796
60-79, 2021-05-19, 43.1, -20.3943, -0.0748
60-79, 2021-05-20, 39, -21.4369, -0.0786
60-79, 2021-05-21, 37.9, -18.0742, -0.0663
60-79, 2021-05-22, 37.5, -12.9702, -0.0476
60-79, 2021-05-23, 35, -12.3534, -0.0453
60-79, 2021-05-24, 33.4, -13.4997, -0.0495
60-79, 2021-05-25, 30.9, -13.729, -0.0503
60-79, 2021-05-26, 25, -16.513, -0.0605
60-79, 2021-05-27, 21.7, -16.8897, -0.0619
60-79, 2021-05-28, 20.1, -17.4738, -0.0641
60-79, 2021-05-29, 18.6, -18.1561, -0.0666
60-79, 2021-05-30, 17.2, -17.7085, -0.0649
60-79, 2021-05-31, 16.9, -16.5076, -0.0605
60-79, 2021-06-01, 17.2, -14.0129, -0.0514
60-79, 2021-06-02, 17.7, -7.0801, -0.026
60-79, 2021-06-03, 15.9, -4.8911, -0.0179
60-79, 2021-06-04, 13.7, -5.9283, -0.0217
60-79, 2021-06-05, 12.2, -6.2067, -0.0228
60-79, 2021-06-06, 11.3, -5.6335, -0.0207
60-79, 2021-06-07, 11.1, -5.7536, -0.0211
60-79, 2021-06-08, 10.6, -6.3978, -0.0235
60-79, 2021-06-09, 9.7, -7.8771, -0.0289
60-79, 2021-06-10, 8.7, -7.0419, -0.0258
60-79, 2021-06-11, 8.2, -5.3988, -0.0198
60-79, 2021-06-12, 7.8, -4.176, -0.0153
60-79, 2021-06-13, 7.2, -3.8758, -0.0142
60-79, 2021-06-14, 6.8, -4.1433, -0.0152
60-79, 2021-06-15, 6.3, -3.9795, -0.0146
60-79, 2021-06-16, 5.2, -4.0232, -0.0148
60-79, 2021-06-17, 4.7, -3.8103, -0.014
60-79, 2021-06-18, 4.2, -3.8594, -0.0142
60-79, 2021-06-19, 3.8, -3.8594, -0.0142
60-79, 2021-06-20, 3.4, -3.6683, -0.0135
60-79, 2021-06-21, 3.2, -3.4991, -0.0128
60-79, 2021-06-22, 3.1, -3.1443, -0.0115
60-79, 2021-06-23, 2.9, -2.3146, -0.0085
60-79, 2021-06-24, 2.5, -2.1726, -0.008
60-79, 2021-06-25, 2.3, -1.9051, -0.007
60-79, 2021-06-26, 2.2, -1.6431, -0.006
60-79, 2021-06-27, 2.1, -1.4138, -0.0052
60-79, 2021-06-28, 2.1, -1.2228, -0.0045
60-79, 2021-06-29, 2, -1.1409, -0.0042
60-79, 2021-06-30, 2, -0.9225, -0.0034
60-79, 2021-07-01, 2, -0.5623, -0.0021
60-79, 2021-07-02, 1.9, -0.4367, -0.0016
60-79, 2021-07-03, 1.9, -0.3603, -0.0013
