Altersgruppe, Meldedatum, value
35-59, 2022-11-26, 3.61
35-59, 2022-11-25, 3.51
35-59, 2022-11-24, 3.6
35-59, 2022-11-23, 3.54
35-59, 2022-11-22, 3.47
35-59, 2022-11-21, 3.42
35-59, 2022-11-20, 3.44
35-59, 2022-11-19, 3.44
35-59, 2022-11-18, 3.45
35-59, 2022-11-17, 3.39
35-59, 2022-11-16, 3.35
35-59, 2022-11-15, 3.36
35-59, 2022-11-14, 3.47
35-59, 2022-11-13, 3.48
35-59, 2022-11-12, 3.53
35-59, 2022-11-11, 3.57
35-59, 2022-11-10, 3.72
35-59, 2022-11-09, 4.24
35-59, 2022-11-08, 4.2
35-59, 2022-11-07, 4.06
35-59, 2022-11-06, 4.08
35-59, 2022-11-05, 4.11
35-59, 2022-11-04, 4.25
35-59, 2022-11-03, 4.36
35-59, 2022-11-02, 4.28
35-59, 2022-11-01, 4.93
35-59, 2022-10-31, 5.78
35-59, 2022-10-30, 5.8
35-59, 2022-10-29, 5.89
35-59, 2022-10-28, 6.1
35-59, 2022-10-27, 6.49
35-59, 2022-10-26, 6.86
35-59, 2022-10-25, 7.2
35-59, 2022-10-24, 7.61
35-59, 2022-10-23, 7.66
35-59, 2022-10-22, 7.66
35-59, 2022-10-21, 7.98
35-59, 2022-10-20, 8.15
35-59, 2022-10-19, 8.33
35-59, 2022-10-18, 8.17
35-59, 2022-10-17, 8.21
35-59, 2022-10-16, 8.2
35-59, 2022-10-15, 8.2
35-59, 2022-10-14, 8.22
35-59, 2022-10-13, 8.31
35-59, 2022-10-12, 8.56
35-59, 2022-10-11, 9.11
35-59, 2022-10-10, 7.22
35-59, 2022-10-09, 7.21
35-59, 2022-10-08, 7.15
35-59, 2022-10-07, 6.7
35-59, 2022-10-06, 6.17
35-59, 2022-10-05, 5.37
35-59, 2022-10-04, 4.57
35-59, 2022-10-03, 5.58
35-59, 2022-10-02, 5.5
35-59, 2022-10-01, 5.44
35-59, 2022-09-30, 5.18
35-59, 2022-09-29, 4.78
35-59, 2022-09-28, 4.46
35-59, 2022-09-27, 3.89
35-59, 2022-09-26, 3.37
35-59, 2022-09-25, 3.34
35-59, 2022-09-24, 3.3
35-59, 2022-09-23, 3.19
35-59, 2022-09-22, 3.12
35-59, 2022-09-21, 2.89
35-59, 2022-09-20, 2.72
35-59, 2022-09-19, 2.62
35-59, 2022-09-18, 2.62
35-59, 2022-09-17, 2.56
35-59, 2022-09-16, 2.46
35-59, 2022-09-15, 2.41
35-59, 2022-09-14, 2.37
35-59, 2022-09-13, 2.31
35-59, 2022-09-12, 2.31
35-59, 2022-09-11, 2.27
35-59, 2022-09-10, 2.34
35-59, 2022-09-09, 2.37
35-59, 2022-09-08, 2.32
35-59, 2022-09-07, 2.42
35-59, 2022-09-06, 2.49
35-59, 2022-09-05, 2.44
35-59, 2022-09-04, 2.44
35-59, 2022-09-03, 2.47
35-59, 2022-09-02, 2.53
35-59, 2022-09-01, 2.56
35-59, 2022-08-31, 2.65
35-59, 2022-08-30, 2.77
35-59, 2022-08-29, 2.92
35-59, 2022-08-28, 2.95
35-59, 2022-08-27, 2.94
35-59, 2022-08-26, 3.04
35-59, 2022-08-25, 3.25
35-59, 2022-08-24, 3.33
35-59, 2022-08-23, 3.44
35-59, 2022-08-22, 3.44
35-59, 2022-08-21, 3.45
35-59, 2022-08-20, 3.46
35-59, 2022-08-19, 3.45
35-59, 2022-08-18, 3.46
35-59, 2022-08-17, 3.38
35-59, 2022-08-16, 3.33
35-59, 2022-08-15, 3.43
35-59, 2022-08-14, 3.43
35-59, 2022-08-13, 3.44
35-59, 2022-08-12, 3.57
35-59, 2022-08-11, 3.61
35-59, 2022-08-10, 3.78
35-59, 2022-08-09, 4.07
35-59, 2022-08-08, 4.35
35-59, 2022-08-07, 4.36
35-59, 2022-08-06, 4.37
35-59, 2022-08-05, 4.38
35-59, 2022-08-04, 4.59
35-59, 2022-08-03, 4.78
35-59, 2022-08-02, 4.79
35-59, 2022-08-01, 4.91
35-59, 2022-07-31, 4.96
35-59, 2022-07-30, 4.96
35-59, 2022-07-29, 5.16
35-59, 2022-07-28, 5.38
35-59, 2022-07-27, 5.46
35-59, 2022-07-26, 5.6
35-59, 2022-07-25, 5.73
35-59, 2022-07-24, 5.71
35-59, 2022-07-23, 5.74
35-59, 2022-07-22, 5.83
35-59, 2022-07-21, 5.65
35-59, 2022-07-20, 5.75
35-59, 2022-07-19, 5.64
35-59, 2022-07-18, 5.49
35-59, 2022-07-17, 5.55
35-59, 2022-07-16, 5.58
35-59, 2022-07-15, 5.41
35-59, 2022-07-14, 5.38
35-59, 2022-07-13, 5.28
35-59, 2022-07-12, 5.26
35-59, 2022-07-11, 5.32
35-59, 2022-07-10, 5.29
35-59, 2022-07-09, 5.25
35-59, 2022-07-08, 5.26
35-59, 2022-07-07, 5.18
35-59, 2022-07-06, 5.02
35-59, 2022-07-05, 4.87
35-59, 2022-07-04, 4.69
35-59, 2022-07-03, 4.67
35-59, 2022-07-02, 4.63
35-59, 2022-07-01, 4.53
35-59, 2022-06-30, 4.48
35-59, 2022-06-29, 4.31
35-59, 2022-06-28, 4.39
35-59, 2022-06-27, 4.42
35-59, 2022-06-26, 4.37
35-59, 2022-06-25, 4.4
35-59, 2022-06-24, 4.39
35-59, 2022-06-23, 3.88
35-59, 2022-06-22, 3.74
35-59, 2022-06-21, 3.47
35-59, 2022-06-20, 3.13
35-59, 2022-06-19, 3.12
35-59, 2022-06-18, 3.06
35-59, 2022-06-17, 2.8
35-59, 2022-06-16, 3.12
35-59, 2022-06-15, 3.2
35-59, 2022-06-14, 3.21
35-59, 2022-06-13, 2.53
35-59, 2022-06-12, 2.47
35-59, 2022-06-11, 2.47
35-59, 2022-06-10, 2.4
35-59, 2022-06-09, 2.19
35-59, 2022-06-08, 1.89
35-59, 2022-06-07, 1.6
35-59, 2022-06-06, 1.97
35-59, 2022-06-05, 1.99
35-59, 2022-06-04, 1.95
35-59, 2022-06-03, 1.96
35-59, 2022-06-02, 1.77
35-59, 2022-06-01, 1.71
35-59, 2022-05-31, 1.7
35-59, 2022-05-30, 1.59
35-59, 2022-05-29, 1.6
35-59, 2022-05-28, 1.63
35-59, 2022-05-27, 1.58
35-59, 2022-05-26, 1.8
35-59, 2022-05-25, 1.9
35-59, 2022-05-24, 1.98
35-59, 2022-05-23, 2.28
35-59, 2022-05-22, 2.27
35-59, 2022-05-21, 2.31
35-59, 2022-05-20, 2.44
35-59, 2022-05-19, 2.51
35-59, 2022-05-18, 2.63
35-59, 2022-05-17, 2.78
35-59, 2022-05-16, 2.88
35-59, 2022-05-15, 2.9
35-59, 2022-05-14, 2.94
35-59, 2022-05-13, 3.12
35-59, 2022-05-12, 3.28
35-59, 2022-05-11, 3.34
35-59, 2022-05-10, 3.43
35-59, 2022-05-09, 3.32
35-59, 2022-05-08, 3.35
35-59, 2022-05-07, 3.36
35-59, 2022-05-06, 3.3
35-59, 2022-05-05, 3.32
35-59, 2022-05-04, 3.43
35-59, 2022-05-03, 3.46
35-59, 2022-05-02, 3.71
35-59, 2022-05-01, 3.86
35-59, 2022-04-30, 3.97
35-59, 2022-04-29, 4.24
35-59, 2022-04-28, 4.47
35-59, 2022-04-27, 4.9
35-59, 2022-04-26, 5.37
35-59, 2022-04-25, 4.77
35-59, 2022-04-24, 4.7
35-59, 2022-04-23, 4.69
35-59, 2022-04-22, 4.19
35-59, 2022-04-21, 4.19
35-59, 2022-04-20, 3.97
35-59, 2022-04-19, 3.84
35-59, 2022-04-18, 4.6
35-59, 2022-04-17, 4.7
35-59, 2022-04-16, 4.78
35-59, 2022-04-15, 5.32
35-59, 2022-04-14, 5.38
35-59, 2022-04-13, 5.58
35-59, 2022-04-12, 5.76
35-59, 2022-04-11, 5.78
35-59, 2022-04-10, 5.74
35-59, 2022-04-09, 5.82
35-59, 2022-04-08, 5.94
35-59, 2022-04-07, 6.12
35-59, 2022-04-06, 6.18
35-59, 2022-04-05, 6.38
35-59, 2022-04-04, 6.56
35-59, 2022-04-03, 6.67
35-59, 2022-04-02, 6.72
35-59, 2022-04-01, 6.89
35-59, 2022-03-31, 7.06
35-59, 2022-03-30, 7.16
35-59, 2022-03-29, 7.27
35-59, 2022-03-28, 7.34
35-59, 2022-03-27, 7.38
35-59, 2022-03-26, 7.43
35-59, 2022-03-25, 7.51
35-59, 2022-03-24, 7.46
35-59, 2022-03-23, 7.57
35-59, 2022-03-22, 7.47
35-59, 2022-03-21, 7.56
35-59, 2022-03-20, 7.56
35-59, 2022-03-19, 7.61
35-59, 2022-03-18, 7.53
35-59, 2022-03-17, 7.57
35-59, 2022-03-16, 7.51
35-59, 2022-03-15, 7.44
35-59, 2022-03-14, 7.04
35-59, 2022-03-13, 7.03
35-59, 2022-03-12, 7.02
35-59, 2022-03-11, 6.98
35-59, 2022-03-10, 6.83
35-59, 2022-03-09, 6.64
35-59, 2022-03-08, 6.46
35-59, 2022-03-07, 6.54
35-59, 2022-03-06, 6.48
35-59, 2022-03-05, 6.51
35-59, 2022-03-04, 6.37
35-59, 2022-03-03, 6.39
35-59, 2022-03-02, 6.46
35-59, 2022-03-01, 6.64
35-59, 2022-02-28, 6.72
35-59, 2022-02-27, 6.89
35-59, 2022-02-26, 6.91
35-59, 2022-02-25, 7.06
35-59, 2022-02-24, 7.17
35-59, 2022-02-23, 7.39
35-59, 2022-02-22, 7.42
35-59, 2022-02-21, 7.46
35-59, 2022-02-20, 7.4
35-59, 2022-02-19, 7.35
35-59, 2022-02-18, 7.54
35-59, 2022-02-17, 7.56
35-59, 2022-02-16, 7.64
35-59, 2022-02-15, 7.85
35-59, 2022-02-14, 7.97
35-59, 2022-02-13, 8.05
35-59, 2022-02-12, 8.22
35-59, 2022-02-11, 8.22
35-59, 2022-02-10, 8.3
35-59, 2022-02-09, 8.32
35-59, 2022-02-08, 8.09
35-59, 2022-02-07, 7.87
35-59, 2022-02-06, 7.85
35-59, 2022-02-05, 7.78
35-59, 2022-02-04, 7.66
35-59, 2022-02-03, 7.51
35-59, 2022-02-02, 7.25
35-59, 2022-02-01, 7.14
35-59, 2022-01-31, 7.13
35-59, 2022-01-30, 7.12
35-59, 2022-01-29, 6.98
35-59, 2022-01-28, 6.89
35-59, 2022-01-27, 6.76
35-59, 2022-01-26, 6.7
35-59, 2022-01-25, 6.56
35-59, 2022-01-24, 6.26
35-59, 2022-01-23, 6.05
35-59, 2022-01-22, 6
35-59, 2022-01-21, 5.79
35-59, 2022-01-20, 5.56
35-59, 2022-01-19, 5.23
35-59, 2022-01-18, 5
35-59, 2022-01-17, 4.99
35-59, 2022-01-16, 4.98
35-59, 2022-01-15, 4.93
35-59, 2022-01-14, 4.78
35-59, 2022-01-13, 4.6
35-59, 2022-01-12, 4.59
35-59, 2022-01-11, 4.7
35-59, 2022-01-10, 4.71
35-59, 2022-01-09, 4.7
35-59, 2022-01-08, 4.61
35-59, 2022-01-07, 4.39
35-59, 2022-01-06, 4.66
35-59, 2022-01-05, 4.84
35-59, 2022-01-04, 4.96
35-59, 2022-01-03, 4.96
35-59, 2022-01-02, 4.96
35-59, 2022-01-01, 4.9
35-59, 2021-12-31, 4.88
35-59, 2021-12-30, 4.88
35-59, 2021-12-29, 4.83
35-59, 2021-12-28, 4.92
35-59, 2021-12-27, 4.89
35-59, 2021-12-26, 4.98
35-59, 2021-12-25, 5.39
35-59, 2021-12-24, 5.82
35-59, 2021-12-23, 6.01
35-59, 2021-12-22, 6.3
35-59, 2021-12-21, 6.48
35-59, 2021-12-20, 6.69
35-59, 2021-12-19, 6.77
35-59, 2021-12-18, 6.9
35-59, 2021-12-17, 7.22
35-59, 2021-12-16, 7.54
35-59, 2021-12-15, 7.78
35-59, 2021-12-14, 8.15
35-59, 2021-12-13, 8.48
35-59, 2021-12-12, 8.66
35-59, 2021-12-11, 8.85
35-59, 2021-12-10, 9.11
35-59, 2021-12-09, 9.36
35-59, 2021-12-08, 9.66
35-59, 2021-12-07, 9.39
35-59, 2021-12-06, 9.41
35-59, 2021-12-05, 9.38
35-59, 2021-12-04, 9.33
35-59, 2021-12-03, 9.28
35-59, 2021-12-02, 9.32
35-59, 2021-12-01, 9.28
35-59, 2021-11-30, 9.51
35-59, 2021-11-29, 9.49
35-59, 2021-11-28, 9.57
35-59, 2021-11-27, 9.49
35-59, 2021-11-26, 9.58
35-59, 2021-11-25, 9.34
35-59, 2021-11-24, 9.2
35-59, 2021-11-23, 9.05
35-59, 2021-11-22, 8.87
35-59, 2021-11-21, 8.69
35-59, 2021-11-20, 8.71
35-59, 2021-11-19, 8.48
35-59, 2021-11-18, 8.34
35-59, 2021-11-17, 8.04
35-59, 2021-11-16, 7.78
35-59, 2021-11-15, 7.47
35-59, 2021-11-14, 7.34
35-59, 2021-11-13, 7.09
35-59, 2021-11-12, 6.9
35-59, 2021-11-11, 6.74
35-59, 2021-11-10, 6.66
35-59, 2021-11-09, 6.29
35-59, 2021-11-08, 5.99
35-59, 2021-11-07, 5.95
35-59, 2021-11-06, 5.9
35-59, 2021-11-05, 5.65
35-59, 2021-11-04, 5.4
35-59, 2021-11-03, 5.22
35-59, 2021-11-02, 5.3
35-59, 2021-11-01, 5.45
35-59, 2021-10-31, 5.38
35-59, 2021-10-30, 5.32
35-59, 2021-10-29, 5.13
35-59, 2021-10-28, 4.91
35-59, 2021-10-27, 4.63
35-59, 2021-10-26, 4.4
35-59, 2021-10-25, 4.25
35-59, 2021-10-24, 4.21
35-59, 2021-10-23, 4.05
35-59, 2021-10-22, 3.8
35-59, 2021-10-21, 3.67
35-59, 2021-10-20, 3.44
35-59, 2021-10-19, 3.18
35-59, 2021-10-18, 3.02
35-59, 2021-10-17, 2.93
35-59, 2021-10-16, 2.92
35-59, 2021-10-15, 2.98
35-59, 2021-10-14, 2.88
35-59, 2021-10-13, 2.86
35-59, 2021-10-12, 2.82
35-59, 2021-10-11, 2.79
35-59, 2021-10-10, 2.81
35-59, 2021-10-09, 2.68
35-59, 2021-10-08, 2.66
35-59, 2021-10-07, 2.62
35-59, 2021-10-06, 2.7
35-59, 2021-10-05, 2.81
35-59, 2021-10-04, 2.84
35-59, 2021-10-03, 2.83
35-59, 2021-10-02, 2.91
35-59, 2021-10-01, 2.92
35-59, 2021-09-30, 3.07
35-59, 2021-09-29, 2.99
35-59, 2021-09-28, 2.92
35-59, 2021-09-27, 2.91
35-59, 2021-09-26, 2.92
35-59, 2021-09-25, 3.03
35-59, 2021-09-24, 3.01
35-59, 2021-09-23, 3
35-59, 2021-09-22, 3.15
35-59, 2021-09-21, 3.25
35-59, 2021-09-20, 3.5
35-59, 2021-09-19, 3.59
35-59, 2021-09-18, 3.6
35-59, 2021-09-17, 3.87
35-59, 2021-09-16, 4.01
35-59, 2021-09-15, 4.12
35-59, 2021-09-14, 4.2
35-59, 2021-09-13, 4.17
35-59, 2021-09-12, 4.26
35-59, 2021-09-11, 4.4
35-59, 2021-09-10, 4.4
35-59, 2021-09-09, 4.36
35-59, 2021-09-08, 4.36
35-59, 2021-09-07, 4.56
35-59, 2021-09-06, 4.59
35-59, 2021-09-05, 4.62
35-59, 2021-09-04, 4.65
35-59, 2021-09-03, 4.62
35-59, 2021-09-02, 4.66
35-59, 2021-09-01, 4.68
35-59, 2021-08-31, 4.63
35-59, 2021-08-30, 4.77
35-59, 2021-08-29, 4.69
35-59, 2021-08-28, 4.55
35-59, 2021-08-27, 4.35
35-59, 2021-08-26, 4.22
35-59, 2021-08-25, 3.97
35-59, 2021-08-24, 3.72
35-59, 2021-08-23, 3.49
35-59, 2021-08-22, 3.39
35-59, 2021-08-21, 3.22
35-59, 2021-08-20, 3.11
35-59, 2021-08-19, 2.93
35-59, 2021-08-18, 2.81
35-59, 2021-08-17, 2.66
35-59, 2021-08-16, 2.42
35-59, 2021-08-15, 2.3
35-59, 2021-08-14, 2.15
35-59, 2021-08-13, 1.99
35-59, 2021-08-12, 1.82
35-59, 2021-08-11, 1.62
35-59, 2021-08-10, 1.45
35-59, 2021-08-09, 1.36
35-59, 2021-08-08, 1.33
35-59, 2021-08-07, 1.32
35-59, 2021-08-06, 1.26
35-59, 2021-08-05, 1.25
35-59, 2021-08-04, 1.23
35-59, 2021-08-03, 1.12
35-59, 2021-08-02, 1.05
35-59, 2021-08-01, 1.03
35-59, 2021-07-31, 0.99
35-59, 2021-07-30, 0.92
35-59, 2021-07-29, 0.88
35-59, 2021-07-28, 0.81
35-59, 2021-07-27, 0.76
35-59, 2021-07-26, 0.74
35-59, 2021-07-25, 0.75
35-59, 2021-07-24, 0.73
35-59, 2021-07-23, 0.7
35-59, 2021-07-22, 0.64
35-59, 2021-07-21, 0.62
35-59, 2021-07-20, 0.57
35-59, 2021-07-19, 0.56
35-59, 2021-07-18, 0.52
35-59, 2021-07-17, 0.54
35-59, 2021-07-16, 0.54
35-59, 2021-07-15, 0.51
35-59, 2021-07-14, 0.46
35-59, 2021-07-13, 0.45
35-59, 2021-07-12, 0.46
35-59, 2021-07-11, 0.46
35-59, 2021-07-10, 0.43
35-59, 2021-07-09, 0.4
35-59, 2021-07-08, 0.43
35-59, 2021-07-07, 0.45
35-59, 2021-07-06, 0.43
35-59, 2021-07-05, 0.39
35-59, 2021-07-04, 0.4
35-59, 2021-07-03, 0.4
35-59, 2021-07-02, 0.39
35-59, 2021-07-01, 0.37
35-59, 2021-06-30, 0.37
35-59, 2021-06-29, 0.39
35-59, 2021-06-28, 0.43
35-59, 2021-06-27, 0.45
35-59, 2021-06-26, 0.49
35-59, 2021-06-25, 0.53
35-59, 2021-06-24, 0.57
35-59, 2021-06-23, 0.61
35-59, 2021-06-22, 0.68
35-59, 2021-06-21, 0.71
35-59, 2021-06-20, 0.7
35-59, 2021-06-19, 0.72
35-59, 2021-06-18, 0.74
35-59, 2021-06-17, 0.79
35-59, 2021-06-16, 0.88
35-59, 2021-06-15, 1
35-59, 2021-06-14, 0.98
35-59, 2021-06-13, 1.03
35-59, 2021-06-12, 1.12
35-59, 2021-06-11, 1.17
35-59, 2021-06-10, 1.2
35-59, 2021-06-09, 1.23
35-59, 2021-06-08, 1.26
35-59, 2021-06-07, 1.4
35-59, 2021-06-06, 1.43
35-59, 2021-06-05, 1.48
35-59, 2021-06-04, 1.64
35-59, 2021-06-03, 1.82
35-59, 2021-06-02, 2.07
35-59, 2021-06-01, 2.09
35-59, 2021-05-31, 2.01
35-59, 2021-05-30, 2.05
35-59, 2021-05-29, 2.14
35-59, 2021-05-28, 2.19
35-59, 2021-05-27, 2.27
35-59, 2021-05-26, 2.33
35-59, 2021-05-25, 2.73
35-59, 2021-05-24, 3.04
35-59, 2021-05-23, 3.25
35-59, 2021-05-22, 3.48
35-59, 2021-05-21, 3.61
35-59, 2021-05-20, 3.69
35-59, 2021-05-19, 4
35-59, 2021-05-18, 4.28
35-59, 2021-05-17, 4.49
35-59, 2021-05-16, 4.47
35-59, 2021-05-15, 4.59
35-59, 2021-05-14, 5
35-59, 2021-05-13, 5.39
35-59, 2021-05-12, 5.74
35-59, 2021-05-11, 5.96
35-59, 2021-05-10, 6.14
35-59, 2021-05-09, 6.35
35-59, 2021-05-08, 6.6
35-59, 2021-05-07, 6.82
35-59, 2021-05-06, 7.15
35-59, 2021-05-05, 7.35
35-59, 2021-05-04, 7.58
35-59, 2021-05-03, 7.74
35-59, 2021-05-02, 7.82
35-59, 2021-05-01, 7.87
35-59, 2021-04-30, 8.07
35-59, 2021-04-29, 8.4
35-59, 2021-04-28, 8.64
35-59, 2021-04-27, 8.85
35-59, 2021-04-26, 9.06
35-59, 2021-04-25, 9.05
35-59, 2021-04-24, 9.19
35-59, 2021-04-23, 9.17
35-59, 2021-04-22, 9.02
35-59, 2021-04-21, 8.82
35-59, 2021-04-20, 8.63
35-59, 2021-04-19, 8.48
35-59, 2021-04-18, 8.55
35-59, 2021-04-17, 8.41
35-59, 2021-04-16, 8.57
35-59, 2021-04-15, 8.78
35-59, 2021-04-14, 9.22
35-59, 2021-04-13, 8.81
35-59, 2021-04-12, 8.42
35-59, 2021-04-11, 8.3
35-59, 2021-04-10, 8.06
35-59, 2021-04-09, 7.49
35-59, 2021-04-08, 7.21
35-59, 2021-04-07, 6.82
35-59, 2021-04-06, 7.12
35-59, 2021-04-05, 7.34
35-59, 2021-04-04, 7.23
35-59, 2021-04-03, 7.36
35-59, 2021-04-02, 7.55
35-59, 2021-04-01, 7.44
35-59, 2021-03-31, 7.23
35-59, 2021-03-30, 7.15
35-59, 2021-03-29, 7.05
35-59, 2021-03-28, 7.05
35-59, 2021-03-27, 6.85
35-59, 2021-03-26, 6.7
35-59, 2021-03-25, 6.52
35-59, 2021-03-24, 6.18
35-59, 2021-03-23, 6.01
35-59, 2021-03-22, 5.81
35-59, 2021-03-21, 5.75
35-59, 2021-03-20, 5.75
35-59, 2021-03-19, 5.58
35-59, 2021-03-18, 5.42
35-59, 2021-03-17, 5.3
35-59, 2021-03-16, 5.02
35-59, 2021-03-15, 4.87
35-59, 2021-03-14, 4.7
35-59, 2021-03-13, 4.55
35-59, 2021-03-12, 4.33
35-59, 2021-03-11, 4
35-59, 2021-03-10, 3.84
35-59, 2021-03-09, 3.78
35-59, 2021-03-08, 3.77
35-59, 2021-03-07, 3.84
35-59, 2021-03-06, 3.8
35-59, 2021-03-05, 3.82
35-59, 2021-03-04, 3.81
35-59, 2021-03-03, 3.89
35-59, 2021-03-02, 3.97
35-59, 2021-03-01, 3.96
35-59, 2021-02-28, 3.88
35-59, 2021-02-27, 3.92
35-59, 2021-02-26, 3.92
35-59, 2021-02-25, 4.07
35-59, 2021-02-24, 3.91
35-59, 2021-02-23, 3.72
35-59, 2021-02-22, 3.74
35-59, 2021-02-21, 3.76
35-59, 2021-02-20, 3.59
35-59, 2021-02-19, 3.61
35-59, 2021-02-18, 3.47
35-59, 2021-02-17, 3.56
35-59, 2021-02-16, 3.53
35-59, 2021-02-15, 3.5
35-59, 2021-02-14, 3.51
35-59, 2021-02-13, 3.57
35-59, 2021-02-12, 3.52
35-59, 2021-02-11, 3.72
35-59, 2021-02-10, 3.77
35-59, 2021-02-09, 3.99
35-59, 2021-02-08, 4.09
35-59, 2021-02-07, 4.08
35-59, 2021-02-06, 4.17
35-59, 2021-02-05, 4.31
35-59, 2021-02-04, 4.31
35-59, 2021-02-03, 4.47
35-59, 2021-02-02, 4.41
35-59, 2021-02-01, 4.45
35-59, 2021-01-31, 4.52
35-59, 2021-01-30, 4.67
35-59, 2021-01-29, 4.76
35-59, 2021-01-28, 4.92
35-59, 2021-01-27, 5.01
35-59, 2021-01-26, 5.26
35-59, 2021-01-25, 5.35
35-59, 2021-01-24, 5.42
35-59, 2021-01-23, 5.37
35-59, 2021-01-22, 5.53
35-59, 2021-01-21, 5.52
35-59, 2021-01-20, 5.54
35-59, 2021-01-19, 5.64
35-59, 2021-01-18, 5.79
35-59, 2021-01-17, 5.78
35-59, 2021-01-16, 5.84
35-59, 2021-01-15, 5.93
35-59, 2021-01-14, 6.17
35-59, 2021-01-13, 6.22
35-59, 2021-01-12, 6.4
35-59, 2021-01-11, 6.55
35-59, 2021-01-10, 6.83
35-59, 2021-01-09, 6.91
35-59, 2021-01-08, 6.39
35-59, 2021-01-07, 6.09
35-59, 2021-01-06, 6.39
35-59, 2021-01-05, 6.66
35-59, 2021-01-04, 6.8
35-59, 2021-01-03, 6.83
