Altersgruppe, Week, difference, trend, value
>=80, 2020-12, , , 10.9
>=80, 2020-13, 4.2, 0.3652, 15.1
>=80, 2020-14, -0.8, -0.129, 14.3
>=80, 2020-15, -3.8, -0.6129, 10.5
>=80, 2020-16, -2.2, -0.3548, 8.3
>=80, 2020-17, -2.3, -0.371, 6
>=80, 2020-18, -1.5, -0.2419, 4.5
>=80, 2020-19, -1.8, -0.2903, 2.7
>=80, 2020-20, -0.8, -0.129, 1.9
>=80, 2020-21, -0.5, -0.0806, 1.4
>=80, 2020-22, -0.6, -0.0968, 0.8
>=80, 2020-23, -0.3, -0.0484, 0.5
>=80, 2020-24, , , 0.5
>=80, 2020-25, -0.2, -0.0323, 0.3
>=80, 2020-26, , , 0.3
>=80, 2020-27, -0.1, -0.0161, 0.2
>=80, 2020-28, , , 0.2
>=80, 2020-29, 0.1, 0.0087, 0.3
>=80, 2020-30, , , 0.3
>=80, 2020-31, , , 0.3
>=80, 2020-32, , , 0.3
>=80, 2020-33, , , 0.3
>=80, 2020-34, -0.1, -0.0161, 0.2
>=80, 2020-35, , , 0.2
>=80, 2020-36, 0.1, 0.0087, 0.3
>=80, 2020-37, 0.1, 0.0087, 0.4
>=80, 2020-38, 0.2, 0.0174, 0.6
>=80, 2020-39, 0.2, 0.0174, 0.8
>=80, 2020-40, 0.1, 0.0087, 0.9
>=80, 2020-41, 0.6, 0.0522, 1.5
>=80, 2020-42, 1.1, 0.0957, 2.6
>=80, 2020-43, 2.3, 0.2, 4.9
>=80, 2020-44, 1.7, 0.1478, 6.6
>=80, 2020-45, 1.9, 0.1652, 8.5
>=80, 2020-46, 1.4, 0.1217, 9.9
>=80, 2020-47, 2, 0.1739, 11.9
>=80, 2020-48, 1.9, 0.1652, 13.8
>=80, 2020-49, 1.8, 0.1565, 15.6
>=80, 2020-50, 2.4, 0.2087, 18
>=80, 2020-51, 1.4, 0.1217, 19.4
>=80, 2020-52, 2.7, 0.2348, 22.1
>=80, 2020-53, -0.3, -0.0484, 21.8
>=80, 2021-01, -3, -0.4839, 18.8
