Altersgruppe, Meldedatum, difference, trend, value
0-4, 2020-03-09, , , 33.3333
0-4, 2020-03-10, , , 66.6667
0-4, 2020-03-11, , , 166.6667
0-4, 2020-03-12, , , 433.3333
0-4, 2020-03-13, , , 500
0-4, 2020-03-14, , , 1700
0-4, 2020-03-15, , , 425
0-4, 2020-03-16, 566.6667, 3.1996, 600
0-4, 2020-03-17, 613.3333, 3.4631, 680
0-4, 2020-03-18, 308.3333, 1.741, 475
0-4, 2020-03-19, -152.0833, -1.2911, 281.25
0-4, 2020-03-20, -172.2222, -1.4621, 327.7778
0-4, 2020-03-21, -1311.1111, -11.1306, 388.8889
0-4, 2020-03-22, -125, -1.0612, 300
0-4, 2020-03-23, -314.2857, -2.6681, 285.7143
0-4, 2020-03-24, -418.4615, -3.5525, 261.5385
0-4, 2020-03-25, -246.7391, -2.0947, 228.2609
0-4, 2020-03-26, -122.2336, -1.0377, 159.0164
0-4, 2020-03-27, -212.1934, -1.8014, 115.5844
0-4, 2020-03-28, -272.9798, -2.3175, 115.9091
0-4, 2020-03-29, -165.4762, -1.4048, 134.5238
0-4, 2020-03-30, -172.7513, -1.4666, 112.963
0-4, 2020-03-31, -196.2902, -1.6664, 65.2482
0-4, 2020-04-01, -175.943, -1.4937, 52.3179
0-4, 2020-04-02, -98.8898, -0.8395, 60.1266
0-4, 2020-04-03, -62.5724, -0.5312, 53.012
0-4, 2020-04-04, -76.9617, -0.6534, 38.9474
0-4, 2020-04-05, -97.468, -0.8275, 37.0558
0-4, 2020-04-06, -92.5282, -0.7855, 20.4348
0-4, 2020-04-07, -43.3598, -0.3681, 21.8884
0-4, 2020-04-08, -33.6222, -0.2854, 18.6957
0-4, 2020-04-09, -56.5693, -0.4802, 3.5573
0-4, 2020-04-10, -55.768, -0.4734, -2.7559
0-4, 2020-04-11, -54.0989, -0.4593, -15.1515
0-4, 2020-04-12, -55.9447, -0.4749, -18.8889
0-4, 2020-04-13, -43.1785, -0.3666, -22.7437
0-4, 2020-04-14, -49.3532, -0.419, -27.4648
0-4, 2020-04-15, -58.2561, -0.4946, -39.5604
0-4, 2020-04-16, -45.542, -0.3866, -41.9847
0-4, 2020-04-17, -34.8959, -0.2962, -37.6518
0-4, 2020-04-18, -12.5271, -0.1063, -27.6786
0-4, 2020-04-19, -20.8371, -0.1769, -39.726
0-4, 2020-04-20, -9.9666, -0.0846, -32.7103
0-4, 2020-04-21, 0.7658, 0.0043, -26.699
0-4, 2020-04-22, 32.2877, 0.1823, -7.2727
0-4, 2020-04-23, 57.1163, 0.3225, 15.1316
0-4, 2020-04-24, 40.2492, 0.2273, 2.5974
0-4, 2020-04-25, 24.5922, 0.1389, -3.0864
0-4, 2020-04-26, 63.9685, 0.3612, 24.2424
0-4, 2020-04-27, 46.5992, 0.2631, 13.8889
0-4, 2020-04-28, 37.2951, 0.2106, 10.596
0-4, 2020-04-29, 17.0766, 0.0964, 9.8039
0-4, 2020-04-30, -31.703, -0.2691, -16.5714
0-4, 2020-05-01, -12.724, -0.108, -10.1266
0-4, 2020-05-02, -14.748, -0.1252, -17.8344
0-4, 2020-05-03, -51.0717, -0.4336, -26.8293
0-4, 2020-05-04, -40.1084, -0.3405, -26.2195
0-4, 2020-05-05, -35.7457, -0.3035, -25.1497
0-4, 2020-05-06, -38.9706, -0.3308, -29.1667
0-4, 2020-05-07, 2.1879, 0.0124, -14.3836
0-4, 2020-05-08, -0.4368, -0.0037, -10.5634
0-4, 2020-05-09, 18.6096, 0.1051, 0.7752
0-4, 2020-05-10, 32.6626, 0.1844, 5.8333
0-4, 2020-05-11, 26.2195, 0.148, 
0-4, 2020-05-12, 17.1497, 0.0968, -8
0-4, 2020-05-13, 16.5616, 0.0935, -12.605
0-4, 2020-05-14, -12.0164, -0.102, -26.4
0-4, 2020-05-15, -8.3343, -0.0708, -18.8976
0-4, 2020-05-16, -30.006, -0.2547, -29.2308
0-4, 2020-05-17, -34.9672, -0.2969, -29.1339
0-4, 2020-05-18, -22.314, -0.1894, -22.314
0-4, 2020-05-19, -2.4348, -0.0207, -10.4348
0-4, 2020-05-20, 27.9897, 0.158, 15.3846
0-4, 2020-05-21, 55.7478, 0.3148, 29.3478
0-4, 2020-05-22, 41.2277, 0.2328, 22.3301
0-4, 2020-05-23, 65.1003, 0.3676, 35.8696
0-4, 2020-05-24, 65.8005, 0.3715, 36.6667
0-4, 2020-05-25, 51.0375, 0.2882, 28.7234
0-4, 2020-05-26, 17.2309, 0.0973, 6.7961
0-4, 2020-05-27, -42.8846, -0.3641, -27.5
0-4, 2020-05-28, -63.8016, -0.5416, -34.4538
0-4, 2020-05-29, -60.4253, -0.513, -38.0952
0-4, 2020-05-30, -78.2696, -0.6645, -42.4
0-4, 2020-05-31, -76.5041, -0.6495, -39.8374
0-4, 2020-06-01, -67.5664, -0.5736, -38.843
0-4, 2020-06-02, -44.0688, -0.3741, -37.2727
0-4, 2020-06-03, 7.9598, 0.0449, -19.5402
0-4, 2020-06-04, 31.8897, 0.1801, -2.5641
0-4, 2020-06-05, 47.0696, 0.2658, 8.9744
0-4, 2020-06-06, 75.7333, 0.4276, 33.3333
0-4, 2020-06-07, 65.5131, 0.3699, 25.6757
0-4, 2020-06-08, 61.8159, 0.349, 22.973
0-4, 2020-06-09, 93.7945, 0.5296, 56.5217
0-4, 2020-06-10, 70.9688, 0.4007, 51.4286
0-4, 2020-06-11, 44.6694, 0.2522, 42.1053
