Altersgruppe, Meldedatum, difference, trend, value
0-4, 2022-11-08, 0.3773, 0.1136, 3.22
0-4, 2022-11-07, -0.7043, -0.2857, 3.62
0-4, 2022-11-06, -0.805, -0.3265, 3.67
0-4, 2022-11-05, -1.0062, -0.4082, 3.7
0-4, 2022-11-04, -1.3584, -0.551, 3.72
0-4, 2022-11-03, -1.3081, -0.5306, 3.87
0-4, 2022-11-02, -1.7357, -0.7041, 3.9
0-4, 2022-11-01, -1.6351, -0.6633, 4.05
0-4, 2022-10-31, -0.805, -0.3265, 4.8
0-4, 2022-10-30, -0.9307, -0.3776, 4.91
0-4, 2022-10-29, -0.8301, -0.3367, 5.13
0-4, 2022-10-28, -0.7295, -0.2959, 5.46
0-4, 2022-10-27, -0.9559, -0.3878, 5.46
0-4, 2022-10-26, -0.981, -0.398, 5.94
0-4, 2022-10-25, -0.2012, -0.0816, 6.67
0-4, 2022-10-24, -0.4276, -0.1735, 6.49
0-4, 2022-10-23, -0.4276, -0.1735, 6.67
0-4, 2022-10-22, -0.5031, -0.2041, 6.57
0-4, 2022-10-21, -0.2767, -0.1122, 6.92
0-4, 2022-10-20, -0.1006, -0.0408, 7.22
0-4, 2022-10-19, 0.2012, 0.0606, 7.62
0-4, 2022-10-18, -0.8804, -0.3571, 7.32
0-4, 2022-10-17, 0.3522, 0.1061, 7.57
0-4, 2022-10-16, 0.3522, 0.1061, 7.55
0-4, 2022-10-15, 0.327, 0.0985, 7.6
0-4, 2022-10-14, 0.7295, 0.2197, 7.35
0-4, 2022-10-13, 1.3835, 0.4167, 7.65
0-4, 2022-10-12, 2.2388, 0.6742, 7.72
0-4, 2022-10-11, 3.3205, 1, 8.73
0-4, 2022-10-10, 1.132, 0.3409, 7.17
0-4, 2022-10-09, 1.1823, 0.3561, 7.14
0-4, 2022-10-08, 1.2326, 0.3712, 7.14
0-4, 2022-10-07, 1.0314, 0.3106, 7.07
0-4, 2022-10-06, 0.2264, 0.0682, 6.39
0-4, 2022-10-05, -0.7547, -0.3061, 5.76
0-4, 2022-10-04, -0.6792, -0.2755, 4.73
0-4, 2022-10-03, 0.7295, 0.2197, 5.76
0-4, 2022-10-02, 0.8804, 0.2652, 5.69
0-4, 2022-10-01, 1.0314, 0.3106, 5.63
0-4, 2022-09-30, 0.8301, 0.25, 5.31
0-4, 2022-09-29, 1.0062, 0.303, 5.46
0-4, 2022-09-28, 1.2074, 0.3636, 5.41
0-4, 2022-09-27, 0.654, 0.197, 4.58
0-4, 2022-09-26, 0.4528, 0.1364, 4.28
0-4, 2022-09-25, 0.4528, 0.1364, 4.13
0-4, 2022-09-24, 0.2264, 0.0682, 4.02
0-4, 2022-09-23, -0.2516, -0.102, 4.1
0-4, 2022-09-22, -0.4276, -0.1735, 3.65
0-4, 2022-09-21, -0.6289, -0.2551, 3.27
0-4, 2022-09-20, -0.7295, -0.2959, 3.25
0-4, 2022-09-19, -0.6037, -0.2449, 3.17
0-4, 2022-09-18, -0.6792, -0.2755, 3.22
0-4, 2022-09-17, -0.4528, -0.1837, 3.4
0-4, 2022-09-16, 0.2012, 0.0606, 3.62
0-4, 2022-09-15, 0.327, 0.0985, 3.65
0-4, 2022-09-14, 0.2767, 0.0833, 3.97
0-4, 2022-09-13, 0.4528, 0.1364, 4.15
0-4, 2022-09-12, 0.3522, 0.1061, 4.23
0-4, 2022-09-11, 0.3522, 0.1061, 4.25
0-4, 2022-09-10, 0.2012, 0.0606, 4.05
0-4, 2022-09-09, -0.0503, -0.0204, 3.65
0-4, 2022-09-08, -0.4779, -0.1939, 3.8
0-4, 2022-09-07, -0.5534, -0.2245, 3.62
0-4, 2022-09-06, -0.6289, -0.2551, 3.7
0-4, 2022-09-05, -1.0565, -0.4286, 3.7
0-4, 2022-09-04, -1.0817, -0.4388, 3.7
0-4, 2022-09-03, -1.0314, -0.4184, 3.85
0-4, 2022-09-02, -1.2326, -0.5, 4.13
0-4, 2022-09-01, -1.1068, -0.449, 4.18
0-4, 2022-08-31, -1.0817, -0.4388, 4.08
0-4, 2022-08-30, -0.7798, -0.3163, 4.43
0-4, 2022-08-29, -0.5031, -0.2041, 4.78
0-4, 2022-08-28, -0.4528, -0.1837, 4.8
0-4, 2022-08-27, -0.4528, -0.1837, 4.8
0-4, 2022-08-26, -0.1258, -0.051, 4.98
0-4, 2022-08-25, 0.2516, 0.0758, 5.38
0-4, 2022-08-24, 0.1761, 0.053, 5.74
0-4, 2022-08-23, 0.1761, 0.053, 5.71
0-4, 2022-08-22, -0.1258, -0.051, 5.76
0-4, 2022-08-21, -0.1258, -0.051, 5.71
0-4, 2022-08-20, -0.3019, -0.1224, 5.71
0-4, 2022-08-19, -0.3773, -0.1531, 5.79
0-4, 2022-08-18, -0.4025, -0.1633, 5.53
0-4, 2022-08-17, -0.6792, -0.2755, 5.69
0-4, 2022-08-16, -0.981, -0.398, 5.74
0-4, 2022-08-15, -0.9559, -0.3878, 6.06
0-4, 2022-08-14, -1.1068, -0.449, 6.09
0-4, 2022-08-13, -1.0314, -0.4184, 6.21
0-4, 2022-08-12, -1.2074, -0.4898, 6.11
0-4, 2022-08-11, -1.2829, -0.5204, 6.21
0-4, 2022-08-10, -1.0062, -0.4082, 6.84
0-4, 2022-08-09, -0.7798, -0.3163, 6.94
0-4, 2022-08-08, -0.1509, -0.0612, 7.14
0-4, 2022-08-07, -0.3019, -0.1224, 7.35
0-4, 2022-08-06, -0.2767, -0.1122, 7.32
0-4, 2022-08-05, 0.0252, 0.0076, 7.82
0-4, 2022-08-04, -0.4276, -0.1735, 8.25
0-4, 2022-08-03, -0.2767, -0.1122, 7.95
0-4, 2022-08-02, -0.3773, -0.1531, 8
0-4, 2022-08-01, -0.7043, -0.2857, 8.48
0-4, 2022-07-31, -0.5786, -0.2347, 8.6
0-4, 2022-07-30, -0.654, -0.2653, 8.63
0-4, 2022-07-29, -0.7798, -0.3163, 8.65
0-4, 2022-07-28, -0.1509, -0.0612, 8.96
0-4, 2022-07-27, -0.1258, -0.051, 8.9
0-4, 2022-07-26, 0.7295, 0.2197, 9.81
0-4, 2022-07-25, 0.5283, 0.1591, 9.48
0-4, 2022-07-24, 0.5534, 0.1667, 9.36
0-4, 2022-07-23, 0.6037, 0.1818, 9.38
0-4, 2022-07-22, 1.0062, 0.303, 9.18
0-4, 2022-07-21, 0.6037, 0.1818, 9.16
0-4, 2022-07-20, 1.1068, 0.3333, 9.28
0-4, 2022-07-19, 0.5031, 0.1515, 8.73
0-4, 2022-07-18, 0.6792, 0.2045, 8.78
0-4, 2022-07-17, 0.7043, 0.2121, 8.83
0-4, 2022-07-16, 0.8553, 0.2576, 8.8
0-4, 2022-07-15, 0.1761, 0.053, 8.85
0-4, 2022-07-14, 0.7798, 0.2348, 8.55
0-4, 2022-07-13, 0.4528, 0.1364, 8.15
0-4, 2022-07-12, 0.0252, 0.0076, 7.85
0-4, 2022-07-11, -0.2012, -0.0816, 7.42
0-4, 2022-07-10, -0.1258, -0.051, 7.32
0-4, 2022-07-09, -0.3522, -0.1429, 7.12
0-4, 2022-07-08, , , 7.14
0-4, 2022-07-07, -0.1761, -0.0714, 6.82
0-4, 2022-07-06, -0.1761, -0.0714, 6.77
0-4, 2022-07-05, 0.4528, 0.1364, 6.84
0-4, 2022-07-04, 0.7547, 0.2273, 7.22
0-4, 2022-07-03, 0.7043, 0.2121, 7.17
0-4, 2022-07-02, 0.7043, 0.2121, 7.42
0-4, 2022-07-01, 0.8553, 0.2576, 7.42
0-4, 2022-06-30, 1.132, 0.3409, 7.45
0-4, 2022-06-29, 1.3081, 0.3939, 7.35
0-4, 2022-06-28, 0.8301, 0.25, 7.07
0-4, 2022-06-27, 1.1571, 0.3485, 6.57
0-4, 2022-06-26, 1.3081, 0.3939, 6.59
0-4, 2022-06-25, 1.5345, 0.4621, 6.57
0-4, 2022-06-24, 1.4842, 0.447, 6.24
