Altersgruppe, Meldedatum, difference, trend, value
60-79, 2022-11-29, 1.0481, 0.0924, 9.57
60-79, 2022-11-28, 0.7206, 0.0635, 11.37
60-79, 2022-11-27, 0.7315, 0.0645, 11.52
60-79, 2022-11-26, 0.7697, 0.0679, 11.7
60-79, 2022-11-25, 0.535, 0.0472, 12.02
60-79, 2022-11-24, 0.4695, 0.0414, 12.15
60-79, 2022-11-23, -0.0491, -0.0065, 12.37
60-79, 2022-11-22, -0.6168, -0.0821, 12.24
60-79, 2022-11-21, -0.9717, -0.1294, 12.14
60-79, 2022-11-20, -1.0536, -0.1403, 12.17
60-79, 2022-11-19, -1.2228, -0.1628, 12.16
60-79, 2022-11-18, -1.3865, -0.1846, 12.43
60-79, 2022-11-17, -2.058, -0.274, 12.53
60-79, 2022-11-16, -3.1061, -0.4135, 12.88
60-79, 2022-11-15, -2.6148, -0.3481, 13.29
60-79, 2022-11-14, -0.9717, -0.1294, 13.92
60-79, 2022-11-13, -1.0972, -0.1461, 14
60-79, 2022-11-12, -1.1191, -0.149, 14.21
60-79, 2022-11-11, -0.8025, -0.1068, 14.53
60-79, 2022-11-10, 0.595, 0.0525, 15.34
60-79, 2022-11-09, 2.6093, 0.23, 16.78
60-79, 2022-11-08, -0.0382, -0.0051, 16.94
60-79, 2022-11-07, -4.4326, -0.5901, 16.14
60-79, 2022-11-06, -4.6509, -0.6192, 16.29
60-79, 2022-11-05, -4.8966, -0.6519, 16.31
60-79, 2022-11-04, -5.246, -0.6984, 16.78
60-79, 2022-11-03, -6.4141, -0.8539, 17.39
60-79, 2022-11-02, -7.5114, -1, 17.34
60-79, 2022-11-01, -5.8628, -0.7805, 19.24
60-79, 2022-10-31, -4.1924, -0.5581, 23.02
60-79, 2022-10-30, -4.3725, -0.5821, 23.31
60-79, 2022-10-29, -4.5254, -0.6025, 23.64
60-79, 2022-10-28, -4.4217, -0.5887, 24.74
60-79, 2022-10-27, -3.1825, -0.4237, 25.98
60-79, 2022-10-26, -2.9423, -0.3917, 26.93
60-79, 2022-10-25, -1.5885, -0.2115, 28.69
60-79, 2022-10-24, -0.2948, -0.0392, 30.83
60-79, 2022-10-23, -0.1965, -0.0262, 31.06
60-79, 2022-10-22, -0.1638, -0.0218, 31.32
60-79, 2022-10-21, 0.8025, 0.0707, 32.21
60-79, 2022-10-20, 1.0372, 0.0914, 32.8
60-79, 2022-10-19, 1.392, 0.1227, 34.1
60-79, 2022-10-18, -0.2839, -0.0378, 33.97
60-79, 2022-10-17, 4.0505, 0.3571, 33.37
60-79, 2022-10-16, 4.1979, 0.3701, 33.3
60-79, 2022-10-15, 4.4872, 0.3956, 33.3
60-79, 2022-10-14, 5.4643, 0.4817, 32.92
60-79, 2022-10-13, 7.293, 0.6429, 32.8
60-79, 2022-10-12, 9.149, 0.8065, 33.26
60-79, 2022-10-11, 11.3435, 1, 35.26
60-79, 2022-10-10, 3.5537, 0.3133, 28.15
60-79, 2022-10-09, 3.7611, 0.3316, 27.93
60-79, 2022-10-08, 3.8267, 0.3373, 27.55
60-79, 2022-10-07, 3.1607, 0.2786, 26.22
60-79, 2022-10-06, 1.7468, 0.154, 24.46
60-79, 2022-10-05, 0.202, 0.0178, 21.5
60-79, 2022-10-04, 0.2784, 0.0245, 17.26
60-79, 2022-10-03, 4.5691, 0.4028, 20.36
60-79, 2022-10-02, 4.8311, 0.4259, 20.08
60-79, 2022-10-01, 5.1422, 0.4533, 19.9
60-79, 2022-09-30, 4.7274, 0.4167, 18.95
60-79, 2022-09-29, 4.045, 0.3566, 17.65
60-79, 2022-09-28, 3.9304, 0.3465, 16.46
60-79, 2022-09-27, 2.5875, 0.2281, 14.44
60-79, 2022-09-26, 1.9543, 0.1723, 12.63
60-79, 2022-09-25, 1.987, 0.1752, 12.32
60-79, 2022-09-24, 2.0307, 0.179, 11.95
60-79, 2022-09-23, 1.4739, 0.1299, 11.11
60-79, 2022-09-22, 0.8516, 0.0751, 10.37
60-79, 2022-09-21, 0.5786, 0.051, 9.54
60-79, 2022-09-20, 0.4149, 0.0366, 9.07
60-79, 2022-09-19, 0.7315, 0.0645, 8.69
60-79, 2022-09-18, 0.6496, 0.0573, 8.69
60-79, 2022-09-17, 0.5732, 0.0505, 8.62
60-79, 2022-09-16, 0.4149, 0.0366, 8.59
60-79, 2022-09-15, 0.5623, 0.0496, 8.33
60-79, 2022-09-14, 0.1474, 0.013, 8.2
60-79, 2022-09-13, 0.1474, 0.013, 8.12
60-79, 2022-09-12, -0.5077, -0.0676, 7.72
60-79, 2022-09-11, -0.535, -0.0712, 7.8
60-79, 2022-09-10, -0.5131, -0.0683, 7.9
60-79, 2022-09-09, -0.4749, -0.0632, 7.7
60-79, 2022-09-08, -0.9335, -0.1243, 7.64
