Week, difference, trend, value
2021-06, -0.0108, -0.1213, 6.4
2021-07, -0.0027, -0.0303, 6.13
2021-08, 0.0001, 0.001, 6.14
2021-09, 0.0006, 0.0061, 6.2
2021-10, 0.0047, 0.0476, 6.67
2021-11, 0.012, 0.1215, 7.87
2021-12, 0.0143, 0.1447, 9.3
2021-13, 0.016, 0.1619, 10.9
2021-14, 0.0111, 0.1123, 12.01
2021-15, 0.004, 0.0405, 12.41
2021-16, -0.0003, -0.0034, 12.38
2021-17, -0.0124, -0.1393, 11.14
2021-18, -0.0092, -0.1034, 10.22
2021-19, -0.0203, -0.2281, 8.19
2021-20, -0.0244, -0.2742, 5.75
2021-21, -0.0161, -0.1809, 4.14
2021-22, -0.0103, -0.1157, 3.11
2021-23, -0.0081, -0.091, 2.3
2021-24, -0.0087, -0.0978, 1.43
2021-25, -0.0046, -0.0517, 0.97
2021-26, -0.0016, -0.018, 0.81
2021-27, 0.0031, 0.0314, 1.12
2021-28, 0.0049, 0.0496, 1.61
2021-29, 0.007, 0.0709, 2.31
2021-30, 0.006, 0.0607, 2.91
2021-31, 0.0088, 0.0891, 3.79
2021-32, 0.022, 0.2227, 5.99
2021-33, 0.0177, 0.1791, 7.76
2021-34, 0.0039, 0.0395, 8.15
2021-35, 0.0049, 0.0496, 8.64
2021-36, -0.0076, -0.0854, 7.88
2021-37, -0.0051, -0.0573, 7.37
2021-38, -0.01, -0.1124, 6.37
2021-39, , , 6.37
2021-40, 0.0009, 0.0091, 6.46
2021-41, 0.0161, 0.163, 8.07
2021-42, 0.0274, 0.2773, 10.81
2021-43, 0.0127, 0.1285, 12.08
2021-44, 0.037, 0.3745, 15.78
2021-45, 0.013, 0.1316, 17.08
2021-46, 0.0253, 0.2561, 19.61
2021-47, 0.0137, 0.1387, 20.98
2021-48, -0.0042, -0.0472, 20.56
2021-49, -0.009, -0.1011, 19.66
2021-50, -0.0123, -0.1382, 18.43
2021-51, -0.0216, -0.2427, 16.27
2021-52, 0.0522, 0.5283, 21.49
2022-01, 0.013, 0.1316, 22.79
2022-02, 0.0164, 0.166, 24.43
2022-03, 0.0765, 0.7743, 32.08
2022-04, 0.0834, 0.8441, 40.42
2022-05, 0.0393, 0.3978, 44.35
2022-06, -0.004, -0.0449, 43.95
2022-07, 0.0143, 0.1447, 45.38
2022-08, -0.0054, -0.0607, 44.84
2022-09, 0.0586, 0.5931, 50.7
2022-10, 0.022, 0.2227, 52.9
2022-11, 0.0266, 0.2692, 55.56
2022-12, -0.0041, -0.0461, 55.15
2022-13, -0.0353, -0.3966, 51.62
2022-14, -0.0248, -0.2787, 49.14
2022-15, 0.0512, 0.5182, 54.26
2022-16, -0.0392, -0.4404, 50.34
2022-17, -0.089, -1, 41.44
2022-18, -0.0031, -0.0348, 41.13
2022-19, -0.0292, -0.3281, 38.21
2022-20, -0.0611, -0.6865, 32.1
2022-21, -0.0368, -0.4135, 28.42
2022-22, 0.0412, 0.417, 32.54
2022-23, 0.0885, 0.8957, 41.39
2022-24, 0.0344, 0.3482, 44.83
2022-25, 0.0503, 0.5091, 49.86
2022-26, 0.03, 0.3036, 52.86
2022-27, 0.0045, 0.0455, 53.31
2022-28, 0.0194, 0.1964, 55.25
2022-29, -0.0124, -0.1393, 54.01
2022-30, -0.0496, -0.5573, 49.05
2022-31, -0.0469, -0.527, 44.36
2022-32, -0.0398, -0.4472, 40.38
2022-33, -0.023, -0.2584, 38.08
2022-34, -0.037, -0.4157, 34.38
2022-35, -0.0224, -0.2517, 32.14
2022-36, -0.0024, -0.027, 31.9
2022-37, 0.0188, 0.1903, 33.78
2022-38, 0.0408, 0.413, 37.86
2022-39, 0.0988, 1, 47.74
2022-40, 0.0697, 0.7055, 54.71
2022-41, -0.0264, -0.2966, 52.07
