Week, difference, trend, value
2020-10, , , 2.48
2020-11, 0.0332, 0.336, 5.8
2020-12, 0.0111, 0.1123, 6.91
2020-13, 0.0187, 0.1893, 8.78
2020-14, 0.0023, 0.0233, 9.01
2020-15, -0.01, -0.1124, 8.01
2020-16, -0.0133, -0.1494, 6.68
2020-17, -0.017, -0.191, 4.98
2020-18, -0.0114, -0.1281, 3.84
2020-19, -0.012, -0.1348, 2.64
2020-20, -0.0099, -0.1112, 1.65
2020-21, -0.0016, -0.018, 1.49
2020-22, -0.0043, -0.0483, 1.06
2020-23, -0.0012, -0.0135, 0.94
2020-24, -0.0004, -0.0045, 0.9
2020-25, 0.0055, 0.0557, 1.45
2020-26, -0.0062, -0.0697, 0.83
2020-27, -0.0021, -0.0236, 0.62
2020-28, -0.0003, -0.0034, 0.59
2020-29, 0.0007, 0.0071, 0.66
2020-30, 0.0016, 0.0162, 0.82
2020-31, 0.0018, 0.0182, 1
2020-32, 0.0002, 0.002, 1.02
2020-33, -0.0004, -0.0045, 0.98
2020-34, -0.0012, -0.0135, 0.86
2020-35, -0.0013, -0.0146, 0.73
2020-36, 0.0005, 0.0051, 0.78
2020-37, 0.0013, 0.0132, 0.91
2020-38, 0.0028, 0.0283, 1.19
2020-39, 0.0005, 0.0051, 1.24
2020-40, 0.0053, 0.0536, 1.77
2020-41, 0.0071, 0.0719, 2.48
2020-42, 0.011, 0.1113, 3.58
2020-43, 0.0196, 0.1984, 5.54
2020-44, 0.0156, 0.1579, 7.1
2020-45, 0.0076, 0.0769, 7.86
2020-46, 0.0093, 0.0941, 8.79
2020-47, 0.0058, 0.0587, 9.37
2020-48, -0.0004, -0.0045, 9.33
2020-49, 0.0058, 0.0587, 9.91
2020-50, 0.0127, 0.1285, 11.18
2020-51, 0.0026, 0.0263, 11.44
2020-52, 0.0153, 0.1549, 12.97
2020-53, 0.0239, 0.2419, 15.36
2021-01, -0.0255, -0.2865, 12.81
2021-02, -0.0237, -0.2663, 10.44
2021-03, -0.0055, -0.0618, 9.89
2021-04, -0.0143, -0.1607, 8.46
2021-05, -0.0098, -0.1101, 7.48
