Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 7.7
2022-06-16, -7.7, fallend, -0.1869, 
2022-06-23, 12.5, fallend, 0.2654, 12.5
2022-06-30, -5.8, fallend, -0.1408, 6.7
2022-07-07, -0.5, fallend, -0.0121, 6.2
2022-07-14, 7.1, fallend, 0.1507, 13.3
2022-07-21, 4.3, fallend, 0.0913, 17.6
2022-07-28, 47.1, fallend, 1, 64.7
2022-08-04, 11.8, fallend, 0.2505, 76.5
2022-08-11, -1.5, fallend, -0.0364, 75
2022-08-18, -10.3, fallend, -0.25, 64.7
2022-08-25, 5.9, fallend, 0.1253, 70.6
2022-09-01, -41.2, fallend, -1, 29.4
2022-09-08, -4.4, fallend, -0.1068, 25
2022-09-15, 1.7, fallend, 0.0361, 26.7
2022-09-22, -26.7, fallend, -0.6481, 
2022-09-29, , fallend, , 
2022-10-06, 6.2, fallend, 0.1316, 6.2
2022-10-13, 8.1, fallend, 0.172, 14.3
2022-10-20, 15.7, fallend, 0.3333, 30
