Altersgruppe, Meldedatum, difference, trend, value
35-59, 2020-03-06, , , 2280
35-59, 2020-03-07, , , 1007.6923
35-59, 2020-03-08, , , 1176.9231
35-59, 2020-03-09, , , 652
35-59, 2020-03-10, , , 479.0698
35-59, 2020-03-11, , , 630.6452
35-59, 2020-03-12, , , 881.4815
35-59, 2020-03-13, -1453.1092, -11.5411, 826.8908
35-59, 2020-03-14, -65.3312, -0.5189, 942.3611
35-59, 2020-03-15, -158.2484, -1.2569, 1018.6747
35-59, 2020-03-16, 554.9149, 4.4063, 1206.9149
35-59, 2020-03-17, 732.1752, 5.8138, 1211.245
35-59, 2020-03-18, 59.2003, 0.4701, 689.8455
35-59, 2020-03-19, -388.9029, -3.0888, 492.5786
35-59, 2020-03-20, -409.937, -3.2559, 416.9538
35-59, 2020-03-21, -620.7755, -4.9304, 321.5856
35-59, 2020-03-22, -764.3936, -6.0711, 254.2811
35-59, 2020-03-23, -980.6227, -7.7885, 226.2922
35-59, 2020-03-24, -1027.784, -8.163, 183.4609
35-59, 2020-03-25, -518.2692, -4.1163, 171.5763
35-59, 2020-03-26, -375.215, -2.9801, 117.3636
35-59, 2020-03-27, -326.1786, -2.5906, 90.7752
35-59, 2020-03-28, -236.2348, -1.8763, 85.3508
35-59, 2020-03-29, -173.2049, -1.3757, 81.0762
35-59, 2020-03-30, -166.5068, -1.3225, 59.7855
35-59, 2020-03-31, -142.4561, -1.1314, 41.0049
35-59, 2020-04-01, -136.8331, -1.0868, 34.7432
35-59, 2020-04-02, -91.2699, -0.7249, 26.0937
35-59, 2020-04-03, -72.4814, -0.5757, 18.2938
35-59, 2020-04-04, -77.1745, -0.6129, 8.1763
35-59, 2020-04-05, -71.767, -0.57, 9.3092
35-59, 2020-04-06, -57.1703, -0.4541, 2.6151
35-59, 2020-04-07, -42.0547, -0.334, -1.0498
35-59, 2020-04-08, -42.7093, -0.3392, -7.9661
35-59, 2020-04-09, -36.5182, -0.29, -10.4244
