Meldedatum, difference, group, trend, value
2022-06-09, , gleichbleibend, , 30.8
2022-06-16, , gleichbleibend, , 30.8
2022-06-23, 0.4, gleichbleibend, 0.0097, 31.2
2022-06-30, 22.1, gleichbleibend, 0.5364, 53.3
2022-07-07, 9.2, gleichbleibend, 0.2233, 62.5
2022-07-14, -15.8, gleichbleibend, -0.3835, 46.7
2022-07-21, 23.9, gleichbleibend, 0.5801, 70.6
2022-07-28, -41.2, gleichbleibend, -1, 29.4
2022-08-04, -5.9, gleichbleibend, -0.1432, 23.5
2022-08-11, 1.5, gleichbleibend, 0.0364, 25
2022-08-18, 4.4, gleichbleibend, 0.1068, 29.4
2022-08-25, -11.8, gleichbleibend, -0.2864, 17.6
2022-09-01, 41.2, gleichbleibend, 1, 58.8
2022-09-08, -21.3, gleichbleibend, -0.517, 37.5
2022-09-15, -10.8, gleichbleibend, -0.2621, 26.7
2022-09-22, -1.7, gleichbleibend, -0.0413, 25
2022-09-29, , gleichbleibend, , 25
2022-10-06, 12.5, gleichbleibend, 0.3034, 37.5
2022-10-13, 12.5, gleichbleibend, 0.3034, 50
2022-10-20, -10, gleichbleibend, -0.2427, 40
