Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 21, , 66.7
2022-06-15, 5.3, trend, 25, 0.1963, 72
2022-06-22, -22, trend, 26, -0.8148, 50
2022-06-29, -3.8, trend, 26, -0.1407, 46.2
2022-07-06, -15.4, trend, 26, -0.5704, 30.8
2022-07-13, , trend, 26, , 30.8
2022-07-20, -3.9, trend, 26, -0.1444, 26.9
2022-07-27, -23.1, trend, 26, -0.8556, 3.8
2022-08-03, -3.8, trend, 26, -0.1407, 
2022-08-10, , trend, 26, , 
2022-08-17, 11.5, trend, 26, 0.4259, 11.5
2022-08-24, , trend, 26, , 11.5
2022-08-31, 7.7, trend, 26, 0.2852, 19.2
2022-09-07, , trend, 26, , 19.2
2022-09-14, 27, trend, 26, 1, 46.2
2022-09-21, 26.9, trend, 26, 0.9963, 73.1
2022-09-28, -3.9, trend, 26, -0.1444, 69.2
2022-10-05, -23, trend, 26, -0.8519, 46.2
2022-10-12, -27, trend, 26, -1, 19.2
2022-10-19, -7.7, trend, 26, -0.2852, 11.5
2022-10-26, -11.5, trend, 26, -0.4259, 
2022-11-02, 15.4, trend, 26, 0.5704, 15.4
2022-11-09, 7.7, trend, 26, 0.2852, 23.1
2022-11-16, -7.7, trend, 26, -0.2852, 15.4
2022-11-23, 3.8, trend, 26, 0.1407, 19.2
2022-11-30, 11.6, trend, 26, 0.4296, 30.8
2022-12-07, 25.7, trend, 23, 0.9519, 56.5
2022-12-14, -6.5, trend, 12, -0.2407, 50
