Week, difference, trend, value
2022-W15, -10, -0.5, 191
2022-W16, 6, 0.3529, 197
2022-W17, 2, 0.1176, 199
2022-W18, -4, -0.2, 195
2022-W19, -4, -0.2, 191
2022-W20, -4, -0.2, 187
2022-W21, 1, 0.0588, 188
2022-W22, 9, 0.5294, 197
2022-W23, -6, -0.3, 191
2022-W24, -4, -0.2, 187
2022-W25, 6, 0.3529, 193
2022-W26, 7, 0.4118, 200
2022-W27, -4, -0.2, 196
2022-W28, -1, -0.05, 195
2022-W29, , , 195
2022-W30, -4, -0.2, 191
2022-W31, 5, 0.2941, 196
2022-W32, -7, -0.35, 189
2022-W33, -1, -0.05, 188
2022-W34, 2, 0.1176, 190
2022-W35, 2, 0.1176, 192
2022-W36, 1, 0.0588, 193
2022-W37, , , 193
2022-W38, , , 193
2022-W39, 4, 0.2353, 197
2022-W40, 8, 0.4706, 205
2022-W41, 3, 0.1765, 208
2022-W42, -4, -0.2, 204
2022-W43, -2, -0.1, 202
2022-W44, -7, -0.35, 195
2022-W45, 3, 0.1765, 198
2022-W46, 4, 0.2353, 202
2022-W47, 2, 0.1176, 204
2022-W48, 6, 0.3529, 210
2022-W49, 12, 0.7059, 222
2022-W50, -6, -0.3, 216
2022-W51, , , 216
2022-W52, -20, -1, 196
2023-W01, 7, 0.4118, 203
2023-W02, 17, 1, 220
2023-W03, -18, -0.9, 202
2023-W04, -2, -0.1, 200
2023-W05, 1, 0.0588, 201
2023-W06, , , 201
2023-W07, , , 201
2023-W08, 2, 0.1176, 203
2023-W09, 5, 0.2941, 208
2023-W10, 5, 0.2941, 213
2023-W11, 3, 0.1765, 216
2023-W12, -10, -0.5, 206
2023-W13, -1, -0.05, 205
2023-W14, -10, -0.5, 195
2023-W15, -2, -0.1, 193
2023-W16, 12, 0.7059, 205
2023-W17, -3, -0.15, 202
2023-W18, -1, -0.05, 201
2023-W19, 2, 0.1176, 203
2023-W20, -8, -0.4, 195
