Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 29, , 3.4
2022-06-15, -0.5, fallend, 35, -0.0205, 2.9
2022-06-22, 2.8, fallend, 35, 0.0776, 5.7
2022-06-29, 2.9, fallend, 35, 0.0803, 8.6
2022-07-06, , fallend, 35, , 8.6
2022-07-13, 8.5, fallend, 35, 0.2355, 17.1
2022-07-20, -0.4, fallend, 36, -0.0164, 16.7
2022-07-27, 36.1, fallend, 36, 1, 52.8
2022-08-03, 22.2, fallend, 36, 0.615, 75
2022-08-10, 2.8, fallend, 36, 0.0776, 77.8
2022-08-17, -16.7, fallend, 36, -0.6844, 61.1
2022-08-24, -16.7, fallend, 36, -0.6844, 44.4
2022-08-31, -22.2, fallend, 36, -0.9098, 22.2
2022-09-07, -16.6, fallend, 36, -0.6803, 5.6
2022-09-14, 11.1, fallend, 36, 0.3075, 16.7
2022-09-21, -13.9, fallend, 36, -0.5697, 2.8
2022-09-28, -2.8, fallend, 36, -0.1148, 
2022-10-05, 8.3, fallend, 36, 0.2299, 8.3
2022-10-12, -0.1, fallend, 49, -0.0041, 8.2
2022-10-19, 21.8, fallend, 50, 0.6039, 30
2022-10-26, 19, fallend, 51, 0.5263, 49
2022-11-02, 4.8, fallend, 52, 0.133, 53.8
2022-11-09, -3.8, fallend, 52, -0.1557, 50
2022-11-16, -16, fallend, 53, -0.6557, 34
2022-11-23, -8.1, fallend, 54, -0.332, 25.9
2022-11-30, -18.5, fallend, 54, -0.7582, 7.4
2022-12-07, -1.9, fallend, 55, -0.0779, 5.5
2022-12-14, -0.1, fallend, 56, -0.0041, 5.4
2022-12-21, 3.5, fallend, 56, 0.097, 8.9
2022-12-28, 24.4, fallend, 57, 0.6759, 33.3
2023-01-04, 29.9, fallend, 57, 0.8283, 63.2
2023-01-11, -3.6, fallend, 57, -0.1475, 59.6
2023-01-18, -24.4, fallend, 54, -1, 35.2
2023-01-25, -23.7, fallend, 52, -0.9713, 11.5
2023-02-01, -5.6, fallend, 51, -0.2295, 5.9
2023-02-08, 2.6, fallend, 47, 0.072, 8.5
2023-02-15, 5.1, fallend, 22, 0.1413, 13.6
