Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 29, , 31
2022-06-15, 0.4, gleichbleibend, 35, 0.0151, 31.4
2022-06-22, , gleichbleibend, 35, , 31.4
2022-06-29, 8.6, gleichbleibend, 35, 0.3245, 40
2022-07-06, 14.3, gleichbleibend, 35, 0.5396, 54.3
2022-07-13, -2.9, gleichbleibend, 35, -0.1306, 51.4
2022-07-20, 12.5, gleichbleibend, 36, 0.4717, 63.9
2022-07-27, -22.2, gleichbleibend, 36, -1, 41.7
2022-08-03, -16.7, gleichbleibend, 36, -0.7523, 25
2022-08-10, -2.8, gleichbleibend, 36, -0.1261, 22.2
2022-08-17, 8.4, gleichbleibend, 36, 0.317, 30.6
2022-08-24, 11.1, gleichbleibend, 36, 0.4189, 41.7
2022-08-31, 11.1, gleichbleibend, 36, 0.4189, 52.8
2022-09-07, 8.3, gleichbleibend, 36, 0.3132, 61.1
2022-09-14, -22.2, gleichbleibend, 36, -1, 38.9
2022-09-21, -16.7, gleichbleibend, 36, -0.7523, 22.2
2022-09-28, 5.6, gleichbleibend, 36, 0.2113, 27.8
2022-10-05, 2.8, gleichbleibend, 36, 0.1057, 30.6
2022-10-12, 26.5, gleichbleibend, 49, 1, 57.1
2022-10-19, -13.1, gleichbleibend, 50, -0.5901, 44
2022-10-26, 1.1, gleichbleibend, 51, 0.0415, 45.1
2022-11-02, -8.6, gleichbleibend, 52, -0.3874, 36.5
2022-11-09, -5.7, gleichbleibend, 52, -0.2568, 30.8
2022-11-16, 22, gleichbleibend, 53, 0.8302, 52.8
2022-11-23, 2.8, gleichbleibend, 54, 0.1057, 55.6
2022-11-30, -3.7, gleichbleibend, 54, -0.1667, 51.9
2022-12-07, -13.7, gleichbleibend, 55, -0.6171, 38.2
2022-12-14, -4.3, gleichbleibend, 56, -0.1937, 33.9
2022-12-21, 19.7, gleichbleibend, 56, 0.7434, 53.6
2022-12-28, -2.7, gleichbleibend, 57, -0.1216, 50.9
2023-01-04, -21.1, gleichbleibend, 57, -0.9505, 29.8
2023-01-11, 3.5, gleichbleibend, 57, 0.1321, 33.3
2023-01-18, 14.8, gleichbleibend, 54, 0.5585, 48.1
2023-01-25, 3.8, gleichbleibend, 52, 0.1434, 51.9
2023-02-01, -18.6, gleichbleibend, 51, -0.8378, 33.3
2023-02-08, -20.5, gleichbleibend, 47, -0.9234, 12.8
2023-02-15, 0.8, gleichbleibend, 22, 0.0302, 13.6
