Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 19, , 68.4
2022-06-15, -3.2, steigend, 23, -0.1155, 65.2
2022-06-22, 9.8, steigend, 24, 0.4188, 75
2022-06-29, -12.5, steigend, 24, -0.4513, 62.5
2022-07-06, -16.7, steigend, 24, -0.6029, 45.8
2022-07-13, -8.3, steigend, 24, -0.2996, 37.5
2022-07-20, -20.8, steigend, 24, -0.7509, 16.7
2022-07-27, -8.4, steigend, 24, -0.3032, 8.3
2022-08-03, -8.3, steigend, 24, -0.2996, 
2022-08-10, , steigend, 24, , 
2022-08-17, 8.3, steigend, 24, 0.3547, 8.3
2022-08-24, 16.7, steigend, 24, 0.7137, 25
2022-08-31, , steigend, 24, , 25
2022-09-07, 16.7, steigend, 24, 0.7137, 41.7
2022-09-14, 16.6, steigend, 24, 0.7094, 58.3
2022-09-21, 22.5, steigend, 26, 0.9615, 80.8
2022-09-28, -7.7, steigend, 26, -0.278, 73.1
2022-10-05, -15.4, steigend, 26, -0.556, 57.7
2022-10-12, -14.1, steigend, 39, -0.509, 43.6
2022-10-19, -16.1, steigend, 40, -0.5812, 27.5
2022-10-26, -20.2, steigend, 41, -0.7292, 7.3
2022-11-02, -2.5, steigend, 42, -0.0903, 4.8
2022-11-09, 4.7, steigend, 42, 0.2009, 9.5
2022-11-16, -0.2, steigend, 43, -0.0072, 9.3
2022-11-23, 2.1, steigend, 44, 0.0897, 11.4
2022-11-30, 20.4, steigend, 44, 0.8718, 31.8
2022-12-07, 21.5, steigend, 45, 0.9188, 53.3
2022-12-14, 5.4, steigend, 46, 0.2308, 58.7
2022-12-21, -15.2, steigend, 46, -0.5487, 43.5
2022-12-28, -24.4, steigend, 47, -0.8809, 19.1
2023-01-04, -12.7, steigend, 47, -0.4585, 6.4
2023-01-11, -2.1, steigend, 47, -0.0758, 4.3
2023-01-18, 12.7, steigend, 47, 0.5427, 17
2023-01-25, 23.4, steigend, 47, 1, 40.4
2023-02-01, 14.9, steigend, 47, 0.6368, 55.3
2023-02-08, 10.7, steigend, 47, 0.4573, 66
2023-02-15, , steigend, 47, , 66
2023-02-22, -27.7, steigend, 47, -1, 38.3
2023-03-01, -10.6, steigend, 47, -0.3827, 27.7
2023-03-08, -6.4, steigend, 47, -0.231, 21.3
2023-03-15, -10.7, steigend, 47, -0.3863, 10.6
2023-03-22, -8.5, steigend, 47, -0.3069, 2.1
2023-03-29, 4.3, steigend, 47, 0.1838, 6.4
2023-04-05, -1.1, steigend, 38, -0.0397, 5.3
2023-04-12, -5.3, steigend, 36, -0.1913, 
2023-04-19, 9.5, steigend, 21, 0.406, 9.5
