Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 19, , 31.6
2022-06-15, 3.2, gleichbleibend, 23, 0.1159, 34.8
2022-06-22, -14, gleichbleibend, 24, -0.3733, 20.8
2022-06-29, 8.4, gleichbleibend, 24, 0.3043, 29.2
2022-07-06, 12.5, gleichbleibend, 24, 0.4529, 41.7
2022-07-13, 4.1, gleichbleibend, 24, 0.1486, 45.8
2022-07-20, 20.9, gleichbleibend, 24, 0.7572, 66.7
2022-07-27, -37.5, gleichbleibend, 24, -1, 29.2
2022-08-03, -16.7, gleichbleibend, 24, -0.4453, 12.5
2022-08-10, , gleichbleibend, 24, , 12.5
2022-08-17, 12.5, gleichbleibend, 24, 0.4529, 25
2022-08-24, 8.3, gleichbleibend, 24, 0.3007, 33.3
2022-08-31, 16.7, gleichbleibend, 24, 0.6051, 50
2022-09-07, , gleichbleibend, 24, , 50
2022-09-14, -20.8, gleichbleibend, 24, -0.5547, 29.2
2022-09-21, -10, gleichbleibend, 26, -0.2667, 19.2
2022-09-28, 7.7, gleichbleibend, 26, 0.279, 26.9
2022-10-05, 7.7, gleichbleibend, 26, 0.279, 34.6
2022-10-12, 11.6, gleichbleibend, 39, 0.4203, 46.2
2022-10-19, 1.3, gleichbleibend, 40, 0.0471, 47.5
2022-10-26, 3.7, gleichbleibend, 41, 0.1341, 51.2
2022-11-02, -10.7, gleichbleibend, 42, -0.2853, 40.5
2022-11-09, , gleichbleibend, 42, , 40.5
2022-11-16, 1.4, gleichbleibend, 43, 0.0507, 41.9
2022-11-23, 24, gleichbleibend, 44, 0.8696, 65.9
2022-11-30, -9.1, gleichbleibend, 44, -0.2427, 56.8
2022-12-07, -12.4, gleichbleibend, 45, -0.3307, 44.4
2022-12-14, -9.6, gleichbleibend, 46, -0.256, 34.8
2022-12-21, 17.4, gleichbleibend, 46, 0.6304, 52.2
2022-12-28, 7.4, gleichbleibend, 47, 0.2681, 59.6
2023-01-04, -25.6, gleichbleibend, 47, -0.6827, 34
2023-01-11, 4.3, gleichbleibend, 47, 0.1558, 38.3
2023-01-18, 14.9, gleichbleibend, 47, 0.5399, 53.2
2023-01-25, -2.1, gleichbleibend, 47, -0.056, 51.1
2023-02-01, -8.5, gleichbleibend, 47, -0.2267, 42.6
2023-02-08, -12.8, gleichbleibend, 47, -0.3413, 29.8
2023-02-15, -2.1, gleichbleibend, 47, -0.056, 27.7
2023-02-22, 27.6, gleichbleibend, 47, 1, 55.3
2023-03-01, 8.5, gleichbleibend, 47, 0.308, 63.8
2023-03-08, -2.1, gleichbleibend, 47, -0.056, 61.7
2023-03-15, -4.3, gleichbleibend, 47, -0.1147, 57.4
2023-03-22, -19.1, gleichbleibend, 47, -0.5093, 38.3
2023-03-29, -4.3, gleichbleibend, 47, -0.1147, 34
2023-04-05, 5.5, gleichbleibend, 38, 0.1993, 39.5
2023-04-12, 7.7, gleichbleibend, 36, 0.279, 47.2
2023-04-19, -4.3, gleichbleibend, 21, -0.1147, 42.9
