Altersgruppe, Meldedatum, value
60-79, 2022-10-06, 24.83
60-79, 2022-10-05, 21.87
60-79, 2022-10-04, 17.54
60-79, 2022-10-03, 20.7
60-79, 2022-10-02, 20.42
60-79, 2022-10-01, 20.2
60-79, 2022-09-30, 19.23
60-79, 2022-09-29, 17.91
60-79, 2022-09-28, 16.68
60-79, 2022-09-27, 14.6
60-79, 2022-09-26, 12.74
60-79, 2022-09-25, 12.42
60-79, 2022-09-24, 12.06
60-79, 2022-09-23, 11.21
60-79, 2022-09-22, 10.43
60-79, 2022-09-21, 9.61
60-79, 2022-09-20, 9.15
60-79, 2022-09-19, 8.77
60-79, 2022-09-18, 8.77
60-79, 2022-09-17, 8.7
60-79, 2022-09-16, 8.66
60-79, 2022-09-15, 8.4
60-79, 2022-09-14, 8.29
60-79, 2022-09-13, 8.23
60-79, 2022-09-12, 7.8
60-79, 2022-09-11, 7.88
60-79, 2022-09-10, 7.98
60-79, 2022-09-09, 7.78
60-79, 2022-09-08, 7.74
60-79, 2022-09-07, 7.76
60-79, 2022-09-06, 7.77
60-79, 2022-09-05, 8.28
60-79, 2022-09-04, 8.29
60-79, 2022-09-03, 8.26
60-79, 2022-09-02, 8.43
60-79, 2022-09-01, 8.75
60-79, 2022-08-31, 8.91
60-79, 2022-08-30, 9.2
60-79, 2022-08-29, 9.36
60-79, 2022-08-28, 9.27
60-79, 2022-08-27, 9.39
60-79, 2022-08-26, 9.74
60-79, 2022-08-25, 9.99
60-79, 2022-08-24, 10.28
60-79, 2022-08-23, 11.37
60-79, 2022-08-22, 11.61
60-79, 2022-08-21, 11.8
60-79, 2022-08-20, 11.8
60-79, 2022-08-19, 12.14
60-79, 2022-08-18, 12.29
60-79, 2022-08-17, 12.47
60-79, 2022-08-16, 11.84
60-79, 2022-08-15, 12.15
60-79, 2022-08-14, 12.13
60-79, 2022-08-13, 12.2
60-79, 2022-08-12, 12.39
60-79, 2022-08-11, 12.76
60-79, 2022-08-10, 13.09
60-79, 2022-08-09, 13.81
60-79, 2022-08-08, 14.79
60-79, 2022-08-07, 14.83
60-79, 2022-08-06, 14.98
60-79, 2022-08-05, 15.19
60-79, 2022-08-04, 15.59
60-79, 2022-08-03, 16.15
60-79, 2022-08-02, 16.84
60-79, 2022-08-01, 17.69
60-79, 2022-07-31, 17.92
60-79, 2022-07-30, 18.12
60-79, 2022-07-29, 18.69
60-79, 2022-07-28, 19.41
60-79, 2022-07-27, 19.68
60-79, 2022-07-26, 19.5
60-79, 2022-07-25, 18.77
60-79, 2022-07-24, 18.71
60-79, 2022-07-23, 18.58
60-79, 2022-07-22, 18.63
60-79, 2022-07-21, 18.37
60-79, 2022-07-20, 18.05
60-79, 2022-07-19, 17.65
60-79, 2022-07-18, 17.92
60-79, 2022-07-17, 17.91
60-79, 2022-07-16, 17.81
60-79, 2022-07-15, 17.11
60-79, 2022-07-14, 16.38
60-79, 2022-07-13, 16.21
60-79, 2022-07-12, 15.8
60-79, 2022-07-11, 14.85
60-79, 2022-07-10, 14.72
60-79, 2022-07-09, 14.7
60-79, 2022-07-08, 14.43
60-79, 2022-07-07, 14.06
60-79, 2022-07-06, 13.51
60-79, 2022-07-05, 13.5
60-79, 2022-07-04, 13.34
60-79, 2022-07-03, 13.31
60-79, 2022-07-02, 13.24
60-79, 2022-07-01, 12.93
60-79, 2022-06-30, 12.62
60-79, 2022-06-29, 12.43
60-79, 2022-06-28, 12.06
60-79, 2022-06-27, 11.83
60-79, 2022-06-26, 11.71
60-79, 2022-06-25, 11.65
60-79, 2022-06-24, 11.8
60-79, 2022-06-23, 10.83
60-79, 2022-06-22, 10.28
60-79, 2022-06-21, 9.6
60-79, 2022-06-20, 8.58
60-79, 2022-06-19, 8.48
60-79, 2022-06-18, 8.33
60-79, 2022-06-17, 7.7
60-79, 2022-06-16, 8.18
60-79, 2022-06-15, 8.18
60-79, 2022-06-14, 8.62
60-79, 2022-06-13, 6.85
60-79, 2022-06-12, 6.78
60-79, 2022-06-11, 6.86
60-79, 2022-06-10, 6.53
60-79, 2022-06-09, 6.16
60-79, 2022-06-08, 5.61
60-79, 2022-06-07, 4.55
60-79, 2022-06-06, 5.39
60-79, 2022-06-05, 5.34
60-79, 2022-06-04, 5.1
60-79, 2022-06-03, 5.14
60-79, 2022-06-02, 4.47
60-79, 2022-06-01, 4.42
60-79, 2022-05-31, 4.5
60-79, 2022-05-30, 4.68
60-79, 2022-05-29, 4.76
60-79, 2022-05-28, 4.98
60-79, 2022-05-27, 4.99
60-79, 2022-05-26, 5.81
60-79, 2022-05-25, 6.21
60-79, 2022-05-24, 6.51
60-79, 2022-05-23, 6.73
60-79, 2022-05-22, 6.71
60-79, 2022-05-21, 6.67
60-79, 2022-05-20, 7.01
60-79, 2022-05-19, 7.42
60-79, 2022-05-18, 7.72
60-79, 2022-05-17, 7.86
60-79, 2022-05-16, 8.43
60-79, 2022-05-15, 8.5
60-79, 2022-05-14, 8.69
60-79, 2022-05-13, 8.89
60-79, 2022-05-12, 9.13
60-79, 2022-05-11, 9.27
60-79, 2022-05-10, 9.76
60-79, 2022-05-09, 9.67
60-79, 2022-05-08, 9.77
60-79, 2022-05-07, 9.82
60-79, 2022-05-06, 10.2
60-79, 2022-05-05, 10.35
60-79, 2022-05-04, 10.58
60-79, 2022-05-03, 10.7
60-79, 2022-05-02, 11.23
60-79, 2022-05-01, 11.51
60-79, 2022-04-30, 11.75
60-79, 2022-04-29, 11.89
60-79, 2022-04-28, 12.5
60-79, 2022-04-27, 13.39
60-79, 2022-04-26, 14.8
60-79, 2022-04-25, 13
60-79, 2022-04-24, 13.02
60-79, 2022-04-23, 12.91
60-79, 2022-04-22, 11.9
60-79, 2022-04-21, 12.06
60-79, 2022-04-20, 11.71
60-79, 2022-04-19, 11.39
60-79, 2022-04-18, 13.66
60-79, 2022-04-17, 13.83
60-79, 2022-04-16, 14.25
60-79, 2022-04-15, 15.66
60-79, 2022-04-14, 15.86
60-79, 2022-04-13, 16.5
60-79, 2022-04-12, 16.4
60-79, 2022-04-11, 16.58
60-79, 2022-04-10, 16.67
60-79, 2022-04-09, 16.75
60-79, 2022-04-08, 17.04
60-79, 2022-04-07, 17.28
60-79, 2022-04-06, 17.42
60-79, 2022-04-05, 18.24
60-79, 2022-04-04, 18.6
60-79, 2022-04-03, 18.87
60-79, 2022-04-02, 19.49
60-79, 2022-04-01, 20.06
60-79, 2022-03-31, 20.38
60-79, 2022-03-30, 21.04
60-79, 2022-03-29, 20.99
60-79, 2022-03-28, 20.99
60-79, 2022-03-27, 20.96
60-79, 2022-03-26, 20.83
60-79, 2022-03-25, 20.62
60-79, 2022-03-24, 20.9
60-79, 2022-03-23, 20.65
60-79, 2022-03-22, 20.75
60-79, 2022-03-21, 20.79
60-79, 2022-03-20, 20.9
60-79, 2022-03-19, 20.88
60-79, 2022-03-18, 20.96
60-79, 2022-03-17, 20.27
60-79, 2022-03-16, 19.76
60-79, 2022-03-15, 19.37
60-79, 2022-03-14, 18.56
60-79, 2022-03-13, 18.3
60-79, 2022-03-12, 17.97
60-79, 2022-03-11, 17.42
60-79, 2022-03-10, 17.28
60-79, 2022-03-09, 16.73
60-79, 2022-03-08, 16.12
60-79, 2022-03-07, 15.89
60-79, 2022-03-06, 15.78
60-79, 2022-03-05, 16.02
60-79, 2022-03-04, 16.01
60-79, 2022-03-03, 15.77
60-79, 2022-03-02, 15.95
60-79, 2022-03-01, 16.03
60-79, 2022-02-28, 16.4
60-79, 2022-02-27, 16.57
60-79, 2022-02-26, 16.52
60-79, 2022-02-25, 16.52
60-79, 2022-02-24, 16.73
60-79, 2022-02-23, 16.9
60-79, 2022-02-22, 16.8
60-79, 2022-02-21, 16.32
60-79, 2022-02-20, 16.22
60-79, 2022-02-19, 15.89
60-79, 2022-02-18, 15.69
60-79, 2022-02-17, 15.46
60-79, 2022-02-16, 15.13
60-79, 2022-02-15, 15.25
60-79, 2022-02-14, 15.48
60-79, 2022-02-13, 15.49
60-79, 2022-02-12, 15.69
60-79, 2022-02-11, 15.83
60-79, 2022-02-10, 15.99
60-79, 2022-02-09, 16.08
60-79, 2022-02-08, 15.59
60-79, 2022-02-07, 15.15
60-79, 2022-02-06, 15.02
60-79, 2022-02-05, 14.68
60-79, 2022-02-04, 14.01
60-79, 2022-02-03, 13.2
60-79, 2022-02-02, 12.37
60-79, 2022-02-01, 11.75
60-79, 2022-01-31, 11.43
60-79, 2022-01-30, 11.2
60-79, 2022-01-29, 11.02
60-79, 2022-01-28, 10.87
60-79, 2022-01-27, 10.44
60-79, 2022-01-26, 10.16
60-79, 2022-01-25, 9.63
60-79, 2022-01-24, 9.2
60-79, 2022-01-23, 9.09
60-79, 2022-01-22, 8.88
60-79, 2022-01-21, 8.4
60-79, 2022-01-20, 8.13
60-79, 2022-01-19, 7.68
60-79, 2022-01-18, 7.35
60-79, 2022-01-17, 7.12
60-79, 2022-01-16, 7
60-79, 2022-01-15, 6.99
60-79, 2022-01-14, 6.98
60-79, 2022-01-13, 6.95
60-79, 2022-01-12, 7.46
60-79, 2022-01-11, 8.22
60-79, 2022-01-10, 8.6
60-79, 2022-01-09, 8.7
60-79, 2022-01-08, 8.55
60-79, 2022-01-07, 8.48
60-79, 2022-01-06, 9.17
60-79, 2022-01-05, 9.36
60-79, 2022-01-04, 9.58
60-79, 2022-01-03, 9.72
60-79, 2022-01-02, 9.84
60-79, 2022-01-01, 9.91
60-79, 2021-12-31, 9.85
60-79, 2021-12-30, 9.85
60-79, 2021-12-29, 9.92
60-79, 2021-12-28, 10.13
60-79, 2021-12-27, 10.48
60-79, 2021-12-26, 10.72
60-79, 2021-12-25, 11.66
60-79, 2021-12-24, 13.05
60-79, 2021-12-23, 13.74
60-79, 2021-12-22, 14.45
60-79, 2021-12-21, 15.4
60-79, 2021-12-20, 15.75
60-79, 2021-12-19, 16.07
60-79, 2021-12-18, 16.52
60-79, 2021-12-17, 16.81
60-79, 2021-12-16, 17.24
60-79, 2021-12-15, 18.02
60-79, 2021-12-14, 18.36
60-79, 2021-12-13, 19.11
60-79, 2021-12-12, 19.53
60-79, 2021-12-11, 19.75
60-79, 2021-12-10, 20.16
60-79, 2021-12-09, 20.51
60-79, 2021-12-08, 21.02
60-79, 2021-12-07, 20.8
60-79, 2021-12-06, 20.55
60-79, 2021-12-05, 20.38
60-79, 2021-12-04, 20.33
60-79, 2021-12-03, 20.64
60-79, 2021-12-02, 20.83
60-79, 2021-12-01, 20.69
60-79, 2021-11-30, 21.17
60-79, 2021-11-29, 21.32
60-79, 2021-11-28, 21.39
60-79, 2021-11-27, 21.21
60-79, 2021-11-26, 20.98
60-79, 2021-11-25, 20.57
60-79, 2021-11-24, 20.01
60-79, 2021-11-23, 19.78
60-79, 2021-11-22, 19.35
60-79, 2021-11-21, 19.28
60-79, 2021-11-20, 19
60-79, 2021-11-19, 18.47
60-79, 2021-11-18, 18.22
60-79, 2021-11-17, 17.86
60-79, 2021-11-16, 17.09
60-79, 2021-11-15, 16.59
60-79, 2021-11-14, 15.91
60-79, 2021-11-13, 15.68
60-79, 2021-11-12, 15.09
60-79, 2021-11-11, 14.56
60-79, 2021-11-10, 14.12
60-79, 2021-11-09, 13.46
60-79, 2021-11-08, 12.43
60-79, 2021-11-07, 12.35
60-79, 2021-11-06, 12.11
60-79, 2021-11-05, 11.83
60-79, 2021-11-04, 11.3
60-79, 2021-11-03, 10.72
60-79, 2021-11-02, 10.09
60-79, 2021-11-01, 10.21
60-79, 2021-10-31, 9.95
60-79, 2021-10-30, 9.71
60-79, 2021-10-29, 9.38
60-79, 2021-10-28, 9.04
60-79, 2021-10-27, 8.46
60-79, 2021-10-26, 8.35
60-79, 2021-10-25, 8.29
60-79, 2021-10-24, 8.16
60-79, 2021-10-23, 7.76
60-79, 2021-10-22, 7.21
60-79, 2021-10-21, 6.7
60-79, 2021-10-20, 6.18
60-79, 2021-10-19, 5.63
60-79, 2021-10-18, 5.13
60-79, 2021-10-17, 5.05
60-79, 2021-10-16, 4.98
60-79, 2021-10-15, 4.83
60-79, 2021-10-14, 4.66
60-79, 2021-10-13, 4.62
60-79, 2021-10-12, 4.33
60-79, 2021-10-11, 4.27
60-79, 2021-10-10, 4.17
60-79, 2021-10-09, 4.13
60-79, 2021-10-08, 3.88
60-79, 2021-10-07, 3.67
60-79, 2021-10-06, 3.54
60-79, 2021-10-05, 3.58
60-79, 2021-10-04, 3.56
60-79, 2021-10-03, 3.58
60-79, 2021-10-02, 3.5
60-79, 2021-10-01, 3.55
60-79, 2021-09-30, 3.53
60-79, 2021-09-29, 3.65
60-79, 2021-09-28, 3.61
60-79, 2021-09-27, 3.65
60-79, 2021-09-26, 3.64
60-79, 2021-09-25, 3.61
60-79, 2021-09-24, 3.69
60-79, 2021-09-23, 3.84
60-79, 2021-09-22, 3.83
60-79, 2021-09-21, 3.72
60-79, 2021-09-20, 3.61
60-79, 2021-09-19, 3.7
60-79, 2021-09-18, 3.8
60-79, 2021-09-17, 3.86
60-79, 2021-09-16, 3.92
60-79, 2021-09-15, 4
60-79, 2021-09-14, 4.36
60-79, 2021-09-13, 4.36
60-79, 2021-09-12, 4.37
60-79, 2021-09-11, 4.38
60-79, 2021-09-10, 4.41
60-79, 2021-09-09, 4.35
60-79, 2021-09-08, 4.2
60-79, 2021-09-07, 3.97
60-79, 2021-09-06, 3.97
60-79, 2021-09-05, 3.96
60-79, 2021-09-04, 3.95
60-79, 2021-09-03, 3.77
60-79, 2021-09-02, 3.66
60-79, 2021-09-01, 3.65
60-79, 2021-08-31, 3.62
60-79, 2021-08-30, 3.56
60-79, 2021-08-29, 3.51
60-79, 2021-08-28, 3.34
60-79, 2021-08-27, 3.25
60-79, 2021-08-26, 3.16
60-79, 2021-08-25, 3.02
60-79, 2021-08-24, 2.67
60-79, 2021-08-23, 2.49
60-79, 2021-08-22, 2.41
60-79, 2021-08-21, 2.35
60-79, 2021-08-20, 2.22
60-79, 2021-08-19, 2.13
60-79, 2021-08-18, 1.98
60-79, 2021-08-17, 1.91
60-79, 2021-08-16, 1.86
60-79, 2021-08-15, 1.8
60-79, 2021-08-14, 1.74
60-79, 2021-08-13, 1.62
60-79, 2021-08-12, 1.43
60-79, 2021-08-11, 1.28
60-79, 2021-08-10, 1.15
60-79, 2021-08-09, 1.07
60-79, 2021-08-08, 1.11
60-79, 2021-08-07, 1.04
60-79, 2021-08-06, 1.06
60-79, 2021-08-05, 1.05
60-79, 2021-08-04, 1.06
60-79, 2021-08-03, 1.08
60-79, 2021-08-02, 0.97
60-79, 2021-08-01, 0.88
60-79, 2021-07-31, 0.89
60-79, 2021-07-30, 0.81
60-79, 2021-07-29, 0.79
60-79, 2021-07-28, 0.72
60-79, 2021-07-27, 0.66
60-79, 2021-07-26, 0.68
60-79, 2021-07-25, 0.67
60-79, 2021-07-24, 0.64
60-79, 2021-07-23, 0.61
60-79, 2021-07-22, 0.55
60-79, 2021-07-21, 0.53
60-79, 2021-07-20, 0.52
60-79, 2021-07-19, 0.5
60-79, 2021-07-18, 0.49
60-79, 2021-07-17, 0.5
60-79, 2021-07-16, 0.5
60-79, 2021-07-15, 0.53
60-79, 2021-07-14, 0.5
60-79, 2021-07-13, 0.5
60-79, 2021-07-12, 0.5
60-79, 2021-07-11, 0.51
60-79, 2021-07-10, 0.49
60-79, 2021-07-09, 0.45
60-79, 2021-07-08, 0.44
60-79, 2021-07-07, 0.45
60-79, 2021-07-06, 0.47
60-79, 2021-07-05, 0.49
60-79, 2021-07-04, 0.47
60-79, 2021-07-03, 0.5
60-79, 2021-07-02, 0.52
60-79, 2021-07-01, 0.53
60-79, 2021-06-30, 0.51
60-79, 2021-06-29, 0.5
60-79, 2021-06-28, 0.48
60-79, 2021-06-27, 0.49
60-79, 2021-06-26, 0.49
60-79, 2021-06-25, 0.53
60-79, 2021-06-24, 0.56
60-79, 2021-06-23, 0.65
60-79, 2021-06-22, 0.69
60-79, 2021-06-21, 0.74
60-79, 2021-06-20, 0.81
60-79, 2021-06-19, 0.85
60-79, 2021-06-18, 0.88
60-79, 2021-06-17, 0.98
60-79, 2021-06-16, 1.06
60-79, 2021-06-15, 1.19
60-79, 2021-06-14, 1.32
60-79, 2021-06-13, 1.34
60-79, 2021-06-12, 1.42
60-79, 2021-06-11, 1.47
60-79, 2021-06-10, 1.51
60-79, 2021-06-09, 1.67
60-79, 2021-06-08, 1.85
60-79, 2021-06-07, 1.91
60-79, 2021-06-06, 2
60-79, 2021-06-05, 2.19
60-79, 2021-06-04, 2.45
60-79, 2021-06-03, 2.69
60-79, 2021-06-02, 3.05
60-79, 2021-06-01, 3.16
60-79, 2021-05-31, 3.17
60-79, 2021-05-30, 3.17
60-79, 2021-05-29, 3.22
60-79, 2021-05-28, 3.59
60-79, 2021-05-27, 3.88
60-79, 2021-05-26, 4.2
60-79, 2021-05-25, 4.61
60-79, 2021-05-24, 5.31
60-79, 2021-05-23, 5.66
60-79, 2021-05-22, 6.2
60-79, 2021-05-21, 6.31
60-79, 2021-05-20, 6.43
60-79, 2021-05-19, 7.15
60-79, 2021-05-18, 8.02
60-79, 2021-05-17, 8.3
60-79, 2021-05-16, 8.42
60-79, 2021-05-15, 8.62
60-79, 2021-05-14, 9.57
60-79, 2021-05-13, 10.58
60-79, 2021-05-12, 10.92
60-79, 2021-05-11, 11.09
60-79, 2021-05-10, 11.46
60-79, 2021-05-09, 11.68
60-79, 2021-05-08, 12.05
60-79, 2021-05-07, 12.22
60-79, 2021-05-06, 12.53
60-79, 2021-05-05, 12.93
60-79, 2021-05-04, 13.61
60-79, 2021-05-03, 14.03
60-79, 2021-05-02, 14.29
60-79, 2021-05-01, 14.52
60-79, 2021-04-30, 15.08
60-79, 2021-04-29, 15.55
60-79, 2021-04-28, 15.85
60-79, 2021-04-27, 16.33
60-79, 2021-04-26, 16.55
60-79, 2021-04-25, 16.73
60-79, 2021-04-24, 16.78
60-79, 2021-04-23, 16.76
60-79, 2021-04-22, 16.61
60-79, 2021-04-21, 16.8
60-79, 2021-04-20, 16.81
60-79, 2021-04-19, 16.71
60-79, 2021-04-18, 16.47
60-79, 2021-04-17, 16.57
60-79, 2021-04-16, 16.7
60-79, 2021-04-15, 16.98
60-79, 2021-04-14, 17.11
60-79, 2021-04-13, 16.32
60-79, 2021-04-12, 15.62
60-79, 2021-04-11, 15.62
60-79, 2021-04-10, 15.38
60-79, 2021-04-09, 14.56
60-79, 2021-04-08, 14.2
60-79, 2021-04-07, 13.75
60-79, 2021-04-06, 14.07
60-79, 2021-04-05, 14.51
60-79, 2021-04-04, 14.52
60-79, 2021-04-03, 14.48
60-79, 2021-04-02, 14.92
60-79, 2021-04-01, 14.9
60-79, 2021-03-31, 14.61
60-79, 2021-03-30, 14.33
60-79, 2021-03-29, 13.95
60-79, 2021-03-28, 13.77
60-79, 2021-03-27, 13.62
60-79, 2021-03-26, 13.26
60-79, 2021-03-25, 12.82
60-79, 2021-03-24, 12.51
60-79, 2021-03-23, 12.24
60-79, 2021-03-22, 11.92
60-79, 2021-03-21, 11.71
60-79, 2021-03-20, 11.45
60-79, 2021-03-19, 10.91
60-79, 2021-03-18, 10.54
60-79, 2021-03-17, 10
60-79, 2021-03-16, 9.69
60-79, 2021-03-15, 9.61
60-79, 2021-03-14, 9.38
60-79, 2021-03-13, 9.25
60-79, 2021-03-12, 9.23
60-79, 2021-03-11, 8.97
60-79, 2021-03-10, 9.13
60-79, 2021-03-09, 9.06
60-79, 2021-03-08, 9.15
60-79, 2021-03-07, 9.13
60-79, 2021-03-06, 9.17
60-79, 2021-03-05, 9.24
60-79, 2021-03-04, 9.59
60-79, 2021-03-03, 9.73
60-79, 2021-03-02, 9.74
60-79, 2021-03-01, 10.01
60-79, 2021-02-28, 10.34
60-79, 2021-02-27, 10.56
60-79, 2021-02-26, 10.58
60-79, 2021-02-25, 10.75
60-79, 2021-02-24, 10.85
60-79, 2021-02-23, 11.16
60-79, 2021-02-22, 11.02
60-79, 2021-02-21, 10.93
60-79, 2021-02-20, 10.58
60-79, 2021-02-19, 10.77
60-79, 2021-02-18, 10.74
60-79, 2021-02-17, 10.92
60-79, 2021-02-16, 10.74
60-79, 2021-02-15, 10.82
60-79, 2021-02-14, 10.82
60-79, 2021-02-13, 11.2
60-79, 2021-02-12, 11.31
60-79, 2021-02-11, 11.68
60-79, 2021-02-10, 11.99
60-79, 2021-02-09, 12.46
60-79, 2021-02-08, 13.04
60-79, 2021-02-07, 13.26
60-79, 2021-02-06, 13.43
60-79, 2021-02-05, 13.75
60-79, 2021-02-04, 14.06
60-79, 2021-02-03, 14.62
60-79, 2021-02-02, 15.19
60-79, 2021-02-01, 15.4
60-79, 2021-01-31, 15.62
60-79, 2021-01-30, 15.88
60-79, 2021-01-29, 16.63
60-79, 2021-01-28, 16.74
60-79, 2021-01-27, 16.86
60-79, 2021-01-26, 17.26
60-79, 2021-01-25, 17.51
60-79, 2021-01-24, 17.68
60-79, 2021-01-23, 17.75
60-79, 2021-01-22, 17.74
60-79, 2021-01-21, 18.3
60-79, 2021-01-20, 18.51
60-79, 2021-01-19, 18.74
60-79, 2021-01-18, 19.01
60-79, 2021-01-17, 19.09
60-79, 2021-01-16, 19.33
60-79, 2021-01-15, 20.2
60-79, 2021-01-14, 20.72
60-79, 2021-01-13, 20.85
60-79, 2021-01-12, 21.52
60-79, 2021-01-11, 22.02
60-79, 2021-01-10, 22.62
60-79, 2021-01-09, 22.69
60-79, 2021-01-08, 20.79
60-79, 2021-01-07, 19.7
60-79, 2021-01-06, 20.53
60-79, 2021-01-05, 21.04
60-79, 2021-01-04, 21.18
60-79, 2021-01-03, 21.5
60-79, 2021-01-02, 21.66
60-79, 2021-01-01, 21.67
60-79, 2020-12-31, 21.47
60-79, 2020-12-30, 21.69
60-79, 2020-12-29, 21.42
60-79, 2020-12-28, 21.54
60-79, 2020-12-27, 21.26
60-79, 2020-12-26, 21.62
60-79, 2020-12-25, 23.64
60-79, 2020-12-24, 25.28
60-79, 2020-12-23, 24.98
60-79, 2020-12-22, 24.47
60-79, 2020-12-21, 24.21
60-79, 2020-12-20, 23.89
60-79, 2020-12-19, 23.66
60-79, 2020-12-18, 23.3
60-79, 2020-12-17, 23.32
60-79, 2020-12-16, 22.7
60-79, 2020-12-15, 22.14
60-79, 2020-12-14, 21.72
60-79, 2020-12-13, 21.6
60-79, 2020-12-12, 20.93
60-79, 2020-12-11, 20.17
60-79, 2020-12-10, 19.15
60-79, 2020-12-09, 18.63
60-79, 2020-12-08, 18.05
60-79, 2020-12-07, 17.55
60-79, 2020-12-06, 17.12
60-79, 2020-12-05, 17.15
60-79, 2020-12-04, 16.74
60-79, 2020-12-03, 16.32
60-79, 2020-12-02, 15.77
60-79, 2020-12-01, 15.61
60-79, 2020-11-30, 15.75
60-79, 2020-11-29, 15.81
60-79, 2020-11-28, 15.64
60-79, 2020-11-27, 15.77
60-79, 2020-11-26, 15.93
60-79, 2020-11-25, 15.99
60-79, 2020-11-24, 16.16
60-79, 2020-11-23, 15.93
60-79, 2020-11-22, 15.84
60-79, 2020-11-21, 15.85
60-79, 2020-11-20, 15.75
60-79, 2020-11-19, 15.47
60-79, 2020-11-18, 15.34
60-79, 2020-11-17, 14.66
60-79, 2020-11-16, 14.37
60-79, 2020-11-15, 14.47
60-79, 2020-11-14, 14.29
60-79, 2020-11-13, 13.91
60-79, 2020-11-12, 13.45
60-79, 2020-11-11, 13.23
60-79, 2020-11-10, 13.3
60-79, 2020-11-09, 13.22
60-79, 2020-11-08, 13.14
60-79, 2020-11-07, 12.93
60-79, 2020-11-06, 12.77
60-79, 2020-11-05, 12.63
60-79, 2020-11-04, 12.45
60-79, 2020-11-03, 11.89
60-79, 2020-11-02, 11.55
60-79, 2020-11-01, 11.21
60-79, 2020-10-31, 10.9
60-79, 2020-10-30, 10.33
60-79, 2020-10-29, 9.83
60-79, 2020-10-28, 9.04
60-79, 2020-10-27, 8.52
60-79, 2020-10-26, 7.8
60-79, 2020-10-25, 7.36
60-79, 2020-10-24, 6.85
60-79, 2020-10-23, 6.32
60-79, 2020-10-22, 5.67
60-79, 2020-10-21, 5.22
60-79, 2020-10-20, 4.6
60-79, 2020-10-19, 4.3
60-79, 2020-10-18, 4.19
60-79, 2020-10-17, 4.01
