Altersgruppe, Meldedatum, difference, trend, value
5-14, 2020-03-07, , , 500
5-14, 2020-03-08, , , 600
5-14, 2020-03-09, , , 300
5-14, 2020-03-10, , , 266.6667
5-14, 2020-03-11, , , 733.3333
5-14, 2020-03-12, , , 1533.3333
5-14, 2020-03-13, , , 1325
5-14, 2020-03-14, 533.3333, 3.6918, 1033.3333
5-14, 2020-03-15, 485.7143, 3.3622, 1085.7143
5-14, 2020-03-16, 987.5, 6.8356, 1287.5
5-14, 2020-03-17, 815.1515, 5.6426, 1081.8182
5-14, 2020-03-18, -245.3333, -2.2827, 488
5-14, 2020-03-19, -1247.619, -11.6082, 285.7143
5-14, 2020-03-20, -1017.9825, -9.4716, 307.0175
5-14, 2020-03-21, -762.7451, -7.0968, 270.5882
5-14, 2020-03-22, -861.6179, -8.0167, 224.0964
5-14, 2020-03-23, -1100.1126, -10.2358, 187.3874
5-14, 2020-03-24, -909.5105, -8.4623, 172.3077
5-14, 2020-03-25, -342.4218, -3.186, 145.5782
5-14, 2020-03-26, -179.8942, -1.6738, 105.8201
5-14, 2020-03-27, -218.2244, -2.0304, 88.7931
5-14, 2020-03-28, -182.493, -1.698, 88.0952
5-14, 2020-03-29, -134.5053, -1.2515, 89.5911
5-14, 2020-03-30, -117.4814, -1.0931, 69.906
5-14, 2020-03-31, -118.9179, -1.1064, 53.3898
5-14, 2020-04-01, -87.6835, -0.8158, 57.8947
5-14, 2020-04-02, -60.0618, -0.5588, 45.7584
5-14, 2020-04-03, -52.4917, -0.4884, 36.3014
5-14, 2020-04-04, -59.8252, -0.5566, 28.27
5-14, 2020-04-05, -63.9048, -0.5946, 25.6863
5-14, 2020-04-06, -48.5037, -0.4513, 21.4022
5-14, 2020-04-07, -34.237, -0.3186, 19.1529
5-14, 2020-04-08, -54.2105, -0.5044, 3.6842
5-14, 2020-04-09, -44.8765, -0.4175, 0.8818
5-14, 2020-04-10, -43.0015, -0.4001, -6.7002
5-14, 2020-04-11, -45.7043, -0.4252, -17.4342
