Meldedatum, difference, group, quantity, trend, value
2022-06-08, , gleichbleibend, 15, , 40
2022-06-15, -3.2, gleichbleibend, 19, -0.1067, 36.8
2022-06-22, -11.8, gleichbleibend, 20, -0.3933, 25
2022-06-29, , gleichbleibend, 20, , 25
2022-07-06, 5, gleichbleibend, 20, 0.2, 30
2022-07-13, 10, gleichbleibend, 20, 0.4, 40
2022-07-20, 20, gleichbleibend, 20, 0.8, 60
2022-07-27, -30, gleichbleibend, 20, -1, 30
2022-08-03, -20, gleichbleibend, 20, -0.6667, 10
2022-08-10, , gleichbleibend, 20, , 10
2022-08-17, 10, gleichbleibend, 20, 0.4, 20
2022-08-24, 5, gleichbleibend, 20, 0.2, 25
2022-08-31, 25, gleichbleibend, 20, 1, 50
2022-09-07, -10, gleichbleibend, 20, -0.3333, 40
2022-09-14, -10, gleichbleibend, 20, -0.3333, 30
2022-09-21, -15, gleichbleibend, 20, -0.5, 15
2022-09-28, 10, gleichbleibend, 20, 0.4, 25
2022-10-05, -5, gleichbleibend, 20, -0.1667, 20
2022-10-12, 16.4, gleichbleibend, 33, 0.656, 36.4
2022-10-19, 4.8, gleichbleibend, 34, 0.192, 41.2
2022-10-26, 10.2, gleichbleibend, 35, 0.408, 51.4
2022-11-02, -12.5, gleichbleibend, 36, -0.4167, 38.9
2022-11-09, -2.8, gleichbleibend, 36, -0.0933, 36.1
2022-11-16, 4.4, gleichbleibend, 37, 0.176, 40.5
2022-11-23, 20, gleichbleibend, 38, 0.8, 60.5
2022-11-30, -2.6, gleichbleibend, 38, -0.0867, 57.9
2022-12-07, -19.4, gleichbleibend, 39, -0.6467, 38.5
2022-12-14, -8.5, gleichbleibend, 40, -0.2833, 30
2022-12-21, 22.5, gleichbleibend, 40, 0.9, 52.5
2022-12-28, 3.6, gleichbleibend, 41, 0.144, 56.1
2023-01-04, -24.4, gleichbleibend, 41, -0.8133, 31.7
2023-01-11, 2.4, gleichbleibend, 41, 0.096, 34.1
2023-01-18, 19.6, gleichbleibend, 41, 0.784, 53.7
2023-01-25, 2.4, gleichbleibend, 41, 0.096, 56.1
2023-02-01, -22, gleichbleibend, 41, -0.7333, 34.1
2023-02-08, -2.4, gleichbleibend, 41, -0.08, 31.7
2023-02-15, -2.4, gleichbleibend, 41, -0.08, 29.3
2023-02-22, 21.9, gleichbleibend, 41, 0.876, 51.2
2023-03-01, 7.3, gleichbleibend, 41, 0.292, 58.5
2023-03-08, 4.9, gleichbleibend, 41, 0.196, 63.4
2023-03-15, -2.4, gleichbleibend, 41, -0.08, 61
2023-03-22, -26.9, gleichbleibend, 41, -0.8967, 34.1
2023-03-29, 2.5, gleichbleibend, 41, 0.1, 36.6
2023-04-05, 4.9, gleichbleibend, 41, 0.196, 41.5
2023-04-12, 6, gleichbleibend, 40, 0.24, 47.5
2023-04-19, -7.5, gleichbleibend, 25, -0.25, 40
2023-04-26, -10, gleichbleibend, 10, -0.3333, 30
