Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 15, , 
2022-06-15, , fallend, 19, , 
2022-06-22, 5, fallend, 20, 0.1, 5
2022-06-29, 5, fallend, 20, 0.1, 10
2022-07-06, , fallend, 20, , 10
2022-07-13, , fallend, 20, , 10
2022-07-20, , fallend, 20, , 10
2022-07-27, 50, fallend, 20, 1, 60
2022-08-03, 30, fallend, 20, 0.6, 90
2022-08-10, , fallend, 20, , 90
2022-08-17, -15, fallend, 20, -0.5, 75
2022-08-24, -15, fallend, 20, -0.5, 60
2022-08-31, -30, fallend, 20, -1, 30
2022-09-07, -20, fallend, 20, -0.6667, 10
2022-09-14, , fallend, 20, , 10
2022-09-21, -5, fallend, 20, -0.1667, 5
2022-09-28, -5, fallend, 20, -0.1667, 
2022-10-05, 10, fallend, 20, 0.2, 10
2022-10-12, 5.2, fallend, 33, 0.104, 15.2
2022-10-19, 14.2, fallend, 34, 0.284, 29.4
2022-10-26, 10.6, fallend, 35, 0.212, 40
2022-11-02, 15.6, fallend, 36, 0.312, 55.6
2022-11-09, , fallend, 36, , 55.6
2022-11-16, -1.5, fallend, 37, -0.05, 54.1
2022-11-23, -27.8, fallend, 38, -0.9267, 26.3
2022-11-30, -15.8, fallend, 38, -0.5267, 10.5
2022-12-07, -7.9, fallend, 39, -0.2633, 2.6
2022-12-14, 2.4, fallend, 40, 0.048, 5
2022-12-21, , fallend, 40, , 5
2022-12-28, 21.8, fallend, 41, 0.436, 26.8
2023-01-04, 34.2, fallend, 41, 0.684, 61
2023-01-11, -4.9, fallend, 41, -0.1633, 56.1
2023-01-18, -29.3, fallend, 41, -0.9767, 26.8
2023-01-25, -21.9, fallend, 41, -0.73, 4.9
2023-02-01, -2.5, fallend, 41, -0.0833, 2.4
2023-02-08, 2.5, fallend, 41, 0.05, 4.9
2023-02-15, 4.9, fallend, 41, 0.098, 9.8
2023-02-22, , fallend, 41, , 9.8
2023-03-01, 2.4, fallend, 41, 0.048, 12.2
2023-03-08, 2.4, fallend, 41, 0.048, 14.6
2023-03-15, 14.7, fallend, 41, 0.294, 29.3
2023-03-22, 31.7, fallend, 41, 0.634, 61
2023-03-29, -4.9, fallend, 41, -0.1633, 56.1
2023-04-05, -4.9, fallend, 41, -0.1633, 51.2
2023-04-12, -1.2, fallend, 40, -0.04, 50
2023-04-19, 2, fallend, 25, 0.04, 52
2023-04-26, -2, fallend, 10, -0.0667, 50
