Meldedatum, difference, group, quantity, trend, value
2022-06-08, , steigend, 15, , 60
2022-06-15, 3.2, steigend, 19, 0.1067, 63.2
2022-06-22, 6.8, steigend, 20, 0.2267, 70
2022-06-29, -5, steigend, 20, -0.1969, 65
2022-07-06, -5, steigend, 20, -0.1969, 60
2022-07-13, -10, steigend, 20, -0.3937, 50
2022-07-20, -20, steigend, 20, -0.7874, 30
2022-07-27, -20, steigend, 20, -0.7874, 10
2022-08-03, -10, steigend, 20, -0.3937, 
2022-08-10, , steigend, 20, , 
2022-08-17, 5, steigend, 20, 0.1667, 5
2022-08-24, 10, steigend, 20, 0.3333, 15
2022-08-31, 5, steigend, 20, 0.1667, 20
2022-09-07, 30, steigend, 20, 1, 50
2022-09-14, 10, steigend, 20, 0.3333, 60
2022-09-21, 20, steigend, 20, 0.6667, 80
2022-09-28, -5, steigend, 20, -0.1969, 75
2022-10-05, -5, steigend, 20, -0.1969, 70
2022-10-12, -21.5, steigend, 33, -0.8465, 48.5
2022-10-19, -19.1, steigend, 34, -0.752, 29.4
2022-10-26, -20.8, steigend, 35, -0.8189, 8.6
2022-11-02, -3, steigend, 36, -0.1181, 5.6
2022-11-09, 2.7, steigend, 36, 0.09, 8.3
2022-11-16, -2.9, steigend, 37, -0.1142, 5.4
2022-11-23, 7.8, steigend, 38, 0.26, 13.2
2022-11-30, 18.4, steigend, 38, 0.6133, 31.6
2022-12-07, 27.4, steigend, 39, 0.9133, 59
2022-12-14, 6, steigend, 40, 0.2, 65
2022-12-21, -22.5, steigend, 40, -0.8858, 42.5
2022-12-28, -25.4, steigend, 41, -1, 17.1
2023-01-04, -9.8, steigend, 41, -0.3858, 7.3
2023-01-11, 2.5, steigend, 41, 0.0833, 9.8
2023-01-18, 9.7, steigend, 41, 0.3233, 19.5
2023-01-25, 19.5, steigend, 41, 0.65, 39
2023-02-01, 24.4, steigend, 41, 0.8133, 63.4
2023-02-08, , steigend, 41, , 63.4
2023-02-15, -2.4, steigend, 41, -0.0945, 61
2023-02-22, -22, steigend, 41, -0.8661, 39
2023-03-01, -9.7, steigend, 41, -0.3819, 29.3
2023-03-08, -7.3, steigend, 41, -0.2874, 22
2023-03-15, -12.2, steigend, 41, -0.4803, 9.8
2023-03-22, -4.9, steigend, 41, -0.1929, 4.9
2023-03-29, 2.4, steigend, 41, 0.08, 7.3
2023-04-05, , steigend, 41, , 7.3
2023-04-12, -4.8, steigend, 40, -0.189, 2.5
2023-04-19, 5.5, steigend, 25, 0.1833, 8
2023-04-26, 12, steigend, 10, 0.4, 20
