Altersgruppe, Meldedatum, difference, trend, value
15-34, 2022-10-10, 0.0532, 0.0455, 2.23
15-34, 2022-10-09, 0.0958, 0.0818, 2.34
15-34, 2022-10-08, 0.117, 0.1, 2.43
15-34, 2022-10-07, 0.1596, 0.1364, 2.73
15-34, 2022-10-06, , , 2.77
15-34, 2022-10-05, -0.1224, -0.107, 2.77
15-34, 2022-10-04, -0.3299, -0.2884, 2.4
15-34, 2022-10-03, 0.6278, 0.5364, 3.16
15-34, 2022-10-02, 0.6438, 0.55, 3.12
15-34, 2022-10-01, 0.6438, 0.55, 3.1
15-34, 2022-09-30, 0.6118, 0.5227, 3.03
15-34, 2022-09-29, 0.4575, 0.3909, 2.87
15-34, 2022-09-28, 0.4416, 0.3773, 2.68
15-34, 2022-09-27, 0.4735, 0.4045, 2.58
15-34, 2022-09-26, 0.3724, 0.3182, 2.28
15-34, 2022-09-25, 0.399, 0.3409, 2.27
15-34, 2022-09-24, 0.399, 0.3409, 2.29
15-34, 2022-09-23, 0.3352, 0.2864, 2.13
15-34, 2022-09-22, 0.3245, 0.2773, 2.07
15-34, 2022-09-21, 0.1809, 0.1545, 2
15-34, 2022-09-20, -0.1915, -0.1674, 1.91
15-34, 2022-09-19, -0.0372, -0.0326, 1.78
15-34, 2022-09-18, -0.0798, -0.0698, 1.75
15-34, 2022-09-17, -0.0638, -0.0558, 1.73
15-34, 2022-09-16, -0.1064, -0.093, 1.72
15-34, 2022-09-15, -0.1277, -0.1116, 1.63
15-34, 2022-09-14, 0.0106, 0.0091, 1.75
15-34, 2022-09-13, 0.1862, 0.1591, 1.71
15-34, 2022-09-12, 0.0213, 0.0182, 1.71
15-34, 2022-09-11, 0.0372, 0.0318, 1.76
15-34, 2022-09-10, 0.0106, 0.0091, 1.75
15-34, 2022-09-09, -0.1011, -0.0884, 1.79
15-34, 2022-09-08, -0.1277, -0.1116, 1.8
15-34, 2022-09-07, -0.2075, -0.1814, 1.65
15-34, 2022-09-06, -0.1277, -0.1116, 1.69
15-34, 2022-09-05, -0.1756, -0.1535, 1.71
15-34, 2022-09-04, -0.1809, -0.1581, 1.69
15-34, 2022-09-03, -0.1543, -0.1349, 1.71
15-34, 2022-09-02, -0.0745, -0.0651, 1.8
15-34, 2022-09-01, -0.1596, -0.1395, 1.88
15-34, 2022-08-31, -0.2713, -0.2372, 1.95
15-34, 2022-08-30, -0.3565, -0.3116, 2
15-34, 2022-08-29, -0.3884, -0.3395, 2.07
15-34, 2022-08-28, -0.4363, -0.3814, 2.07
15-34, 2022-08-27, -0.4735, -0.414, 2.05
15-34, 2022-08-26, -0.3565, -0.3116, 2.01
15-34, 2022-08-25, -0.1915, -0.1674, 2.15
15-34, 2022-08-24, -0.1011, -0.0884, 2.25
15-34, 2022-08-23, 0.0692, 0.0591, 2.42
15-34, 2022-08-22, -0.1011, -0.0884, 2.46
15-34, 2022-08-21, -0.1383, -0.1209, 2.53
15-34, 2022-08-20, -0.1862, -0.1628, 2.58
15-34, 2022-08-19, -0.3458, -0.3023, 2.61
15-34, 2022-08-18, -0.4841, -0.4233, 2.56
15-34, 2022-08-17, -0.4895, -0.4279, 2.65
15-34, 2022-08-16, -0.5108, -0.4465, 2.55
15-34, 2022-08-15, -0.3192, -0.2791, 2.71
15-34, 2022-08-14, -0.3352, -0.293, 2.76
15-34, 2022-08-13, -0.2979, -0.2605, 2.79
15-34, 2022-08-12, -0.1436, -0.1256, 2.92
15-34, 2022-08-11, -0.0053, -0.0047, 3.11
15-34, 2022-08-10, -0.117, -0.1023, 3.23
15-34, 2022-08-09, -0.0213, -0.0186, 3.38
15-34, 2022-08-08, -0.4522, -0.3953, 3.49
15-34, 2022-08-07, -0.4309, -0.3767, 3.5
15-34, 2022-08-06, -0.4522, -0.3953, 3.46
15-34, 2022-08-05, -0.5533, -0.4837, 3.55
15-34, 2022-08-04, -0.8991, -0.786, 3.49
15-34, 2022-08-03, -0.8619, -0.7535, 3.6
15-34, 2022-08-02, -0.8406, -0.7349, 3.69
15-34, 2022-08-01, -0.3777, -0.3302, 4.07
15-34, 2022-07-31, -0.4363, -0.3814, 4.05
15-34, 2022-07-30, -0.4735, -0.414, 4.13
15-34, 2022-07-29, -0.4575, -0.4, 4.18
15-34, 2022-07-28, 0.0479, 0.0409, 4.55
15-34, 2022-07-27, 0.117, 0.1, 4.68
15-34, 2022-07-26, 0.1596, 0.1364, 4.88
15-34, 2022-07-25, 0.1543, 0.1318, 4.75
15-34, 2022-07-24, 0.2128, 0.1818, 4.8
15-34, 2022-07-23, 0.2554, 0.2182, 4.82
15-34, 2022-07-22, 0.5586, 0.4773, 4.94
