Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 26, , 73.1
2022-06-15, -2.1, trend, 31, -0.0875, 71
2022-06-22, -2.2, trend, 32, -0.0917, 68.8
2022-06-29, -12.6, trend, 32, -0.525, 56.2
2022-07-06, -12.4, trend, 32, -0.5167, 43.8
2022-07-13, -6.3, trend, 32, -0.2625, 37.5
2022-07-20, -15.6, trend, 32, -0.65, 21.9
2022-07-27, -15.7, trend, 32, -0.6542, 6.2
2022-08-03, -6.2, trend, 32, -0.2583, 
2022-08-10, , trend, 32, , 
2022-08-17, 9.4, trend, 32, 0.3322, 9.4
2022-08-24, 9.4, trend, 32, 0.3322, 18.8
2022-08-31, 3.1, trend, 32, 0.1095, 21.9
2022-09-07, 15.6, trend, 32, 0.5512, 37.5
2022-09-14, 12.5, trend, 32, 0.4417, 50
2022-09-21, 28.1, trend, 32, 0.9929, 78.1
2022-09-28, -3.1, trend, 32, -0.1292, 75
2022-10-05, -21.9, trend, 32, -0.9125, 53.1
2022-10-12, -15.3, trend, 45, -0.6375, 37.8
2022-10-19, -7.4, trend, 46, -0.3083, 30.4
2022-10-26, -24, trend, 47, -1, 6.4
2022-11-02, 4, trend, 48, 0.1413, 10.4
2022-11-09, 10.4, trend, 48, 0.3675, 20.8
2022-11-16, -6.5, trend, 49, -0.2708, 14.3
2022-11-23, 1.7, trend, 50, 0.0601, 16
2022-11-30, 20, trend, 50, 0.7067, 36
2022-12-07, 16.9, trend, 51, 0.5972, 52.9
2022-12-14, 8.6, trend, 52, 0.3039, 61.5
2022-12-21, -21.1, trend, 52, -0.8792, 40.4
2022-12-28, -21.5, trend, 53, -0.8958, 18.9
2023-01-04, -11.4, trend, 53, -0.475, 7.5
2023-01-11, -3.7, trend, 53, -0.1542, 3.8
2023-01-18, 9.4, trend, 53, 0.3322, 13.2
2023-01-25, 28.3, trend, 53, 1, 41.5
2023-02-01, 17, trend, 53, 0.6007, 58.5
2023-02-08, 5.7, trend, 53, 0.2014, 64.2
2023-02-15, -0.2, trend, 50, -0.0083, 64
2023-02-22, -13, trend, 49, -0.5417, 51
2023-03-01, -3.5, trend, 40, -0.1458, 47.5
