Meldedatum, difference, group, quantity, trend, value
2022-06-08, , trend, 22, , 63.6
2022-06-15, 3.1, trend, 27, 0.1084, 66.7
2022-06-22, 1.2, trend, 28, 0.042, 67.9
2022-06-29, -10.8, trend, 28, -0.4463, 57.1
2022-07-06, -17.8, trend, 28, -0.7355, 39.3
2022-07-13, -10.7, trend, 28, -0.4421, 28.6
2022-07-20, -7.2, trend, 28, -0.2975, 21.4
2022-07-27, -21.4, trend, 28, -0.8843, 
2022-08-03, , trend, 28, , 
2022-08-10, , trend, 28, , 
2022-08-17, , trend, 28, , 
2022-08-24, 14.3, trend, 28, 0.5, 14.3
2022-08-31, , trend, 28, , 14.3
2022-09-07, 7.1, trend, 28, 0.2483, 21.4
2022-09-14, 25, trend, 28, 0.8741, 46.4
2022-09-21, 28.6, trend, 28, 1, 75
2022-09-28, -7.1, trend, 28, -0.2934, 67.9
2022-10-05, -14.3, trend, 28, -0.5909, 53.6
2022-10-12, -7.3, trend, 41, -0.3017, 46.3
2022-10-19, -15.3, trend, 42, -0.6322, 31
2022-10-26, -24.2, trend, 44, -1, 6.8
2022-11-02, 9.1, trend, 44, 0.3182, 15.9
2022-11-09, -6.8, trend, 44, -0.281, 9.1
2022-11-16, -4.6, trend, 44, -0.1901, 4.5
2022-11-23, 4.6, trend, 44, 0.1608, 9.1
2022-11-30, 13.6, trend, 44, 0.4755, 22.7
2022-12-07, 22.8, trend, 44, 0.7972, 45.5
2022-12-14, 4.5, trend, 40, 0.1573, 50
2022-12-21, -11.1, trend, 36, -0.4587, 38.9
2022-12-28, 2.8, trend, 24, 0.0979, 41.7
2023-01-04, -5.3, trend, 11, -0.219, 36.4
