Meldedatum, difference, group, trend, value
2022-06-09, , gleichbleibend, , 28.6
2022-06-16, -7.2, gleichbleibend, -0.259, 21.4
2022-06-23, 8, gleichbleibend, 0.2878, 29.4
2022-06-30, 26.8, gleichbleibend, 0.964, 56.2
2022-07-07, -3.3, gleichbleibend, -0.1187, 52.9
2022-07-14, -9.1, gleichbleibend, -0.3273, 43.8
2022-07-21, 17.3, gleichbleibend, 0.6223, 61.1
2022-07-28, -27.8, gleichbleibend, -1, 33.3
2022-08-04, -16.6, gleichbleibend, -0.5971, 16.7
2022-08-11, 6.8, gleichbleibend, 0.2446, 23.5
2022-08-18, 4.3, gleichbleibend, 0.1547, 27.8
2022-08-25, 5.5, gleichbleibend, 0.1978, 33.3
2022-09-01, 27.8, gleichbleibend, 1, 61.1
2022-09-08, -8.2, gleichbleibend, -0.295, 52.9
2022-09-15, -9.1, gleichbleibend, -0.3273, 43.8
2022-09-22, -14.4, gleichbleibend, -0.518, 29.4
2022-09-29, , gleichbleibend, , 29.4
2022-10-06, 1.8, gleichbleibend, 0.0647, 31.2
2022-10-13, 23.3, gleichbleibend, 0.8381, 54.5
