Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 
2022-06-16, , fallend, , 
2022-06-23, 11.8, fallend, 0.3033, 11.8
2022-06-30, -5.6, fallend, -0.2014, 6.2
2022-07-07, 5.6, fallend, 0.144, 11.8
2022-07-14, 7, fallend, 0.1799, 18.8
2022-07-21, 3.4, fallend, 0.0874, 22.2
2022-07-28, 38.9, fallend, 1, 61.1
2022-08-04, 22.2, fallend, 0.5707, 83.3
2022-08-11, -6.8, fallend, -0.2446, 76.5
2022-08-18, -9.8, fallend, -0.3525, 66.7
2022-08-25, -11.1, fallend, -0.3993, 55.6
2022-09-01, -27.8, fallend, -1, 27.8
2022-09-08, -10.2, fallend, -0.3669, 17.6
2022-09-15, 1.2, fallend, 0.0308, 18.8
2022-09-22, -18.8, fallend, -0.6763, 
2022-09-29, , fallend, , 
2022-10-06, 6.2, fallend, 0.1594, 6.2
2022-10-13, 2.9, fallend, 0.0746, 9.1
