Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 17, , 
2022-06-15, , fallend, 21, , 
2022-06-22, 9.1, fallend, 22, 0.2013, 9.1
2022-06-29, -4.6, fallend, 22, -0.2018, 4.5
2022-07-06, , fallend, 22, , 4.5
2022-07-13, 13.7, fallend, 22, 0.3031, 18.2
2022-07-20, -4.6, fallend, 22, -0.2018, 13.6
2022-07-27, 22.8, fallend, 22, 0.5044, 36.4
2022-08-03, 36.3, fallend, 22, 0.8031, 72.7
2022-08-10, 4.6, fallend, 22, 0.1018, 77.3
2022-08-17, -4.6, fallend, 22, -0.2018, 72.7
2022-08-24, -18.2, fallend, 22, -0.7982, 54.5
2022-08-31, -18.1, fallend, 22, -0.7939, 36.4
2022-09-07, -22.8, fallend, 22, -1, 13.6
2022-09-14, 4.6, fallend, 22, 0.1018, 18.2
2022-09-21, -18.2, fallend, 22, -0.7982, 
2022-09-28, , fallend, 22, , 
2022-10-05, 9.1, fallend, 22, 0.2013, 9.1
2022-10-12, -4.3, fallend, 21, -0.1886, 4.8
2022-10-19, 45.2, fallend, 20, 1, 50
2022-10-26, 10, fallend, 20, 0.2212, 60
2022-11-02, -15, fallend, 20, -0.6579, 45
2022-11-09, 5, fallend, 20, 0.1106, 50
2022-11-16, -2.9, fallend, 17, -0.1272, 47.1
2022-11-23, -8.6, fallend, 13, -0.3772, 38.5
