Meldedatum, difference, group, quantity, trend, value
2022-06-08, , fallend, 27, , 
2022-06-15, , fallend, 33, , 
2022-06-22, 6.1, fallend, 33, 0.1593, 6.1
2022-06-29, 3, fallend, 33, 0.0783, 9.1
2022-07-06, , fallend, 33, , 9.1
2022-07-13, 6.1, fallend, 33, 0.1593, 15.2
2022-07-20, 8.3, fallend, 34, 0.2167, 23.5
2022-07-27, 38.3, fallend, 34, 1, 61.8
2022-08-03, 11.7, fallend, 34, 0.3055, 73.5
2022-08-10, 8.9, fallend, 34, 0.2324, 82.4
2022-08-17, -23.6, fallend, 34, -1, 58.8
2022-08-24, -20.6, fallend, 34, -0.8729, 38.2
2022-08-31, -17.6, fallend, 34, -0.7458, 20.6
2022-09-07, , fallend, 34, , 20.6
2022-09-14, -11.8, fallend, 34, -0.5, 8.8
2022-09-21, -8.8, fallend, 34, -0.3729, 
2022-09-28, , fallend, 34, , 
2022-10-05, 8.8, fallend, 34, 0.2298, 8.8
2022-10-12, -0.3, fallend, 47, -0.0127, 8.5
2022-10-19, 18.6, fallend, 48, 0.4856, 27.1
2022-10-26, 11.7, fallend, 49, 0.3055, 38.8
2022-11-02, 7.2, fallend, 50, 0.188, 46
2022-11-09, 2, fallend, 50, 0.0522, 48
2022-11-16, -8, fallend, 50, -0.339, 40
2022-11-23, -9.2, fallend, 52, -0.3898, 30.8
2022-11-30, -15.4, fallend, 52, -0.6525, 15.4
2022-12-07, -11.6, fallend, 53, -0.4915, 3.8
2022-12-14, -1.9, fallend, 54, -0.0805, 1.9
2022-12-21, 3.7, fallend, 54, 0.0966, 5.6
2022-12-28, 28.9, fallend, 55, 0.7546, 34.5
2023-01-04, 27.3, fallend, 55, 0.7128, 61.8
2023-01-11, -0.7, fallend, 54, -0.0297, 61.1
2023-01-18, -15.3, fallend, 48, -0.6483, 45.8
2023-01-25, -2.3, fallend, 23, -0.0975, 43.5
