Meldedatum, difference, group, trend, value
2022-06-09, , fallend, , 
2022-06-16, 7.1, fallend, 0.1825, 7.1
2022-06-23, 4.7, fallend, 0.1208, 11.8
2022-06-30, -5.6, fallend, -0.1258, 6.2
2022-07-07, 5.6, fallend, 0.144, 11.8
2022-07-14, 7, fallend, 0.1799, 18.8
2022-07-21, 3.4, fallend, 0.0874, 22.2
2022-07-28, 38.9, fallend, 1, 61.1
2022-08-04, 16.7, fallend, 0.4293, 77.8
2022-08-11, -1.3, fallend, -0.0292, 76.5
2022-08-18, -15.4, fallend, -0.3461, 61.1
2022-08-25, 5.6, fallend, 0.144, 66.7
2022-09-01, -44.5, fallend, -1, 22.2
2022-09-08, , fallend, , 22.2
2022-09-15, 5.6, fallend, 0.144, 27.8
2022-09-22, -27.8, fallend, -0.6247, 
2022-09-29, , fallend, , 
2022-10-06, 11.1, fallend, 0.2853, 11.1
2022-10-13, 0.7, fallend, 0.018, 11.8
2022-10-20, 16.8, fallend, 0.4319, 28.6
2022-10-27, 14.3, fallend, 0.3676, 42.9
